,三年一般定期儲蓄存款機動利率,三年一般定期儲蓄存款固定利率,三年五百萬元(含)以上定期儲蓄存款機動利率,三年五百萬元(含)以上定期儲蓄存款固定利率,二年 ~ 未滿三年一般定期儲蓄存款機動利率,二年 ~ 未滿三年一般定期儲蓄存款固定利率,二年 ~ 未滿三年五百萬元(含)以上定期儲蓄存款機動利率,二年 ~ 未滿三年五百萬元(含)以上定期儲蓄存款固定利率,一年 ~ 未滿二年一般定期儲蓄存款機動利率,一年 ~ 未滿二年一般定期儲蓄存款固定利率,一年 ~ 未滿二年五百萬元(含)以上定期儲蓄存款機動利率,一年 ~ 未滿二年五百萬元(含)以上定期儲蓄存款固定利率,活期儲蓄存款利率,三年一般定期存款機動利率,三年一般定期存款固定利率,三年五百萬元(含)以上定期存款機動利率,三年五百萬元(含)以上定期存款固定利率,二年 ~ 未滿三年一般定期存款機動利率,二年 ~ 未滿三年一般定期存款固定利率,二年 ~ 未滿三年五百萬元(含)以上定期存款機動利率,二年 ~ 未滿三年五百萬元(含)以上定期存款固定利率,一年 ~ 未滿二年一般定期存款機動利率,一年 ~ 未滿二年一般定期存款固定利率,一年 ~ 未滿二年五百萬元(含)以上定期存款機動利率,一年 ~ 未滿二年五百萬元(含)以上定期存款固定利率,九個月 ~ 未滿十二個月一般定期存款機動利率,九個月 ~ 未滿十二個月一般定期存款固定利率,九個月 ~ 未滿十二個月五百萬元(含)以上定期存款機動利率,九個月 ~ 未滿十二個月五百萬元(含)以上定期存款固定利率,六個月 ~ 未滿九個月一般定期存款機動利率,六個月 ~ 未滿九個月一般定期存款固定利率,六個月 ~ 未滿九個月五百萬元(含)以上定期存款機動利率,六個月 ~ 未滿九個月五百萬元(含)以上定期存款固定利率,三個月 ~ 未滿六個月一般定期存款機動利率,三個月 ~ 未滿六個月一般定期存款固定利率,三個月 ~ 未滿六個月五百萬元(含)以上定期存款機動利率,三個月 ~ 未滿六個月五百萬元(含)以上定期存款固定利率,一個月 ~ 未滿三個月一般定期存款機動利率,一個月 ~ 未滿三個月一般定期存款固定利率,一個月 ~ 未滿三個月五百萬元(含)以上定期存款機動利率,一個月 ~ 未滿三個月五百萬元(含)以上定期存款固定利率,活期存款利率,薪資轉帳活期儲蓄存款,證券戶活期儲蓄存款,基本放款利率,信用卡循環信用差別利率第一級,信用卡循環信用差別利率第二級,信用卡循環信用差別利率第三級,信用卡循環信用差別利率第四級,信用卡循環信用差別利率第五級,基準利率(按月),基準利率(按季),定儲利率指數(按月),定儲利率指數(按季),中華郵政一年期定期儲金機動利率(未達五百萬元),中華郵政二年期定期儲金機動利率(未達五百萬元),Unnamed: 56,日期
1209,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-24
1210,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-25
1211,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-26
1212,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-27
1213,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-28
1214,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-29
1215,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-04-30
1216,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-01
1217,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-02
1218,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-03
1219,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-04
1220,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-05
1221,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-06
1222,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-07
1223,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-08
1224,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.616,0.816,1.089,0.81,0.845,,2020-05-09
1225,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-10
1226,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-11
1227,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-12
1228,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-13
1229,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-14
1230,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-15
1231,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-16
1232,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-17
1233,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-18
1234,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-19
1235,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-20
1236,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-21
1237,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-22
1238,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-23
1239,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-24
1240,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-25
1241,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-26
1242,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-27
1243,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-28
1244,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-29
1245,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-30
1246,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-05-31
1247,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-01
1248,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-02
1249,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-03
1250,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-04
1251,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-05
1252,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-06
1253,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-07
1254,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-08
1255,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-09
1256,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-10
1257,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-11
1258,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-12
1259,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-13
1260,0.865,0.815,0.19,0.18,0.845,0.795,0.16,0.15,0.84,0.79,0.14,0.13,0.1,0.825,0.765,0.19,0.18,0.82,0.76,0.16,0.15,0.815,0.755,0.14,0.13,0.7,0.65,0.11,0.1,0.585,0.535,0.09,0.08,0.41,0.38,0.07,0.06,0.35,0.35,0.05,0.05,0.04,0.2,0.02,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.366,2.366,0.816,1.089,0.81,0.845,,2020-06-14
