"110年04月13日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,193.67","-","61.31","-0.32","",
"發行量加權股價指數","16,824.91","-","34.79","-0.21","",
"臺灣公司治理100指數","9,865.95","+","18.36","0.19","",
"臺灣50指數","13,677.64","+","21.23","0.16","",
"臺灣50權重上限30%指數","12,826.85","+","28.44","0.22","",
"臺灣中型100指數","12,496.09","-","163.03","-1.29","",
"臺灣資訊科技指數","24,073.44","-","56.08","-0.23","",
"臺灣發達指數","10,636.85","+","31.08","0.29","",
"臺灣高股息指數","7,994.31","-","64.41","-0.80","",
"臺灣就業99指數","9,739.84","-","95.03","-0.97","",
"臺灣高薪100指數","8,621.11","+","29.79","0.35","",
"未含金融指數","14,846.72","-","37.09","-0.25","",
"未含電子指數","17,582.15","-","0.45","--","",
"未含金融電子指數","15,248.08","-","11.44","-0.07","",
"小型股300指數","8,908.69","-","118.39","-1.31","",
"水泥窯製類指數","714.07","+","5.50","0.78","",
"塑膠化工類指數","976.15","-","8.92","-0.91","",
"機電類指數","4,660.35","-","17.45","-0.37","",
"水泥類指數","188.25","+","1.67","0.90","",
"食品類指數","1,909.11","+","6.44","0.34","",
"塑膠類指數","291.32","-","0.44","-0.15","",
"紡織纖維類指數","621.06","-","6.20","-0.99","",
"電機機械類指數","263.00","-","6.54","-2.43","",
"電器電纜類指數","68.84","-","0.95","-1.36","",
"化學生技醫療類指數","113.47","-","1.76","-1.53","",
"化學類指數","123.59","-","0.87","-0.70","",
"生技醫療類指數","71.56","-","1.78","-2.43","",
"玻璃陶瓷類指數","57.16","+","0.01","0.02","",
"造紙類指數","429.22","+","15.45","3.73","",
"鋼鐵類指數","143.70","-","0.12","-0.08","",
"橡膠類指數","369.59","-","13.99","-3.65","",
"汽車類指數","347.57","+","0.01","--","",
"電子工業類指數","835.95","-","2.67","-0.32","",
"半導體類指數","414.18","-","0.34","-0.08","",
"電腦及週邊設備類指數","142.32","-","1.88","-1.30","",
"光電類指數","49.21","-","1.51","-2.98","",
"通信網路類指數","129.88","+","0.17","0.13","",
"電子零組件類指數","173.81","-","1.68","-0.96","",
"電子通路類指數","161.21","-","0.94","-0.58","",
"資訊服務類指數","135.39","-","0.82","-0.60","",
"其他電子類指數","112.21","+","1.08","0.97","",
"建材營造類指數","360.77","-","1.65","-0.46","",
"航運類指數","129.33","+","2.16","1.70","",
"觀光類指數","108.00","-","0.35","-0.32","",
"金融保險類指數","1,410.10","+","2.55","0.18","",
"貿易百貨類指數","284.51","+","0.54","0.19","",
"油電燃氣類指數","129.70","+","2.15","1.69","",
"其他類指數","357.31","+","0.64","0.18","",
"臺指日報酬兩倍指數","37,538.12","-","155.56","-0.41","",
"臺指反向一倍指數","4,311.51","+","8.88","0.21","",
"電子類兩倍槓桿指數","41,628.77","-","266.77","-0.64","",
"電子類反向指數","3,721.20","+","11.81","0.32","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,796.17","-","135.43","-2.75","",
"臺灣中小型公司治理指數","7,632.16","-","56.80","-0.74","",
"臺灣IPO指數","7,852.60","-","194.64","-2.42","",
"智慧中立指數","4,444.07","-","27.04","-0.60","",
"臺灣企業社會責任中小型指數","7,006.92","-","72.79","-1.03","",
"臺灣5G+通訊指數","6,786.56","+","6.03","0.09","",
"臺灣全市場指數","5,747.38","-","20.13","-0.35","",
"臺灣全市場半導體指數","6,029.99","-","25.05","-0.41","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","23,134.49","+","83.52","0.36","",
"金融類日報酬反向一倍指數","5,700.52","-","10.35","-0.18","",
"漲升股利150指數","8,931.25","-","25.64","-0.29","",
"漲升股利100指數","8,065.33","-","0.14","--","",
"藍籌30指數","8,491.37","+","14.57","0.17","",
"工業菁英30指數","9,474.93","-","5.77","-0.06","",
"電子菁英30指數","9,105.97","-","13.29","-0.15","",
"低波動股利精選30指數","6,417.91","+","15.44","0.24","",
