"107年05月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"其他類指數","243.10","-","0.62","-0.25","",
"臺指日報酬兩倍指數","17,196.73","-","86.59","-0.50","",
"臺指日報酬反向一倍指數","7,179.47","+","17.94","0.25","",
"電子類兩倍槓桿指數","13,287.58","-","17.89","-0.13","",
"電子類反向指數","7,826.15","+","5.26","0.07","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","5,819.16","-","44.86","-0.77","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,206.56","-","12.00","-0.23","",
"漲升股利150指數","6,171.28","-","24.30","-0.39","",
"漲升股利100指數","6,182.11","-","24.99","-0.40","",
"藍籌30指數","5,842.28","-","26.12","-0.45","",
"工業菁英30指數","6,158.88","-","24.74","-0.40","",
"電子菁英30指數","5,937.01","-","5.83","-0.10","",
"低波動精選30指數","5,833.57","-","13.63","-0.23","",
"低貝塔100指數","5,439.95","-","13.21","-0.24","",
"中小型精選50指數","5,580.98","-","3.23","-0.06","",
"中小型A級動能50指數","7,223.57","+","99.84","1.40","",
"特選高息低波指數","5,216.32","-","13.00","-0.25","",
"特選內需高收益指數","5,389.59","-","22.83","-0.42","",
"藍籌30反向一倍指數","8,423.03","+","37.32","0.45","",
"工業菁英30反向一倍指數","9,360.84","+","37.30","0.40","",
"金融類日報酬兩倍指數","20,114.29","-","67.92","-0.34","",
"金融類日報酬反向一倍指數","6,690.17","+","11.24","0.17","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,578.01","-","37.60","-0.26","",
"發行量加權股價報酬指數","18,742.14","-","47.05","-0.25","",
"臺灣公司治理100報酬指數","6,906.10","-","26.36","-0.38","",
"臺灣50報酬指數","14,119.26","-","45.52","-0.32","",
"臺灣中型100報酬指數","13,349.04","+","33.44","0.25","",
"臺灣資訊科技報酬指數","16,814.26","+","19.69","0.12","",
"臺灣發達報酬指數","14,068.83","-","84.31","-0.60","",
"臺灣高股息報酬指數","12,218.48","+","6.88","0.06","",
"臺灣就業99報酬指數","8,358.59","-","20.13","-0.24","",
"臺灣高薪100報酬指數","6,957.48","-","16.66","-0.24","",
"臺灣低波動高股息報酬指數","3,714.55","-","5.40","-0.15","",
"未含金融電子股報酬指數","22,274.68","-","131.29","-0.59","",
"小型股300報酬指數","7,128.85","+","4.57","0.06","",
"水泥類報酬指數","215.02","-","3.00","-1.38","",
"食品類報酬指數","2,178.27","+","0.95","0.04","",
"塑膠類報酬指數","444.21","-","6.51","-1.44","",
"紡織纖維類報酬指數","710.21","-","3.90","-0.55","",
"電機機械類報酬指數","273.67","-","2.10","-0.76","",
"電器電纜類報酬指數","78.23","-","0.86","-1.09","",
"化學生技醫療類報酬指數","144.06","-","0.52","-0.36","",
"化學類報酬指數","155.71","-","0.46","-0.29","",
"生技醫療類報酬指數","89.90","-","0.41","-0.45","",
"玻璃陶瓷類報酬指數","52.09","-","0.83","-1.57","",
"造紙類報酬指數","305.29","-","2.39","-0.78","",
"鋼鐵類報酬指數","142.07","-","0.40","-0.28","",
"橡膠類報酬指數","366.18","+","4.44","1.23","",
"汽車類報酬指數","302.24","+","0.27","0.09","",
"電子類報酬指數","700.35","-","0.47","-0.07","",
"半導體類報酬指數","249.14","-","0.17","-0.07","",
"電腦及週邊設備類報酬指數","165.94","+","0.71","0.43","",
"光電類報酬指數","51.37","-","0.17","-0.33","",
"通信網路類報酬指數","215.89","-","0.14","-0.06","",
"電子零組件類報酬指數","174.59","+","1.36","0.79","",
"電子通路類報酬指數","228.94","+","0.19","0.08","",
"資訊服務類報酬指數","169.68","-","1.11","-0.65","",
"其他電子類報酬指數","122.13","-","1.21","-0.98","",
"建材營造類報酬指數","427.21","-","0.75","-0.18","",
"航運類報酬指數","80.70","+","0.26","0.32","",
"觀光類報酬指數","140.28","-","0.99","-0.70","",
"金融保險類報酬指數","1,795.54","-","3.02","-0.17","",
"貿易百貨類報酬指數","333.58","-","2.99","-0.89","",
"油電燃氣類報酬指數","208.68","-","0.82","-0.39","",
"其他類報酬指數","346.19","-","0.88","-0.25","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,894.70","-","45.45","-0.77","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,413.01","-","12.47","-0.23","",
"漲升股利150報酬指數","6,647.27","-","26.18","-0.39","",
"漲升股利100報酬指數","6,648.68","-","26.87","-0.40","",
"藍籌 30 報酬指數","6,084.84","-","27.21","-0.45","",
"工業菁英 30 報酬指數","6,421.79","-","25.80","-0.40","",
"電子菁英 30 報酬指數","6,168.71","-","6.05","-0.10","",
"低波動精選 30 報酬指數","6,106.81","-","14.27","-0.23","",
"低貝塔 100 報酬指數","5,687.21","-","13.81","-0.24","",
"中小型精選50報酬指數","5,856.04","-","3.38","-0.06","",
"中小型A級動能50報酬指數","7,451.54","+","103.00","1.40","",
"特選高息低波報酬指數","5,449.42","-","13.59","-0.25","",
"特選內需高收益報酬指數","5,389.59","-","22.83","-0.42","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

