"110年04月29日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"110年04月29日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","9,026,319","5,454","1,276,309,167","141.00","142.00","140.60","140.60","+","0.20","140.60","39","140.75","1","0.00",
="0051","元大中型100","129,481","56","7,295,908","56.50","56.90","55.85","56.20","+","0.10","56.10","1","56.20","6","0.00",
="0052","富邦科技","1,147,052","847","149,205,756","130.55","130.70","129.45","129.55","+","0.65","129.55","3","129.60","10","0.00",
="0053","元大電子","31,072","37","2,146,807","69.15","69.50","68.60","68.60","+","0.20","68.50","1","69.00","4","0.00",
="0054","元大台商50","8,029","9","261,803","32.55","32.65","32.55","32.55","+","0.03","32.24","56","32.65","10","0.00",
="0055","元大MSCI金融","156,900","98","3,291,728","21.05","21.11","20.90","21.05","-","0.01","21.00","1","21.05","6","0.00",
="0056","元大高股息","8,074,218","6,529","291,111,852","35.98","36.17","35.88","36.12","+","0.14","36.11","6","36.12","46","0.00",
="0057","富邦摩台","24,000","6","2,306,450","96.60","96.80","96.00","96.00","+","0.30","95.55","30","96.05","1","0.00",
="0061","元大寶滬深","343,169","153","8,072,676","23.40","23.65","23.40","23.55","+","0.11","23.55","38","23.57","2","0.00",
="006203","元大MSCI台灣","5,141","7","345,276","67.40","67.40","67.05","67.20","+","0.55","66.85","4","67.20","1","0.00",
="006204","永豐臺灣加權","1,010","2","90,091","89.20","89.20","89.20","89.20"," ","0.00","88.75","10","89.10","10","0.00",
="006205","富邦上証","1,322,667","231","50,100,533","37.47","38.04","37.47","37.89","+","0.42","37.89","79","37.90","14","0.00",
="006206","元大上證50","578,532","80","21,949,715","37.63","38.23","37.63","38.09","+","0.49","38.02","100","38.09","19","0.00",
="006207","FH滬深","84,000","30","2,581,480","30.45","30.88","30.45","30.68","+","0.25","30.69","50","30.75","1","0.00",
="006208","富邦台50","1,368,812","1,392","110,830,552","81.05","81.35","80.65","80.75","+","0.20","80.75","4","80.80","47","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.73","5","8.92","3","0.00",
="00631L","元大台灣50正2","3,096,206","823","407,106,192","131.30","132.40","130.05","130.45","+","0.45","130.40","53","130.45","1","0.00",
="00632R","元大台灣50反1","156,987,919","6,965","891,162,973","5.67","5.71","5.65","5.69"," ","0.00","5.69","220","5.70","10,274","0.00",
="00633L","富邦上証正2","8,698,325","2,115","586,809,910","66.75","68.30","66.65","67.35","+","1.70","67.35","196","67.40","11","0.00",
="00634R","富邦上証反1","584,000","56","2,269,810","3.90","3.91","3.86","3.89","-","0.05","3.88","22","3.89","599","0.00",
="00635U","期元大S&P黃金","3,071,871","356","73,865,257","23.97","24.08","23.96","24.00","+","0.21","24.00","34","24.01","2","0.00",
="00636","國泰中國A50","3,959,156","492","107,941,415","26.85","27.39","26.85","27.31","+","0.47","27.30","1","27.31","9","0.00",
="00636K","國泰中國A50+U","200","2","1,950","9.75","9.75","9.75","9.75","+","0.12","9.72","12","9.81","12","0.00",
="00637L","元大滬深300正2","71,249,426","9,773","1,899,745,410","26.30","26.99","26.30","26.63","+","0.63","26.63","376","26.64","131","0.00",
="00638R","元大滬深300反1","1,024,200","127","7,983,664","7.86","7.86","7.75","7.78","-","0.12","7.78","139","7.79","3","0.00",
="00639","富邦深100","1,461,432","329","24,673,839","16.83","17.03","16.78","16.90","+","0.16","16.89","2","16.90","3","0.00",
="00640L","富邦日本正2","56,000","29","1,547,990","27.68","27.74","27.62","27.70","-","0.04","27.71","1","27.73","2","0.00",
="00641R","富邦日本反1","117,000","26","1,270,810","10.88","10.88","10.81","10.81","-","0.05","10.82","5","10.88","5","0.00",
="00642U","期元大S&P石油","29,689,226","4,210","323,541,815","10.89","10.93","10.87","10.87","+","0.18","10.87","6,753","10.88","128","0.00",
="00643","群益深証中小","791,025","252","13,967,971","17.51","17.80","17.51","17.65","+","0.19","17.65","1","17.67","3","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","4.13","2","4.20","1","0.00",
="00645","富邦日本","121,875","37","3,043,183","24.99","24.99","24.90","24.91","-","0.11","24.91","8","24.99","3","0.00",
="00646","元大S&P500","381,401","265","13,681,520","35.86","35.94","35.80","35.91","+","0.06","35.90","2","35.91","6","0.00",
="00647L","元大S&P500正2","40,060","32","2,502,988","62.40","62.60","62.30","62.55","+","0.40","62.50","5","62.55","82","0.00",
="00648R","元大S&P500反1","684,000","97","5,038,470","7.37","7.38","7.36","7.37","-","0.03","7.36","950","7.37","375","0.00",
="00650L","FH香港正2","1,192,000","141","37,217,090","30.76","31.50","30.76","31.10","+","0.53","31.10","39","31.12","2","0.00",
="00651R","FH香港反1","279,000","24","1,892,120","6.80","6.80","6.76","6.80","-","0.05","6.79","100","6.82","211","0.00",
="00652","富邦印度","523,331","282","13,017,014","24.60","25.03","24.60","24.75","+","0.11","24.74","4","24.75","4","0.00",
="00653L","富邦印度正2","4,684,339","1,139","164,659,285","34.51","35.70","34.51","34.73","+","0.32","34.72","52","34.73","6","0.00",
="00654R","富邦印度反1","613,200","152","5,940,014","9.81","9.81","9.62","9.72","-","0.06","9.72","2","9.75","4","0.00",
="00655L","國泰中國A50正2","3,686,068","1,176","187,551,628","50.30","51.50","50.30","50.95","+","1.40","50.85","4","50.95","235","0.00",
="00656R","國泰中國A50反1","208,000","18","1,484,460","7.17","7.17","7.12","7.16","-","0.08","7.14","255","7.16","360","0.00",
="00657","國泰日經225","100,000","2","3,560,000","35.60","35.60","35.60","35.60","-","0.19","35.55","30","35.64","61","0.00",
="00657K","國泰日經225+U","200","2","2,552","12.76","12.76","12.76","12.76","-","0.04","12.73","12","12.80","12","0.00",
="00660","元大歐洲50","22,000","4","629,790","28.64","28.64","28.62","28.63","+","0.05","28.61","20","28.64","1","0.00",
="00661","元大日經225","17,100","6","616,378","36.03","36.15","36.03","36.15","-","0.28","36.02","15","36.15","13","0.00",
="00662","富邦NASDAQ","167,778","103","8,429,216","50.25","50.30","50.15","50.25"," ","0.00","50.25","6","50.30","48","0.00",
="00663L","國泰臺灣加權正2","437,000","16","51,826,400","117.90","118.90","117.00","117.45","+","0.50","117.25","214","117.40","50","0.00",
="00664R","國泰臺灣加權反1","13,081,346","589","84,138,475","6.44","6.46","6.40","6.46"," ","0.00","6.45","1,013","6.46","1,894","0.00",
="00665L","富邦恒生國企正2","124,000","41","3,193,340","25.70","25.95","25.55","25.55","+","0.16","25.54","25","25.55","1","0.00",
="00666R","富邦恒生國企反1","70,000","2","758,100","10.83","10.83","10.83","10.83","-","0.07","10.79","1","10.88","92","0.00",
="00668","國泰美國道瓊","28,000","21","956,130","34.13","34.18","34.13","34.13","-","0.12","34.13","10","34.17","20","0.00",
="00668K","國泰美國道瓊+U","200","2","2,448","12.24","12.24","12.24","12.24","-","0.01","12.20","10","12.27","10","0.00",
="00669R","國泰美國道瓊反1","1,120,100","139","9,221,734","8.25","8.25","8.22","8.22","-","0.01","8.22","2,201","8.23","30","0.00",
="00670L","富邦NASDAQ正2","426,025","115","40,486,525","94.65","95.25","94.65","95.05","+","0.50","95.05","3","95.10","4","0.00",
="00671R","富邦NASDAQ反1","2,198,000","158","12,767,380","5.81","5.82","5.80","5.81","-","0.01","5.81","65","5.82","1,948","0.00",
="00673R","期元大S&P原油反1","847,000","256","15,038,970","17.77","17.80","17.71","17.78","-","0.28","17.77","11","17.78","2","0.00",
="00674R","期元大S&P黃金反1","153,018","30","2,050,571","13.44","13.44","13.39","13.41","-","0.15","13.42","110","13.43","1","0.00",
="00675L","富邦臺灣加權正2","760,557","171","38,647,254","50.75","51.10","50.25","50.50","+","0.30","50.45","2","50.50","227","0.00",
="00676R","富邦臺灣加權反1","7,703,000","422","27,022,430","3.51","3.53","3.49","3.51","-","0.01","3.51","3,033","3.52","673","0.00",
="00677U","期富邦VIX","217,935,729","6,077","356,687,311","1.65","1.66","1.62","1.63","-","0.02","1.63","338","1.64","72,236","0.00",
="00678","群益NBI生技","339,658","30","9,581,022","28.17","28.21","28.17","28.18","-","0.05","28.18","1","28.22","12","0.00",
="00680L","元大美債20正2","49,000","14","1,088,440","22.28","22.28","22.19","22.21","+","0.01","22.21","71","22.25","10","0.00",
="00681R","元大美債20反1","29,000","6","415,570","14.33","14.33","14.33","14.33","+","0.01","14.33","6","14.35","20","0.00",
="00682U","期元大美元指數","133,187","47","2,396,424","18.00","18.02","17.96","18.00","-","0.05","18.00","12","18.01","27","0.00",
="00683L","期元大美元指正2","1,101,000","322","18,254,600","16.59","16.64","16.55","16.60","-","0.16","16.59","96","16.60","15","0.00",
="00684R","期元大美元指反1","1,000","1","19,340","19.34","19.34","19.34","19.34","X","0.00","19.28","20","19.34","74","0.00",
="00685L","群益臺灣加權正2","12,000","5","531,700","44.26","44.61","43.96","43.96","-","0.13","44.08","10","44.27","10","0.00",
="00686R","群益臺灣加權反1","233,000","46","890,220","3.82","3.84","3.81","3.82","-","0.02","3.83","200","3.84","28","0.00",
="00688L","國泰20年美債正2","106,000","12","2,358,760","22.26","22.26","22.22","22.26","+","0.04","22.23","100","22.26","6","0.00",
="00689R","國泰20年美債反1","216,000","28","3,251,540","15.04","15.06","15.04","15.06","-","0.01","15.04","79","15.06","4","0.00",
="00690","兆豐藍籌30","151,059","42","5,109,329","33.84","33.95","33.71","33.79","+","0.40","33.75","5","33.79","19","0.00",
="00692","富邦公司治理","1,839,439","971","65,846,144","35.81","35.98","35.70","35.73","+","0.03","35.73","6","35.74","2","0.00",
="00693U","期街口S&P黃豆","1,220,700","341","28,140,446","23.00","23.14","23.00","23.01","+","0.13","23.00","671","23.01","93","0.00",
="00700","富邦恒生國企","164,837","27","3,224,690","19.50","19.67","19.50","19.55","+","0.16","19.50","3","19.59","15","0.00",
="00701","國泰股利精選30","1,480,371","712","35,754,037","24.22","24.24","24.09","24.13","-","0.11","24.12","63","24.13","36","0.00",
="00702","國泰標普低波高息","108,500","16","2,201,068","20.27","20.29","20.27","20.29","+","0.07","20.26","60","20.29","3","0.00",
="00703","台新MSCI中國","158,077","17","4,044,429","25.63","25.66","25.48","25.48","+","0.13","25.46","20","25.50","20","0.00",
="00706L","期元大S&P日圓正2","18,000","5","295,920","16.45","16.45","16.42","16.42","+","0.06","16.41","34","16.44","43","0.00",
="00707R","期元大S&P日圓反1","0","0","0","--","--","--","--"," ","0.00","19.55","33","19.59","18","0.00",
="00708L","期元大S&P黃金正2","1,553,130","518","40,900,468","26.30","26.43","26.25","26.25","+","0.38","26.25","21","26.28","9","0.00",
="00709","富邦歐洲","122,341","17","2,840,607","23.21","23.23","23.19","23.23","+","0.04","23.22","3","23.23","2","0.00",
="00710B","FH彭博高收益債","669,469","179","12,325,832","18.42","18.43","18.40","18.42"," ","0.00","18.40","6","18.42","119","0.00",
="00711B","FH彭博新興債","313,119","22","6,218,671","19.87","19.88","19.86","19.88","+","0.01","19.86","4","19.88","57","0.00",
="00712","FH富時不動產","2,990,312","1,103","43,093,330","14.37","14.45","14.34","14.40","+","0.08","14.40","54","14.43","52","0.00",
="00713","元大台灣高息低波","134,523","116","5,870,114","43.66","43.77","43.29","43.74","+","0.16","43.72","1","43.76","1","0.00",
="00714","群益道瓊美國地產","240,225","20","5,034,666","20.98","20.98","20.93","20.94","-","0.04","20.94","45","20.97","12","0.00",
="00715L","期街口布蘭特正2","90,827,582","6,286","650,328,505","7.12","7.22","7.10","7.14","+","0.22","7.14","594","7.15","952","0.00",
="00717","富邦美國特別股","673,937","180","11,362,144","16.86","16.87","16.84","16.86","-","0.01","16.86","21","16.87","1","0.00",
="00728","第一金工業30","1,124,946","666","33,634,012","29.68","30.14","29.68","29.87","+","0.67","29.86","9","29.87","18","0.00",
="00730","富邦臺灣優質高息","652,803","309","14,204,765","21.80","21.81","21.71","21.78","-","0.02","21.77","1","21.78","16","0.00",
="00731","FH富時高息低波","267,859","35","15,524,729","57.95","58.25","57.95","57.95"," ","0.00","57.95","2","58.00","2","0.00",
="00732","國泰RMB短期報酬","100,000","2","3,940,000","39.40","39.40","39.40","39.40","+","0.10","39.30","2","39.35","1","0.00",
="00733","富邦臺灣中小","570,857","293","24,988,614","43.90","44.15","43.37","44.07","+","0.63","44.04","1","44.07","9","0.00",
="00735","國泰臺韓科技","118,364","25","4,167,183","35.15","35.27","35.15","35.21","+","0.16","35.10","1","35.18","35","0.00",
="00736","國泰新興市場","127,056","10","3,051,904","24.00","24.07","24.00","24.01","+","0.22","23.99","20","24.05","20","0.00",
="00737","國泰AI+Robo","293,661","73","9,718,588","33.14","33.14","33.06","33.07","-","0.15","33.07","86","33.08","53","0.00",
="00738U","期元大道瓊白銀","1,200,590","483","32,830,829","27.28","27.43","27.28","27.32","+","0.40","27.30","11","27.32","33","0.00",
="00739","元大MSCI A股","280,035","47","7,845,956","27.80","28.14","27.80","27.97","+","0.27","27.91","24","27.97","1","0.00",
="00742","新光內需收益","74,047","24","1,698,675","22.91","22.99","22.75","22.96","+","0.06","22.88","2","22.95","1","0.00",
="00743","國泰中國A150","138,048","16","4,009,945","28.85","29.27","28.85","29.07","+","0.22","29.05","20","29.14","24","0.00",
="00752","中信中國50","1,103,652","515","33,412,531","30.22","30.37","30.17","30.23","+","0.13","30.22","5","30.23","24","0.00",
="00753L","中信中國50正2","887,322","312","34,951,471","38.90","39.76","38.90","39.29","+","0.46","39.29","55","39.30","8","0.00",
="00757","統一FANG+","980,073","680","47,356,350","48.26","48.39","48.20","48.34","+","0.35","48.34","1","48.38","10","0.00",
="00762","元大全球AI","88,090","64","3,420,175","38.73","38.86","38.73","38.83","-","0.02","38.79","83","38.85","50","0.00",
="00763U","期街口道瓊銅","641,770","258","18,909,787","29.26","29.59","29.26","29.51","+","0.71","29.51","6","29.52","7","0.00",
="00770","國泰北美科技","176,355","21","6,307,006","35.83","35.83","35.74","35.83","+","0.31","35.79","1","35.83","43","0.00",
="00771","元大US高息特別股","8,607","14","165,990","19.27","19.29","19.27","19.28","+","0.02","19.26","8","19.28","23","0.00",
="00774B","新光中國政金綠債","2,000","2","77,100","38.55","38.55","38.55","38.55","+","0.05","38.36","10","38.73","1","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","8.89","5","9.08","2","0.00",
="00775B","新光投等債15+","2,000","2","81,680","40.84","40.84","40.84","40.84","+","0.01","40.67","100","41.06","1","0.00",
="00783","富邦中証500","500,034","23","10,927,199","21.87","21.92","21.78","21.85","+","0.03","21.84","31","21.85","2","0.00",
="008201","BP上證50","870","5","108,713","124.70","125.00","124.70","125.00","+","0.10","124.95","1","126.00","1","0.00",
="00830","國泰費城半導體","1,536,579","673","43,438,666","28.30","28.36","28.18","28.27","-","0.21","28.27","12","28.28","5","0.00",
="00850","元大臺灣ESG永續","1,217,546","860","42,783,767","35.16","35.28","35.02","35.05","+","0.08","35.05","2","35.06","31","0.00",
="00851","台新全球AI","31,299","13","963,434","30.73","30.79","30.73","30.79","+","0.22","30.77","50","30.82","52","0.00",
="00852L","國泰美國道瓊正2","575,000","91","11,534,690","20.04","20.09","20.01","20.05","-","0.05","20.05","13","20.07","300","0.00",
="00861","元大全球未來通訊","873,386","470","25,344,681","28.98","29.05","28.95","29.00","+","0.02","29.00","23","29.02","2","0.00",
="00865B","國泰US短期公債","100,000","2","3,630,000","36.30","36.30","36.30","36.30","-","0.10","36.21","18","36.39","1","0.00",
="00875","國泰網路資安","387,535","163","12,047,824","31.10","31.12","31.06","31.07","-","0.27","31.07","67","31.10","7","0.00",
="00876","元大未來關鍵科技","1,566,096","837","46,717,819","29.75","29.88","29.73","29.80","+","0.07","29.80","43","29.81","7","0.00",
