"110年05月06日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"其他類指數","352.15","-","2.19","-0.62","",
"臺指日報酬兩倍指數","38,240.72","+","673.22","1.79","",
"臺指反向一倍指數","4,262.17","-","38.54","-0.90","",
"電子類兩倍槓桿指數","39,342.63","+","441.44","1.13","",
"電子類反向指數","3,815.25","-","21.77","-0.57","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,406.21","-","57.91","-1.30","",
"臺灣中小型公司治理指數","7,598.02","+","18.15","0.24","",
"臺灣IPO指數","7,148.47","+","0.22","--","",
"智慧中立指數","4,409.21","-","23.41","-0.53","",
"臺灣企業社會責任中小型指數","7,421.40","-","14.31","-0.19","",
"臺灣5G+通訊指數","6,711.75","+","100.81","1.52","",
"臺灣全市場指數","5,771.45","+","47.31","0.83","",
"臺灣全市場半導體指數","5,923.44","+","62.50","1.07","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","26,362.97","+","601.90","2.34","",
"金融類日報酬反向一倍指數","5,323.29","-","62.92","-1.17","",
"漲升股利150指數","9,105.83","+","81.65","0.90","",
"漲升股利100指數","8,242.65","+","128.64","1.59","",
"藍籌30指數","8,670.67","+","143.84","1.69","",
"工業菁英30指數","9,696.46","+","169.13","1.78","",
"電子菁英30指數","8,990.77","+","87.51","0.98","",
"低波動股利精選30指數","6,781.69","+","98.72","1.48","",
"低貝塔100指數","7,442.88","+","36.08","0.49","",
"中小型精選50指數","7,235.52","+","5.42","0.07","",
"中小型A級動能50指數","15,297.01","-","140.67","-0.91","",
"特選高息低波指數","7,255.64","+","46.14","0.64","",
"臺灣永續指數","8,690.31","+","111.68","1.30","",
"特選內需高收益指數","6,188.70","+","83.33","1.36","",
"價值投資指數","8,085.64","+","49.72","0.62","",
"中小型300指數","8,572.51","+","21.06","0.25","",
"臺灣勞工權益指數","7,579.05","+","59.35","0.79","",
"智慧投資多因子30指數","6,208.91","+","11.00","0.18","",
"臺股期貨指數","8,062.53","+","83.27","1.04","",
"臺灣上櫃企業社會責任指數","6,224.21","-","13.70","-0.22","",
"特選Smart多因子指數","6,582.84","+","49.10","0.75","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","25,111.06","+","195.20","0.78","",
"發行量加權股價報酬指數","32,870.90","+","291.90","0.90","",
"臺灣公司治理100報酬指數","12,760.34","+","139.87","1.11","",
"臺灣50報酬指數","26,797.19","+","300.26","1.13","",
"臺灣50權重上限30%報酬指數","25,451.95","+","366.67","1.46","",
"臺灣中型100報酬指數","23,250.95","+","56.05","0.24","",
"臺灣資訊科技股報酬指數","43,552.69","+","302.32","0.70","",
"臺灣發達報酬指數","20,255.00","+","360.57","1.81","",
"臺灣高股息報酬指數","19,494.44","-","10.20","-0.05","",
"臺灣就業99報酬指數","14,257.07","+","11.58","0.08","",
"臺灣高薪100報酬指數","11,614.40","+","123.35","1.07","",
"未含金融電子報酬指數","32,236.12","+","492.69","1.55","",
"小型股300報酬指數","10,997.09","+","37.00","0.34","",
"水泥類報酬指數","368.32","+","12.65","3.56","",
"食品類報酬指數","2,843.63","+","32.07","1.14","",
"塑膠類報酬指數","516.25","+","14.46","2.88","",
"紡織纖維類報酬指數","1,064.21","+","22.82","2.19","",
"電機機械類報酬指數","368.08","+","2.36","0.65","",
"電器電纜類報酬指數","132.79","+","2.59","1.99","",
"化學生技醫療類報酬指數","167.45","+","0.14","0.08","",
"化學類報酬指數","201.20","+","1.38","0.69","",
"生技醫療類報酬指數","92.22","-","0.56","-0.60","",
"玻璃陶瓷類報酬指數","98.20","+","8.32","9.26","",
"造紙類報酬指數","615.03","-","0.94","-0.15","",
"鋼鐵類報酬指數","291.20","+","12.86","4.62","",
"橡膠類報酬指數","562.99","+","4.61","0.83","",
"汽車類報酬指數","506.52","+","2.37","0.47","",
"電子工業類報酬指數","1,437.08","+","8.11","0.57","",
"半導體類報酬指數","678.13","+","4.76","0.71","",
"電腦及週邊設備類報酬指數","278.78","-","1.52","-0.54","",
"光電類報酬指數","65.33","-","1.10","-1.66","",
"通信網路類報酬指數","252.72","+","1.46","0.58","",
"電子零組件類報酬指數","290.55","+","3.54","1.23","",
"電子通路類報酬指數","343.77","-","0.75","-0.22","",
"資訊服務類報酬指數","277.59","+","0.86","0.31","",
"其他電子類報酬指數","154.58","+","2.24","1.47","",
"建材營造類報酬指數","669.35","+","0.66","0.10","",
"航運類報酬指數","239.79","-","1.59","-0.66","",
"觀光類報酬指數","137.70","+","0.02","0.01","",
"金融保險類報酬指數","2,401.44","+","27.74","1.17","",
"貿易百貨類報酬指數","424.09","+","3.55","0.84","",
"油電燃氣類報酬指數","210.54","+","8.10","4.00","",
"其他類報酬指數","560.93","-","3.48","-0.62","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,721.75","-","62.07","-1.30","",
"臺灣中小型公司治理報酬指數","9,181.97","+","21.94","0.24","",
"臺灣IPO報酬指數","7,830.82","+","0.24","--","",
"智慧中立報酬指數","4,631.79","-","24.59","-0.53","",
"加權指數掩護性臺指買權價外5%報酬指數","7,045.81","+","63.46","0.91","",
"臺灣5G報酬指數","9,328.49","+","153.85","1.68","",
"臺灣企業社會責任中小型報酬指數","7,755.30","-","14.95","-0.19","",
"特選臺灣電動車代表報酬指數","7,216.61","-","34.01","-0.47","",
"臺灣5G+通訊報酬指數","6,753.83","+","101.45","1.53","",
"臺灣全市場報酬指數","5,783.36","+","47.41","0.83","",
"臺灣全市場半導體報酬指數","5,934.55","+","62.62","1.07","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,195.74","+","100.39","0.90","",
"漲升股利100報酬指數","10,173.95","+","158.79","1.59","",
"藍籌30報酬指數","10,224.57","+","169.62","1.69","",
"工業菁英30報酬指數","11,409.29","+","199.01","1.78","",
"電子菁英30報酬指數","10,479.22","+","102.00","0.98","",
"低波動股利精選30報酬指數","8,101.87","+","117.93","1.48","",
"低貝塔100報酬指數","8,864.56","+","42.98","0.49","",
"中小型精選50報酬指數","8,881.75","+","6.66","0.08","",
"中小型A級動能50報酬指數","17,105.70","-","157.29","-0.91","",
"特選高息低波報酬指數","8,940.67","+","56.85","0.64","",
"臺灣永續報酬指數","10,241.41","+","131.62","1.30","",
"特選內需高收益報酬指數","7,206.70","+","97.03","1.36","",
"價值投資報酬指數","9,606.57","+","59.07","0.62","",
"存股雙十等權重報酬指數","8,596.46","+","27.14","0.32","",
"特選大蘋果報酬指數","8,705.33","+","1.01","0.01","",
"中小型300報酬指數","9,265.30","+","22.76","0.25","",
"特股高息20報酬指數","6,436.01","+","45.21","0.71","",
"臺灣500報酬指數","9,513.44","+","92.39","0.98","",
"臺灣勞工權益報酬指數","8,303.17","+","65.03","0.79","",
"微波高息精選20報酬指數","6,631.53","+","42.72","0.65","",
"特選世代行動通訊報酬指數","6,412.35","-","11.22","-0.17","",
"智慧投資多因子30報酬指數","6,505.54","+","11.53","0.18","",
"特選大蘋果報酬正向兩倍指數","16,540.81","+","3.84","0.02","",
"特選大蘋果報酬反向一倍指數","6,945.12","-","0.81","-0.01","",
"特選價值成長報酬指數","7,756.56","+","6.94","0.09","",
"臺灣上櫃企業社會責任報酬指數","6,472.75","-","14.25","-0.22","",
"特選台股領航報酬指數","8,166.48","+","140.37","1.75","",
"特選Smart多因子報酬指數","6,643.86","+","49.56","0.75","",
"110年05月06日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","481,292,061,726","9,111,438,010","3,423,614",
"2.台灣存託憑證","479,468,743","67,255,965","15,016",
"3.受益憑證","0","0","0",
"4.ETF","10,462,251,973","648,436,097","110,509",
"5.受益證券","12,284,702","837,016","327",
"6.變更交易股票","55,076,800","9,331,654","2,215",
"7.認購(售)權證","3,550,023,410","2,917,147,000","135,818",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","106,360,220","17,194,000","3,541",
"證券合計(1+6)","481,347,138,526","9,120,769,664","3,425,829",
"總計(1~13)","495,957,527,574","12,771,639,742","3,691,040",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,343(81)","405(17)",
"下跌(跌停)","6,195(189)","463(7)",
"持平","597","80",
"未成交","10,669","1",
"無比價","2,121","1",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"110年05月06日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","8,216,084","9,073","1,121,548,346","136.30","137.50","135.50","136.95","+","1.20","136.90","5","136.95","77","0.00",
="0051","元大中型100","205,081","117","10,868,728","53.00","53.80","52.15","52.70","-","0.10","52.70","20","52.90","35","0.00",
="0052","富邦科技","1,160,579","862","142,939,125","123.65","124.40","122.30","123.55","+","0.40","123.55","22","123.60","2","0.00",
="0053","元大電子","23,101","26","1,505,641","65.45","65.90","64.55","65.05","-","0.45","64.95","1","65.35","1","0.00",
="0054","元大台商50","10,265","13","319,655","31.25","31.27","30.89","31.18","+","0.18","30.75","1","31.40","3","0.00",
="0055","元大MSCI金融","167,958","105","3,545,812","21.00","21.22","21.00","21.06","+","0.06","21.03","1","21.06","7","0.00",
="0056","元大高股息","19,198,886","10,736","677,801,140","35.41","35.60","34.96","35.30","-","0.05","35.29","20","35.30","21","0.00",
="0057","富邦摩台","27,000","8","2,499,000","93.15","93.15","92.20","92.55","+","0.10","92.55","9","93.05","30","0.00",
="0061","元大寶滬深","191,407","108","4,469,036","23.21","23.49","23.21","23.25","+","0.05","23.25","66","23.27","1","0.00",
="006203","元大MSCI台灣","6,256","11","403,579","64.80","64.90","64.00","64.25","-","0.55","64.40","35","64.65","35","0.00",
="006204","永豐臺灣加權","24,000","6","2,050,200","86.35","86.70","85.25","85.50","-","0.50","85.85","10","86.15","10","0.00",
="006205","富邦上証","1,421,194","558","53,435,295","37.67","38.07","37.37","37.52","+","0.02","37.51","2","37.52","7","0.00",
="006206","元大上證50","538,775","173","20,385,691","38.00","38.26","37.50","37.69","-","0.06","37.62","44","37.69","104","0.00",
="006207","FH滬深","117,500","30","3,562,904","30.50","30.72","30.21","30.29","-","0.08","30.29","3","30.31","24","0.00",
="006208","富邦台50","3,834,604","3,638","301,792,147","78.20","79.20","78.05","78.80","+","0.75","78.80","43","78.85","14","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.64","5","8.83","2","0.00",
="00631L","元大台灣50正2","3,582,833","1,301","433,794,851","121.20","123.20","118.40","121.70","+","2.35","121.65","2","121.70","199","0.00",
="00632R","元大台灣50反1","210,899,360","10,938","1,243,524,462","5.89","5.97","5.85","5.90","-","0.04","5.89","878","5.90","12,594","0.00",
="00633L","富邦上証正2","8,402,443","1,938","555,917,769","66.40","67.95","64.85","65.35","-","0.50","65.35","844","65.40","3","0.00",
="00634R","富邦上証反1","243,000","41","955,270","3.90","3.96","3.88","3.94","+","0.01","3.93","299","3.94","9","0.00",
="00635U","期元大S&P黃金","749,272","280","17,997,762","23.96","24.06","23.96","24.06","+","0.15","24.05","52","24.06","21","0.00",
="00636","國泰中國A50","1,602,051","621","43,339,977","27.00","27.38","26.78","26.90","-","0.10","26.90","53","26.94","4","0.00",
="00636K","國泰中國A50+U","200","2","1,916","9.58","9.58","9.58","9.58","X","0.00","9.56","6","9.64","6","0.00",
="00637L","元大滬深300正2","67,800,738","10,272","1,777,558,443","26.20","26.83","25.63","25.84","-","0.19","25.84","932","25.85","24","0.00",
="00638R","元大滬深300反1","3,223,200","173","25,269,018","7.88","7.97","7.78","7.94","+","0.03","7.93","33","7.94","521","0.00",
="00639","富邦深100","1,633,621","494","27,356,223","16.80","16.96","16.50","16.62","-","0.18","16.62","75","16.65","5","0.00",
="00640L","富邦日本正2","834,100","149","23,599,653","28.40","28.52","28.10","28.14","+","0.39","28.14","50","28.16","3","0.00",
="00641R","富邦日本反1","541,100","112","5,832,925","10.78","10.83","10.74","10.83","-","0.26","10.80","51","10.83","51","0.00",
="00642U","期元大S&P石油","17,991,253","2,368","200,894,944","11.09","11.20","11.07","11.19","-","0.03","11.19","1,502","11.20","452","0.00",
="00643","群益深証中小","783,676","260","13,733,146","17.65","17.71","17.34","17.47","-","0.07","17.47","9","17.50","2","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","4.11","2","4.18","1","0.00",
="00645","富邦日本","185,102","98","4,669,784","25.24","25.31","25.19","25.25","+","1.04","25.22","31","25.25","1","0.00",
="00646","元大S&P500","509,099","348","18,155,369","35.62","35.69","35.59","35.68","+","0.07","35.67","39","35.68","3","0.00",
="00647L","元大S&P500正2","40,000","15","2,454,200","61.40","61.55","61.25","61.45","-","0.15","61.45","10","61.50","30","0.00",
="00648R","元大S&P500反1","943,000","56","7,011,040","7.44","7.45","7.42","7.45","+","0.01","7.44","6","7.45","1,753","0.00",
="00650L","FH香港正2","863,000","68","25,545,660","29.42","30.35","29.36","29.64","+","0.27","29.64","20","29.75","27","0.00",
="00651R","FH香港反1","49,000","9","340,820","6.92","7.00","6.92","6.95","+","0.02","6.93","131","6.95","1","0.00",
="00652","富邦印度","642,833","210","15,824,001","24.51","24.75","24.51","24.58","+","0.08","24.58","16","24.61","1","0.00",
="00653L","富邦印度正2","827,000","276","28,092,040","33.82","34.26","33.75","33.83","+","0.28","33.83","36","33.85","8","0.00",
="00654R","富邦印度反1","699,000","190","6,871,790","9.81","9.89","9.79","9.87","-","0.06","9.86","20","9.87","12","0.00",
="00655L","國泰中國A50正2","4,344,010","1,388","215,966,335","49.71","51.10","48.70","49.16","-","0.37","49.16","343","49.22","1","0.00",
="00656R","國泰中國A50反1","28,000","10","202,430","7.18","7.29","7.16","7.28","+","0.06","7.26","300","7.28","250","0.00",
="00657","國泰日經225","102,000","4","3,662,000","36.02","36.02","35.90","35.90","+","0.54","35.88","30","35.96","30","0.00",
="00657K","國泰日經225+U","200","2","2,560","12.80","12.80","12.80","12.80","X","0.00","12.80","6","12.87","6","0.00",
="00660","元大歐洲50","34,000","7","965,600","28.42","28.42","28.36","28.38","+","0.34","28.35","6","28.38","3","0.00",
="00661","元大日經225","6,117","4","222,547","36.31","36.42","36.31","36.42","+","0.81","36.31","1","36.42","2","0.00",
="00662","富邦NASDAQ","298,867","247","14,505,045","48.56","48.65","48.43","48.60","-","0.02","48.56","1","48.60","19","0.00",
="00663L","國泰臺灣加權正2","296,000","27","31,665,550","108.85","110.80","106.45","109.00","+","1.60","109.00","265","109.25","127","0.00",
="00664R","國泰臺灣加權反1","16,020,000","859","107,224,560","6.70","6.77","6.63","6.68","-","0.07","6.68","65","6.69","1,497","0.00",
="00665L","富邦恒生國企正2","345,100","70","8,431,442","24.51","24.80","24.05","24.15","-","0.05","24.16","32","24.25","25","0.00",
="00666R","富邦恒生國企反1","147,000","6","1,636,730","11.05","11.14","11.05","11.13","+","0.05","11.10","1","11.14","2","0.00",
="00668","國泰美國道瓊","50,229","28","1,735,230","34.60","34.62","34.52","34.60","+","0.07","34.58","2","34.62","2","0.00",
="00668K","國泰美國道瓊+U","200","2","2,470","12.35","12.35","12.35","12.35","X","0.00","12.31","6","12.39","16","0.00",
="00669R","國泰美國道瓊反1","3,556,000","278","28,984,740","8.15","8.17","8.14","8.15","-","0.03","8.14","2,767","8.15","24","0.00",
="00670L","富邦NASDAQ正2","881,510","243","77,763,702","88.40","88.55","87.65","88.15","-","0.50","88.05","1","88.15","94","0.00",
="00671R","富邦NASDAQ反1","3,635,000","260","21,923,220","6.02","6.06","6.01","6.04","+","0.02","6.04","132","6.05","891","0.00",
="00673R","期元大S&P原油反1","966,100","169","16,786,902","17.50","17.50","17.30","17.30","+","0.08","17.30","6","17.31","50","0.00",
="00674R","期元大S&P黃金反1","56,000","25","750,610","13.44","13.44","13.37","13.37","-","0.10","13.37","189","13.38","6","0.00",
="00675L","富邦臺灣加權正2","468,865","275","21,905,158","46.73","47.58","45.63","46.90","+","0.81","46.90","9","46.91","107","0.00",
="00676R","富邦臺灣加權反1","17,700,001","723","64,448,033","3.65","3.69","3.62","3.65","-","0.03","3.64","1,930","3.65","1,361","0.00",
="00677U","期富邦VIX","76,855,685","2,278","129,350,688","1.68","1.70","1.67","1.69","-","0.03","1.69","8,410","1.70","5,837","0.00",
="00678","群益NBI生技","422,224","73","11,350,756","27.00","27.05","26.80","26.93","-","0.16","26.90","3","26.93","24","0.00",
="00680L","元大美債20正2","62,000","20","1,405,730","22.64","22.72","22.64","22.72","+","0.16","22.69","2","22.72","75","0.00",
="00681R","元大美債20反1","285,000","15","4,039,910","14.21","14.21","14.17","14.17","-","0.06","14.17","23","14.20","40","0.00",
="00682U","期元大美元指數","81,027","36","1,470,980","18.16","18.17","18.14","18.15","+","0.01","18.14","8","18.15","51","0.00",
="00683L","期元大美元指正2","1,314,000","266","22,211,020","16.85","16.93","16.85","16.91","+","0.07","16.90","8","16.91","249","0.00",
="00684R","期元大美元指反1","0","0","0","--","--","--","--"," ","0.00","19.13","20","19.18","5","0.00",
="00685L","群益臺灣加權正2","2,000","2","82,560","41.61","41.61","40.95","40.95","+","0.40","40.95","10","41.14","10","0.00",
="00686R","群益臺灣加權反1","312,000","25","1,238,430","3.97","4.01","3.94","3.97","-","0.03","3.96","29","3.97","190","0.00",
="00688L","國泰20年美債正2","67,000","7","1,518,610","22.63","22.67","22.63","22.67","+","0.10","22.65","109","22.70","110","0.00",
="00689R","國泰20年美債反1","241,000","17","3,592,340","14.93","14.93","14.89","14.92","-","0.03","14.91","18","14.92","122","0.00",
="00690","兆豐藍籌30","160,221","33","5,230,456","32.47","32.84","32.43","32.75","+","0.32","32.66","20","32.75","1","0.00",
="00692","富邦公司治理","2,892,841","2,319","101,036,534","34.81","35.19","34.62","35.01","+","0.29","35.01","6","35.03","3","0.00",
="00693U","期街口S&P黃豆","1,144,285","352","27,008,037","23.54","23.70","23.50","23.70","+","0.34","23.70","1","23.71","1","0.00",
="00700","富邦恒生國企","138,601","44","2,640,583","19.48","19.48","18.90","19.06","-","0.07","18.94","27","19.13","19","0.00",
="00701","國泰股利精選30","2,643,184","986","63,971,698","24.02","24.30","24.01","24.24","+","0.26","24.24","59","24.25","45","0.00",
="00702","國泰標普低波高息","224,250","22","4,639,877","20.67","20.72","20.67","20.70","+","0.03","20.69","49","20.70","20","0.00",
="00703","台新MSCI中國","126,100","32","3,107,030","24.75","24.75","24.45","24.56","-","0.14","24.55","20","24.56","1","0.00",
="00706L","期元大S&P日圓正2","2,000","1","32,420","16.21","16.21","16.21","16.21","+","0.01","16.20","31","16.23","113","0.00",
="00707R","期元大S&P日圓反1","0","0","0","--","--","--","--"," ","0.00","19.67","70","19.72","42","0.00",
="00708L","期元大S&P黃金正2","15,708,600","2,656","413,283,550","26.23","26.38","26.19","26.38","+","0.28","26.38","13","26.39","19","0.00",
="00709","富邦歐洲","136,987","87","3,174,952","23.22","23.22","23.17","23.19","+","0.28","23.19","50","23.20","2","0.00",
="00710B","FH彭博高收益債","165,620","110","3,062,592","18.50","18.50","18.48","18.49","+","0.01","18.48","26","18.49","48","0.00",
="00711B","FH彭博新興債","188,080","40","3,754,995","19.99","19.99","19.94","19.95","+","0.04","19.94","9","19.99","15","0.00",
="00712","FH富時不動產","1,530,060","687","21,961,208","14.35","14.37","14.33","14.35","+","0.05","14.35","18","14.36","43","0.00",
="00713","元大台灣高息低波","126,695","130","5,406,560","42.83","43.19","42.26","42.59","+","0.10","42.59","1","42.68","35","0.00",
="00714","群益道瓊美國地產","44,000","22","909,890","20.72","20.72","20.66","20.68","-","0.35","20.71","1","20.72","47","0.00",
="00715L","期街口布蘭特正2","46,675,725","3,418","352,787,639","7.46","7.63","7.44","7.62","-","0.02","7.61","1,119","7.62","19","0.00",
="00717","富邦美國特別股","978,064","384","16,426,288","16.78","16.81","16.78","16.80","+","0.02","16.79","7","16.80","218","0.00",
="00728","第一金工業30","475,941","383","13,553,626","28.23","28.68","28.23","28.61","+","0.40","28.61","3","28.62","1","0.00",
="00730","富邦臺灣優質高息","781,452","557","16,633,309","21.16","21.44","21.05","21.30","+","0.15","21.30","9","21.33","1","0.00",
="00731","FH富時高息低波","323,652","54","18,705,138","57.35","58.20","57.35","58.20","+","0.80","58.15","3","58.20","2","0.00",
="00732","國泰RMB短期報酬","101,000","3","3,986,520","39.47","39.52","39.47","39.52","+","0.09","39.34","10","39.40","1","0.00",
="00733","富邦臺灣中小","724,759","532","30,028,669","41.95","42.39","40.64","41.24","-","0.27","41.24","3","41.38","20","0.00",
="00735","國泰臺韓科技","98,370","28","3,312,632","33.76","33.98","33.52","33.81","+","0.14","33.81","34","33.85","31","0.00",
="00736","國泰新興市場","147,000","20","3,428,660","23.30","23.40","23.24","23.26","-","0.08","23.28","20","23.33","30","0.00",
="00737","國泰AI+Robo","184,757","138","5,815,213","31.50","31.55","31.40","31.48","+","0.08","31.45","61","31.48","8","0.00",
="00738U","期元大道瓊白銀","1,991,634","409","54,592,035","27.23","27.58","27.15","27.58","+","0.19","27.56","3","27.58","164","0.00",
="00739","元大MSCI A股","230,979","82","6,415,391","27.83","28.00","27.47","27.65"," ","0.00","27.60","50","27.65","20","0.00",
="00742","新光內需收益","79,690","30","1,811,027","22.82","22.85","22.53","22.78","-","0.04","22.70","13","22.78","4","0.00",
="00743","國泰中國A150","110,341","14","3,185,827","28.88","29.07","28.75","28.87","-","0.01","28.76","56","28.91","26","0.00",
="00752","中信中國50","2,757,041","1,489","80,531,468","29.34","29.40","29.08","29.11","-","0.19","29.11","17","29.12","19","0.00",
="00753L","中信中國50正2","647,200","306","23,620,546","36.87","37.10","36.01","36.42","-","0.25","36.42","18","36.49","12","0.00",
="00757","統一FANG+","1,611,973","1,463","73,362,224","45.69","45.69","45.34","45.43","-","0.39","45.43","1","45.45","12","0.00",
="00762","元大全球AI","397,981","211","14,570,586","36.59","36.68","36.55","36.58","-","0.21","36.58","36","36.65","3","0.00",
="00763U","期街口道瓊銅","660,044","314","19,528,397","29.53","29.76","29.44","29.60","-","0.09","29.60","22","29.65","6","0.00",
="00770","國泰北美科技","107,265","26","3,676,313","34.31","34.33","34.22","34.27","-","0.07","34.27","30","34.28","50","0.00",
="00771","元大US高息特別股","34,152","34","656,020","19.16","19.22","19.16","19.22","+","0.04","19.19","2","19.22","19","0.00",
="00774B","新光中國政金綠債","3,000","3","116,140","38.65","38.84","38.65","38.84","+","0.12","38.46","10","38.85","5","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","8.90","5","9.09","2","0.00",
="00775B","新光投等債15+","3,182","5","131,328","41.28","41.48","41.28","41.48","+","0.34","41.09","100","41.50","5","0.00",
="00783","富邦中証500","726,777","65","15,939,761","21.83","22.17","21.78","21.86","+","0.06","21.86","43","21.93","25","0.00",
="008201","BP上證50","400","4","49,455","125.00","125.00","122.70","122.70","+","2.70","120.70","1","124.90","1","0.00",
="00830","國泰費城半導體","1,455,435","745","39,221,106","26.88","27.00","26.87","26.96","+","0.12","26.96","28","26.97","18","0.00",
="00850","元大臺灣ESG永續","1,767,454","1,434","59,942,125","33.79","34.16","33.56","34.00","+","0.35","33.99","3","34.00","17","0.00",
="00851","台新全球AI","9,000","8","263,400","29.35","29.35","29.20","29.28","-","0.04","29.28","1","29.30","1","0.00",
="00852L","國泰美國道瓊正2","205,001","76","4,194,100","20.45","20.50","20.40","20.47","+","0.10","20.46","3","20.47","5","0.00",
="00861","元大全球未來通訊","909,196","423","25,735,514","28.25","28.37","28.25","28.30","+","0.06","28.30","48","28.31","11","0.00",
="00865B","國泰US短期公債","198,000","14","7,238,180","36.29","36.73","36.29","36.55","+","0.10","36.55","74","36.73","10","0.00",
="00875","國泰網路資安","1,137,777","655","33,958,363","30.00","30.00","29.79","29.88","-","0.30","29.86","3","29.88","40","0.00",
="00876","元大未來關鍵科技","2,466,039","1,279","70,455,869","28.46","28.66","28.46","28.59","+","0.14","28.57","3","28.59","2","0.00",
