"107年09月11日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"油電燃氣類指數","157.90","+","1.19","0.76","",
"其他類指數","238.17","+","0.32","0.13","",
"臺指日報酬兩倍指數","16,545.28","+","81.35","0.49","",
"臺指日報酬反向一倍指數","7,273.23","-","18.01","-0.25","",
"電子類兩倍槓桿指數","12,851.95","+","12.85","0.10","",
"電子類反向指數","7,876.50","-","3.94","-0.05","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","5,131.90","+","3.52","0.07","",
"臺灣中小型公司治理指數","5,090.28","+","22.30","0.44","",
"臺灣IPO指數","4,812.08","+","35.61","0.75","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,304.43","+","2.12","0.04","",
"漲升股利150指數","6,085.44","+","27.98","0.46","",
"漲升股利100指數","6,116.23","+","28.90","0.47","",
"藍籌30指數","5,721.38","-","0.78","-0.01","",
"工業菁英30指數","6,215.16","-","5.93","-0.10","",
"電子菁英30指數","5,753.50","+","9.33","0.16","",
"低波動精選30指數","5,928.80","+","6.86","0.12","",
"低貝塔100指數","5,395.99","+","24.57","0.46","",
"中小型精選50指數","5,317.08","+","45.09","0.86","",
"中小型A級動能50指數","6,160.17","+","61.39","1.01","",
"特選高息低波指數","5,057.58","+","17.35","0.34","",
"特選內需高收益指數","5,342.29","+","51.04","0.96","",
"價值投資指數","5,430.03","+","41.40","0.77","",
"藍籌30反向一倍指數","8,546.64","+","1.16","0.01","",
"工業菁英30反向一倍指數","9,213.27","+","8.77","0.10","",
"金融類日報酬兩倍指數","19,511.21","+","104.24","0.54","",
"金融類日報酬反向一倍指數","6,761.67","-","18.21","-0.27","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,738.42","+","42.44","0.29","",
"發行量加權股價報酬指數","19,172.67","+","47.80","0.25","",
"臺灣公司治理100報酬指數","7,275.06","+","0.21","--","",
"臺灣50報酬指數","14,954.41","-","21.46","-0.14","",
"臺灣中型100報酬指數","12,789.99","+","143.62","1.14","",
"臺灣資訊科技報酬指數","18,362.95","-","160.78","-0.87","",
"臺灣發達報酬指數","14,010.01","+","141.06","1.02","",
"臺灣高股息報酬指數","12,385.73","+","118.31","0.96","",
"臺灣就業99報酬指數","8,450.33","+","53.85","0.64","",
"臺灣高薪100報酬指數","7,126.68","+","35.41","0.50","",
"臺灣低波動高股息報酬指數","3,853.54","+","26.47","0.69","",
"未含金融電子股報酬指數","22,734.30","+","130.00","0.58","",
"小型股300報酬指數","6,938.60","+","54.98","0.80","",
"水泥類報酬指數","214.69","-","4.35","-1.99","",
"食品類報酬指數","2,359.53","+","28.62","1.23","",
"塑膠類報酬指數","462.37","+","0.41","0.09","",
"紡織纖維類報酬指數","793.89","+","12.50","1.60","",
"電機機械類報酬指數","227.35","+","1.70","0.75","",
"電器電纜類報酬指數","65.58","+","0.84","1.30","",
"化學生技醫療類報酬指數","140.26","+","1.40","1.01","",
"化學類報酬指數","158.37","+","1.83","1.17","",
"生技醫療類報酬指數","82.58","+","0.64","0.78","",
"玻璃陶瓷類報酬指數","45.28","+","0.11","0.24","",
"造紙類報酬指數","284.78","+","3.37","1.20","",
"鋼鐵類報酬指數","154.35","+","0.46","0.30","",
"橡膠類報酬指數","372.92","+","4.68","1.27","",
"汽車類報酬指數","288.92","+","0.20","0.07","",
"電子類報酬指數","716.47","+","0.36","0.05","",
"半導體類報酬指數","270.33","-","2.86","-1.05","",
"電腦及週邊設備類報酬指數","159.57","+","1.02","0.64","",
"光電類報酬指數","51.80","+","0.46","0.90","",
"通信網路類報酬指數","219.74","+","2.41","1.11","",
"電子零組件類報酬指數","156.67","+","0.97","0.62","",
"電子通路類報酬指數","213.59","+","0.69","0.32","",
"資訊服務類報酬指數","172.59","-","0.62","-0.36","",
"其他電子類報酬指數","116.92","+","3.05","2.68","",
"建材營造類報酬指數","431.49","+","3.12","0.73","",
"航運類報酬指數","80.09","+","0.93","1.17","",
"觀光類報酬指數","127.67","-","1.25","-0.97","",
"金融保險類報酬指數","1,846.28","+","4.96","0.27","",
"貿易百貨類報酬指數","369.54","+","7.11","1.96","",
"油電燃氣類報酬指數","220.50","+","1.67","0.76","",
"其他類報酬指數","353.91","+","0.47","0.13","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,285.70","+","3.62","0.07","",
"臺灣中小型公司治理報酬指數","5,570.18","+","24.40","0.44","",
"臺灣IPO報酬指數","4,929.91","+","36.48","0.75","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,743.07","+","2.45","0.04","",
"漲升股利150報酬指數","6,868.34","+","32.68","0.48","",
"漲升股利100報酬指數","6,903.97","+","32.62","0.47","",
"藍籌 30 報酬指數","6,200.73","-","0.85","-0.01","",
"工業菁英 30 報酬指數","6,733.66","-","6.42","-0.10","",
"電子菁英 30 報酬指數","6,181.17","+","10.02","0.16","",
"低波動精選 30 報酬指數","6,485.36","+","8.13","0.13","",
"低貝塔 100 報酬指數","5,895.57","+","26.86","0.46","",
"中小型精選50報酬指數","5,853.33","+","49.65","0.86","",
"中小型A級動能50報酬指數","6,488.72","+","64.66","1.01","",
"特選高息低波報酬指數","5,570.31","+","19.11","0.34","",
"特選內需高收益報酬指數","5,660.95","+","54.09","0.96","",
"價值投資報酬指數","5,744.26","+","43.79","0.77","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

