"110年04月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利100指數","8,065.47","-","25.61","-0.32","",
"藍籌30指數","8,476.80","-","62.11","-0.73","",
"工業菁英30指數","9,480.70","-","119.25","-1.24","",
"電子菁英30指數","9,119.26","-","144.75","-1.56","",
"低波動股利精選30指數","6,402.47","+","55.36","0.87","",
"低貝塔100指數","7,191.22","+","89.22","1.26","",
"中小型精選50指數","7,403.36","+","123.68","1.70","",
"中小型A級動能50指數","14,494.47","+","539.78","3.87","",
"特選高息低波指數","7,223.85","+","113.30","1.59","",
"臺灣永續指數","8,590.09","-","20.28","-0.24","",
"特選內需高收益指數","5,978.80","+","15.13","0.25","",
"價值投資指數","7,892.15","+","77.33","0.99","",
"中小型300指數","8,465.46","+","49.83","0.59","",
"臺灣勞工權益指數","7,428.21","+","34.47","0.47","",
"智慧投資多因子30指數","6,259.24","+","19.66","0.32","",
"臺股期貨指數","7,987.42","-","3.32","-0.04","",
"臺灣上櫃企業社會責任指數","6,529.44","-","10.99","-0.17","",
"特選Smart多因子指數","6,500.58","-","10.39","-0.16","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","25,078.13","-","1.34","-0.01","",
"發行量加權股價報酬指數","32,600.56","+","10.83","0.03","",
"臺灣公司治理100報酬指數","12,569.91","-","24.03","-0.19","",
"臺灣50報酬指數","26,757.04","-","131.70","-0.49","",
"臺灣50權重上限30%報酬指數","25,077.68","-","87.43","-0.35","",
"臺灣中型100報酬指數","22,806.82","+","275.25","1.22","",
"臺灣資訊科技股報酬指數","44,712.92","-","375.86","-0.83","",
"臺灣發達報酬指數","18,695.07","+","204.01","1.10","",
"臺灣高股息報酬指數","19,199.71","+","53.96","0.28","",
"臺灣就業99報酬指數","14,096.55","+","283.82","2.05","",
"臺灣高薪100報酬指數","11,227.36","+","75.90","0.68","",
"未含金融電子報酬指數","29,828.73","+","494.61","1.69","",
"小型股300報酬指數","11,037.17","+","76.54","0.70","",
"水泥類報酬指數","331.36","+","2.34","0.71","",
"食品類報酬指數","2,755.46","+","0.38","0.01","",
"塑膠類報酬指數","480.80","+","8.84","1.87","",
"紡織纖維類報酬指數","957.57","+","16.53","1.76","",
"電機機械類報酬指數","389.10","+","1.34","0.35","",
"電器電纜類報酬指數","99.05","+","3.27","3.41","",
"化學生技醫療類報酬指數","170.63","+","2.14","1.27","",
"化學類報酬指數","195.80","+","3.19","1.66","",
"生技醫療類報酬指數","98.88","+","0.84","0.86","",
"玻璃陶瓷類報酬指數","65.65","+","1.63","2.55","",
"造紙類報酬指數","594.13","+","52.93","9.78","",
"鋼鐵類報酬指數","220.51","+","11.78","5.64","",
"橡膠類報酬指數","575.88","+","15.56","2.78","",
"汽車類報酬指數","519.70","-","1.64","-0.31","",
"電子工業類報酬指數","1,480.87","-","12.52","-0.84","",
"半導體類報酬指數","695.62","-","8.44","-1.20","",
"電腦及週邊設備類報酬指數","281.40","-","0.79","-0.28","",
"光電類報酬指數","69.35","+","1.89","2.80","",
"通信網路類報酬指數","253.93","-","1.67","-0.65","",
"電子零組件類報酬指數","307.53","-","5.04","-1.61","",
"電子通路類報酬指數","341.71","-","0.51","-0.15","",
"資訊服務類報酬指數","283.68","-","1.61","-0.56","",
"其他電子類報酬指數","165.05","-","0.09","-0.05","",
"建材營造類報酬指數","657.27","-","2.55","-0.39","",
"航運類報酬指數","177.75","+","9.91","5.90","",
"觀光類報酬指數","143.30","-","1.02","-0.71","",
"金融保險類報酬指數","2,243.20","+","36.28","1.64","",
"貿易百貨類報酬指數","419.00","+","0.65","0.16","",
"油電燃氣類報酬指數","191.97","+","0.33","0.17","",
"其他類報酬指數","568.04","+","5.36","0.95","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,283.03","+","76.95","1.48","",
"臺灣中小型公司治理報酬指數","9,232.68","-","56.68","-0.61","",
"臺灣IPO報酬指數","8,815.38","-","73.13","-0.82","",
"智慧中立報酬指數","4,696.43","+","16.46","0.35","",
"加權指數掩護性臺指買權價外5%報酬指數","7,011.02","+","6.50","0.09","",
"臺灣5G報酬指數","9,359.21","-","140.76","-1.48","",
"臺灣企業社會責任中小型報酬指數","7,384.57","+","125.75","1.73","",
"特選臺灣電動車代表報酬指數","7,646.75","+","100.25","1.33","",
"臺灣5G+通訊報酬指數","6,817.85","-","75.06","-1.09","",
"臺灣全市場報酬指數","5,777.35","-","0.91","-0.02","",
"臺灣全市場半導體報酬指數","6,066.35","-","108.99","-1.76","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,010.82","+","48.02","0.44","",
"漲升股利100報酬指數","9,953.66","-","31.60","-0.32","",
"藍籌30報酬指數","9,995.95","-","73.24","-0.73","",
"工業菁英30報酬指數","11,150.29","-","140.26","-1.24","",
"電子菁英30報酬指數","10,628.98","-","168.71","-1.56","",
"低波動股利精選30報酬指數","7,639.01","+","66.05","0.87","",
"低貝塔100報酬指數","8,554.44","+","106.12","1.26","",
"中小型精選50報酬指數","9,071.55","+","151.56","1.70","",
"中小型A級動能50報酬指數","16,120.90","+","600.35","3.87","",
"特選高息低波報酬指數","8,861.03","+","138.97","1.59","",
"臺灣永續報酬指數","10,120.06","-","23.90","-0.24","",
"特選內需高收益報酬指數","6,958.86","+","17.62","0.25","",
"價值投資報酬指數","9,366.27","+","91.78","0.99","",
"存股雙十等權重報酬指數","8,191.37","+","58.09","0.71","",
"特選大蘋果報酬指數","9,108.84","-","97.67","-1.06","",
"中小型300報酬指數","9,138.26","+","53.80","0.59","",
"特股高息20報酬指數","6,333.70","+","34.32","0.54","",
"臺灣500報酬指數","9,382.57","+","10.11","0.11","",
"臺灣勞工權益報酬指數","8,133.77","+","37.74","0.47","",
"微波高息精選20報酬指數","6,324.84","+","89.73","1.44","",
"特選世代行動通訊報酬指數","6,739.85","-","124.93","-1.82","",
"智慧投資多因子30報酬指數","6,558.28","+","20.61","0.32","",
"特選大蘋果報酬正向兩倍指數","18,149.59","-","393.44","-2.12","",
"特選大蘋果報酬反向一倍指數","6,651.85","+","69.83","1.06","",
"特選價值成長報酬指數","7,190.86","+","64.13","0.90","",
"臺灣上櫃企業社會責任報酬指數","6,790.16","-","11.43","-0.17","",
"特選台股領航報酬指數","7,861.85","-","83.74","-1.05","",
"特選Smart多因子報酬指數","6,559.46","-","10.49","-0.16","",
"110年04月12日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","415,212,727,685","9,154,364,656","3,274,271",
"2.台灣存託憑證","174,347,768","32,629,488","6,696",
"3.受益憑證","0","0","0",
"4.ETF","8,298,183,070","489,603,908","95,659",
"5.受益證券","13,076,575","809,226","418",
"6.變更交易股票","105,444,550","19,241,110","4,665",
"7.認購(售)權證","4,345,934,020","3,018,594,000","146,240",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","80,098,280","11,469,000","2,383",
"證券合計(1+6)","415,318,172,235","9,173,605,766","3,278,936",
"總計(1~13)","428,229,811,948","12,726,711,388","3,530,332",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","5,235(257)","532(44)",
"下跌(跌停)","6,210(71)","364(7)",
"持平","491","49",
"未成交","8,995","0",
"無比價","1,769","2",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"110年04月12日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","6,145,704","8,315","844,165,036","138.05","138.40","136.65","137.15","-","0.80","137.10","11","137.15","21","0.00",
="0051","元大中型100","86,910","65","4,507,202","51.50","52.15","51.50","52.15","+","0.75","52.10","2","52.15","25","0.00",
="0052","富邦科技","1,083,450","657","139,096,663","129.35","129.80","127.65","128.40","-","0.80","128.15","2","128.40","60","0.00",
="0053","元大電子","15,112","20","1,025,048","67.85","68.00","67.50","67.50","-","0.35","67.45","1","67.50","2","0.00",
="0054","元大台商50","38,089","8","1,211,798","31.92","31.92","31.80","31.90","-","0.02","31.81","4","31.90","3","0.00",
="0055","元大MSCI金融","224,333","149","4,442,461","19.60","19.90","19.60","19.86","+","0.31","19.86","2","19.89","7","0.00",
="0056","元大高股息","5,431,455","5,141","188,474,981","34.70","34.75","34.67","34.69","-","0.01","34.68","150","34.69","98","0.00",
="0057","富邦摩台","23,000","5","2,142,650","93.90","93.90","92.85","93.15","-","0.30","92.75","10","93.05","1","0.00",
="0061","元大寶滬深","416,297","202","9,696,691","23.55","23.55","23.18","23.18","-","0.37","23.18","1","23.20","7","0.00",
="006203","元大MSCI台灣","6,275","11","408,048","65.10","65.20","64.80","64.85","-","0.05","64.65","35","64.90","35","0.00",
="006204","永豐臺灣加權","1,000","1","84,250","84.25","84.25","84.25","84.25","+","0.45","84.00","10","84.50","2","0.00",
="006205","富邦上証","1,790,217","541","67,692,892","38.20","38.20","37.58","37.75","-","0.39","37.72","101","37.75","5","0.00",
="006206","元大上證50","645,430","152","24,634,652","38.27","38.46","37.91","38.10","-","0.33","38.10","2","38.13","21","0.00",
="006207","FH滬深","271,619","63","8,158,989","30.21","30.36","29.90","29.96","-","0.39","29.96","1","30.00","21","0.00",
="006208","富邦台50","1,280,706","2,420","101,134,773","79.50","79.50","78.55","78.80","-","0.35","78.75","13","78.80","1","0.00",
="00625K","富邦上証+R","1,000","1","8,840","8.84","8.84","8.84","8.84","-","0.09","8.61","5","8.80","2","0.00",
="00631L","元大台灣50正2","2,773,842","724","333,626,163","120.75","121.65","119.00","119.95","-","0.40","119.95","96","120.00","4","0.00",
="00632R","元大台灣50反1","79,802,967","4,365","474,473,569","5.92","5.98","5.91","5.96","+","0.02","5.95","7,591","5.96","12,210","0.00",
="00633L","富邦上証正2","19,165,655","2,577","1,241,451,053","66.10","66.30","63.80","64.50","-","1.35","64.50","156","64.55","6","0.00",
="00634R","富邦上証反1","1,050,000","114","4,202,110","3.97","4.03","3.97","4.01","+","0.03","4.00","306","4.01","185","0.00",
="00635U","期元大S&P黃金","757,715","256","17,776,981","23.50","23.50","23.41","23.41","-","0.20","23.40","39","23.41","20","0.00",
="00636","國泰中國A50","1,893,767","737","50,674,061","27.00","27.01","26.56","26.70","-","0.30","26.70","48","26.72","2","0.00",
="00636K","國泰中國A50+U","200","2","1,874","9.37","9.37","9.37","9.37","-","0.09","9.35","12","9.42","12","0.00",
="00637L","元大滬深300正2","59,232,856","11,361","1,513,577,628","25.97","26.08","25.16","25.37","-","0.50","25.37","525","25.38","25","0.00",
="00638R","元大滬深300反1","1,067,000","182","8,661,590","8.08","8.19","8.05","8.15","+","0.08","8.14","46","8.15","521","0.00",
="00639","富邦深100","1,789,233","655","28,529,871","16.11","16.16","15.82","15.87","-","0.25","15.86","23","15.88","5","0.00",
="00640L","富邦日本正2","370,000","28","10,806,140","29.39","29.39","29.11","29.18","-","0.17","29.24","53","29.26","135","0.00",
="00641R","富邦日本反1","137,000","31","1,459,270","10.63","10.67","10.62","10.66","+","0.06","10.65","2","10.66","45","0.00",
="00642U","期元大S&P石油","10,120,972","1,988","103,102,216","10.20","10.24","10.15","10.16","-","0.04","10.16","17","10.17","1,187","0.00",
="00643","群益深証中小","1,379,774","672","23,494,294","17.26","17.26","16.91","16.95","-","0.31","16.95","3","16.96","97","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.91","2","3.98","1","0.00",
="00645","富邦日本","115,618","22","2,971,539","25.76","25.76","25.68","25.69","-","0.05","25.72","20","25.73","2","0.00",
="00646","元大S&P500","247,519","250","8,887,749","35.84","35.92","35.84","35.90","+","0.22","35.89","1","35.90","5","0.00",
="00647L","元大S&P500正2","350,100","45","21,206,180","60.70","60.70","60.40","60.40","+","0.45","60.45","1","60.50","50","0.00",
="00648R","元大S&P500反1","1,948,000","92","14,712,510","7.55","7.57","7.54","7.56","-","0.03","7.55","1,218","7.56","457","0.00",
="00650L","FH香港正2","1,209,000","188","35,889,340","30.20","30.52","29.38","29.83","-","0.52","29.83","31","29.85","4","0.00",
="00651R","FH香港反1","318,000","51","2,239,150","6.98","7.08","6.98","7.02","+","0.07","7.01","80","7.03","185","0.00",
="00652","富邦印度","558,957","402","13,808,978","25.20","25.20","24.35","24.47","-","0.81","24.47","1","24.49","1","0.00",
="00653L","富邦印度正2","3,611,867","1,356","122,607,326","35.33","35.33","33.10","33.41","-","2.04","33.41","33","33.42","3","0.00",
="00654R","富邦印度反1","323,000","91","3,202,780","9.72","10.04","9.72","10.04","+","0.32","9.98","30","10.04","82","0.00",
="00655L","國泰中國A50正2","5,110,283","1,410","246,254,498","49.00","49.21","47.42","47.89","-","0.93","47.89","25","47.90","31","0.00",
="00656R","國泰中國A50反1","348,000","34","2,591,710","7.40","7.50","7.37","7.46","+","0.07","7.44","349","7.46","89","0.00",
="00657","國泰日經225","100,089","3","3,639,168","36.36","36.36","36.36","36.36","-","0.38","36.35","61","36.45","50","0.00",
="00657K","國泰日經225+U","200","2","2,552","12.76","12.76","12.76","12.76","-","0.14","12.75","12","12.82","12","0.00",
="00660","元大歐洲50","4,130","6","117,500","28.39","28.47","28.39","28.47","-","0.03","28.40","1","28.47","46","0.00",
="00661","元大日經225","1,000","1","37,170","37.17","37.17","37.17","37.17","-","0.11","36.98","2","37.16","11","0.00",
="00662","富邦NASDAQ","176,595","164","8,909,418","50.35","50.50","50.35","50.45","+","0.15","50.40","105","50.50","57","0.00",
="00663L","國泰臺灣加權正2","269,123","23","28,729,305","108.00","108.00","106.45","107.45","+","0.15","107.30","153","107.45","49","0.00",
="00664R","國泰臺灣加權反1","2,248,000","267","15,167,070","6.74","6.79","6.71","6.76","+","0.01","6.75","344","6.76","899","0.00",
="00665L","富邦恒生國企正2","500,000","116","12,557,290","25.30","25.81","24.75","25.07","-","0.54","25.06","1","25.10","53","0.00",
="00666R","富邦恒生國企反1","73,000","5","810,490","11.18","11.18","11.10","11.10","+","0.10","11.08","100","11.14","50","0.00",
="00668","國泰美國道瓊","25,137","15","871,967","34.69","34.70","34.66","34.66","+","0.20","34.66","5","34.69","4","0.00",
="00668K","國泰美國道瓊+U","200","2","2,432","12.16","12.16","12.16","12.16","+","0.06","12.13","22","12.21","22","0.00",
="00669R","國泰美國道瓊反1","5,182,000","301","43,075,150","8.31","8.33","8.29","8.33","-","0.04","8.32","19","8.33","1,287","0.00",
="00670L","富邦NASDAQ正2","902,120","246","83,325,837","92.45","92.70","92.10","92.25","+","0.30","92.25","156","92.35","6","0.00",
="00671R","富邦NASDAQ反1","3,371,000","208","19,934,290","5.92","5.93","5.90","5.92","-","0.01","5.91","1,341","5.92","473","0.00",
="00673R","期元大S&P原油反1","348,000","53","6,683,420","19.21","19.29","19.14","19.28","+","0.07","19.27","109","19.28","4","0.00",
="00674R","期元大S&P黃金反1","133,000","31","1,839,830","13.79","13.85","13.78","13.85","+","0.13","13.83","122","13.86","128","0.00",
="00675L","富邦臺灣加權正2","450,238","105","20,669,239","46.30","46.66","45.71","46.04","-","0.05","46.04","99","46.05","17","0.00",
="00676R","富邦臺灣加權反1","4,075,000","222","14,947,590","3.67","3.69","3.65","3.68","+","0.01","3.68","14","3.69","2,337","0.00",
="00677U","期富邦VIX","147,786,157","5,269","277,958,173","1.87","1.90","1.86","1.89","+","0.03","1.88","5,380","1.89","3,506","0.00",
="00678","群益NBI生技","308,983","73","8,421,713","27.33","27.34","27.22","27.24","-","0.13","27.22","8","27.24","49","0.00",
="00680L","元大美債20正2","45,000","15","999,380","22.19","22.28","22.16","22.24"," ","0.00","22.19","5","22.23","25","0.00",
="00681R","元大美債20反1","180,000","22","2,584,230","14.41","14.41","14.35","14.35","-","0.03","14.37","50","14.39","20","0.00",
="00682U","期元大美元指數","47,527","35","871,535","18.33","18.36","18.32","18.36","+","0.02","18.36","2","18.38","25","0.00",
="00683L","期元大美元指正2","786,000","202","13,578,430","17.24","17.31","17.24","17.31","+","0.04","17.31","1","17.32","50","0.00",
="00684R","期元大美元指反1","0","0","0","--","--","--","--"," ","0.00","18.95","20","19.00","5","0.00",
="00685L","群益臺灣加權正2","6,000","6","243,700","40.55","41.05","40.30","40.30","-","0.08","40.32","10","40.51","10","0.00",
="00686R","群益臺灣加權反1","142,000","59","568,600","4.00","4.02","3.99","4.01"," ","0.00","4.01","207","4.02","25","0.00",
="00688L","國泰20年美債正2","51,000","3","1,133,220","22.22","22.22","22.22","22.22"," ","0.00","22.17","150","22.21","9","0.00",
="00689R","國泰20年美債反1","195,000","10","2,944,990","15.13","15.13","15.09","15.11","-","0.02","15.11","59","15.13","3","0.00",
="00690","兆豐藍籌30","137,844","30","4,439,305","32.18","32.26","32.17","32.17","-","0.31","32.15","1","32.20","2","0.00",
="00692","富邦公司治理","2,146,129","1,398","74,394,456","34.78","34.87","34.45","34.62","-","0.03","34.62","13","34.64","76","0.00",
="00693U","期街口S&P黃豆","963,390","242","20,556,106","21.40","21.40","21.26","21.28","-","0.17","21.26","4","21.28","62","0.00",
="00700","富邦恒生國企","177,200","25","3,478,510","19.87","19.87","19.50","19.54","-","0.24","19.60","20","19.69","20","0.00",
="00701","國泰股利精選30","2,401,610","831","54,990,633","22.78","22.95","22.78","22.93","+","0.18","22.93","52","22.94","37","0.00",
="00702","國泰標普低波高息","109,246","21","2,211,825","20.26","20.26","20.22","20.22","-","0.04","20.22","97","20.25","20","0.00",
="00703","台新MSCI中國","101,008","29","2,552,172","25.15","25.40","25.15","25.38","-","0.15","25.35","20","25.39","20","0.00",
="00706L","期元大S&P日圓正2","37,000","8","599,550","16.15","16.22","16.15","16.22","-","0.06","16.21","2","16.23","35","0.00",
="00707R","期元大S&P日圓反1","1,000","1","19,770","19.77","19.77","19.77","19.77","X","0.00","19.76","34","19.80","25","0.00",
="00708L","期元大S&P黃金正2","2,078,812","860","52,156,287","25.18","25.21","25.02","25.02","-","0.41","25.02","32","25.03","141","0.00",
="00709","富邦歐洲","112,272","12","2,593,476","23.12","23.12","23.10","23.11","-","0.06","23.09","1","23.11","19","0.00",
="00710B","FH彭博高收益債","201,712","136","3,763,197","18.63","18.68","18.63","18.64","-","0.01","18.64","9","18.66","10","0.00",
="00711B","FH彭博新興債","151,251","17","3,062,573","20.30","20.30","20.22","20.26","+","0.01","20.24","1","20.26","69","0.00",
="00712","FH富時不動產","1,075,356","664","15,311,662","14.25","14.26","14.22","14.24","-","0.01","14.23","116","14.24","1","0.00",
="00713","元大台灣高息低波","217,928","189","9,233,337","42.14","42.56","41.94","42.47","+","0.72","42.47","26","42.48","1","0.00",
="00714","群益道瓊美國地產","223,056","24","4,588,064","20.56","20.59","20.54","20.57","+","0.01","20.55","1","20.57","3","0.00",
="00715L","期街口布蘭特正2","25,462,396","2,612","165,267,677","6.50","6.55","6.44","6.45","-","0.03","6.45","196","6.46","102","0.00",
="00717","富邦美國特別股","1,643,930","292","28,266,512","17.25","17.25","17.18","17.20","-","0.05","17.19","55","17.20","3","0.00",
="00728","第一金工業30","794,458","550","22,333,010","28.20","28.37","27.96","28.03","-","0.17","28.02","1","28.03","2","0.00",
="00730","富邦臺灣優質高息","1,257,850","445","27,609,769","21.95","22.04","21.89","21.93","+","0.10","21.92","1","21.93","23","0.00",
="00731","FH富時高息低波","278,646","35","15,381,016","54.90","55.30","54.90","55.30","+","0.40","55.10","3","55.20","5","0.00",
="00732","國泰RMB短期報酬","100,000","2","3,963,000","39.63","39.63","39.63","39.63","+","0.05","39.56","21","39.60","1","0.00",
="00733","富邦臺灣中小","1,438,744","370","55,674,612","38.44","39.00","38.30","39.00","+","1.00","38.96","22","39.00","24","0.00",
="00735","國泰臺韓科技","105,264","15","3,656,674","34.97","34.97","34.73","34.76","-","0.29","34.76","20","34.88","35","0.00",
="00736","國泰新興市場","106,337","11","2,498,745","23.71","23.71","23.49","23.51","-","0.17","23.43","2","23.50","20","0.00",
="00737","國泰AI+Robo","153,695","96","5,124,963","33.42","33.42","33.32","33.33","-","0.09","33.32","75","33.33","1","0.00",
="00738U","期元大道瓊白銀","1,161,852","251","30,440,219","26.29","26.34","26.12","26.13","-","0.24","26.13","6","26.15","201","0.00",
="00739","元大MSCI A股","985,975","161","26,819,610","27.46","27.46","27.00","27.10","-","0.36","27.10","4","27.14","79","0.00",
="00742","新光內需收益","74,006","32","1,613,981","21.91","21.91","21.74","21.85","+","0.15","21.74","11","21.75","2","0.00",
="00743","國泰中國A150","118,585","14","3,328,137","28.52","28.52","28.04","28.10","-","0.44","28.04","1","28.10","19","0.00",
="00752","中信中國50","4,744,151","3,315","142,162,855","30.30","30.30","29.85","30.00","-","0.30","29.99","14","30.00","25","0.00",
="00753L","中信中國50正2","1,191,086","389","44,908,976","37.65","38.35","37.10","37.75","-","0.12","37.73","2","37.75","5","0.00",
="00757","統一FANG+","963,113","560","46,558,435","48.35","48.42","48.30","48.34","+","0.05","48.34","10","48.35","8","0.00",
="00762","元大全球AI","241,755","110","9,536,315","39.52","39.52","39.40","39.44","-","0.10","39.42","51","39.44","8","0.00",
="00763U","期街口道瓊銅","482,250","174","12,669,895","26.48","26.51","26.21","26.21","-","0.46","26.24","3","26.25","1","0.00",
="00770","國泰北美科技","100,043","21","3,593,458","35.89","35.96","35.89","35.92","+","0.18","35.89","30","35.92","1","0.00",
="00771","元大US高息特別股","11,413","33","222,026","19.42","19.44","19.41","19.44","+","0.01","19.42","16","19.45","3","0.00",
="00774B","新光中國政金綠債","2,000","2","78,500","39.25","39.25","39.25","39.25","+","0.10","39.03","5","39.30","3","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","9.01","5","9.20","2","0.00",
="00775B","新光投等債15+","3,000","3","125,510","41.91","41.91","41.80","41.80","+","0.07","41.57","100","41.95","5","0.00",
="00783","富邦中証500","419,825","19","8,927,227","21.45","21.45","21.26","21.28","-","0.22","21.29","5","21.30","51","0.00",
="008201","BP上證50","400","4","49,930","125.90","125.90","124.40","124.40","-","3.40","104.00","1","127.70","1","0.00",
="00830","國泰費城半導體","738,883","281","21,732,795","29.46","29.46","29.36","29.38","-","0.05","29.37","53","29.38","36","0.00",
="00850","元大臺灣ESG永續","1,184,390","1,051","39,955,675","33.78","33.93","33.56","33.66","-","0.12","33.65","6","33.66","9","0.00",
="00851","台新全球AI","70,191","28","2,173,568","30.98","31.00","30.93","30.93","+","0.04","30.94","20","30.96","3","0.00",
="00852L","國泰美國道瓊正2","156,000","80","3,129,740","20.12","20.12","20.02","20.03","+","0.24","20.03","318","20.05","60","0.00",
="00861","元大全球未來通訊","787,400","379","23,118,247","29.41","29.41","29.31","29.33","-","0.08","29.32","101","29.33","2","0.00",
="00865B","國泰US短期公債","108,000","6","4,012,260","37.16","37.16","37.14","37.16","-","0.09","37.08","70","37.25","12","0.00",
="00875","國泰網路資安","528,932","255","16,381,673","31.00","31.03","30.91","30.93","-","0.09","30.93","74","30.94","2","0.00",
