"107年10月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","13,701.64","+","326.70","2.44","",
"發行量加權股價報酬指數","17,921.15","+","427.62","2.44","",
"臺灣公司治理100報酬指數","6,877.98","+","168.28","2.51","",
"臺灣50報酬指數","13,988.12","+","419.89","3.09","",
"臺灣中型100報酬指數","11,613.09","+","184.06","1.61","",
"臺灣資訊科技報酬指數","16,652.01","+","579.94","3.61","",
"臺灣發達報酬指數","13,069.58","+","352.04","2.77","",
"臺灣高股息報酬指數","11,631.40","+","223.70","1.96","",
"臺灣就業99報酬指數","8,010.52","+","161.66","2.06","",
"臺灣高薪100報酬指數","6,787.65","+","134.00","2.01","",
"臺灣低波動高股息報酬指數","3,715.74","+","53.88","1.47","",
"未含金融電子股報酬指數","22,009.63","+","385.38","1.78","",
"小型股300報酬指數","6,377.50","+","85.89","1.37","",
"水泥類報酬指數","222.84","+","6.31","2.91","",
"食品類報酬指數","2,215.83","+","53.50","2.47","",
"塑膠類報酬指數","444.00","+","12.67","2.94","",
"紡織纖維類報酬指數","746.99","+","13.41","1.83","",
"電機機械類報酬指數","215.99","+","4.48","2.12","",
"電器電纜類報酬指數","59.61","-","0.26","-0.43","",
"化學生技醫療類報酬指數","135.95","+","1.68","1.25","",
"化學類報酬指數","153.29","+","1.76","1.16","",
"生技醫療類報酬指數","80.20","+","1.08","1.37","",
"玻璃陶瓷類報酬指數","42.30","-","0.07","-0.17","",
"造紙類報酬指數","260.27","+","2.41","0.93","",
"鋼鐵類報酬指數","154.13","+","2.22","1.46","",
"橡膠類報酬指數","354.91","+","3.25","0.92","",
"汽車類報酬指數","269.28","+","1.32","0.49","",
"電子類報酬指數","644.96","+","20.19","3.23","",
"半導體類報酬指數","242.81","+","9.21","3.94","",
"電腦及週邊設備類報酬指數","146.15","+","2.36","1.64","",
"光電類報酬指數","43.86","+","2.53","6.12","",
"通信網路類報酬指數","211.91","+","0.34","0.16","",
"電子零組件類報酬指數","133.23","+","5.08","3.96","",
"電子通路類報酬指數","195.10","+","2.21","1.15","",
"資訊服務類報酬指數","164.18","+","1.82","1.12","",
"其他電子類報酬指數","106.26","+","2.55","2.46","",
"建材營造類報酬指數","424.98","+","3.49","0.83","",
"航運類報酬指數","80.62","+","1.73","2.19","",
"觀光類報酬指數","127.52","+","1.88","1.50","",
"金融保險類報酬指數","1,830.44","+","21.97","1.21","",
"貿易百貨類報酬指數","351.81","+","8.91","2.60","",
"油電燃氣類報酬指數","222.99","+","0.84","0.38","",
"其他類報酬指數","333.57","+","4.67","1.42","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,825.93","+","118.05","2.51","",
"臺灣中小型公司治理報酬指數","4,961.57","+","119.96","2.48","",
"臺灣IPO報酬指數","4,649.44","+","107.63","2.37","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,414.28","+","146.80","2.79","",
"漲升股利150報酬指數","6,471.02","+","159.37","2.53","",
"漲升股利100報酬指數","6,508.72","+","167.20","2.64","",
"藍籌 30 報酬指數","5,784.83","+","182.29","3.25","",
"工業菁英 30 報酬指數","6,123.88","+","234.06","3.97","",
"電子菁英 30 報酬指數","5,572.69","+","185.63","3.45","",
"低波動精選 30 報酬指數","6,263.92","+","123.04","2.00","",
"低貝塔 100 報酬指數","5,716.60","+","36.32","0.64","",
"中小型精選50報酬指數","5,466.90","+","99.25","1.85","",
"中小型A級動能50報酬指數","5,572.55","+","102.40","1.87","",
"特選高息低波報酬指數","5,203.06","+","82.44","1.61","",
"特選內需高收益報酬指數","5,492.63","+","85.03","1.57","",
"價值投資報酬指數","5,464.41","+","144.37","2.71","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

