"107年05月08日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"電機機械類報酬指數","267.04","-","0.71","-0.27","",
"電器電纜類報酬指數","68.78","-","1.14","-1.63","",
"化學生技醫療類報酬指數","139.85","-","0.20","-0.14","",
"化學類報酬指數","149.02","+","0.88","0.59","",
"生技醫療類報酬指數","88.88","-","0.93","-1.04","",
"玻璃陶瓷類報酬指數","53.97","+","0.03","0.06","",
"造紙類報酬指數","313.57","+","4.54","1.47","",
"鋼鐵類報酬指數","142.26","+","0.58","0.41","",
"橡膠類報酬指數","358.61","+","0.20","0.06","",
"汽車類報酬指數","303.24","+","0.24","0.08","",
"電子類報酬指數","684.36","+","7.17","1.06","",
"半導體類報酬指數","246.15","+","4.06","1.68","",
"電腦及週邊設備類報酬指數","161.23","+","0.70","0.44","",
"光電類報酬指數","50.11","+","0.44","0.89","",
"通信網路類報酬指數","218.53","+","0.76","0.35","",
"電子零組件類報酬指數","156.19","-","0.54","-0.34","",
"電子通路類報酬指數","219.32","+","2.24","1.03","",
"資訊服務類報酬指數","166.33","+","0.20","0.12","",
"其他電子類報酬指數","119.71","+","1.09","0.92","",
"建材營造類報酬指數","418.38","+","1.74","0.42","",
"航運類報酬指數","81.44","-","0.10","-0.12","",
"觀光類報酬指數","147.50","+","0.36","0.24","",
"金融保險類報酬指數","1,747.20","+","10.10","0.58","",
"貿易百貨類報酬指數","324.34","+","2.28","0.71","",
"油電燃氣類報酬指數","203.28","+","4.76","2.40","",
"其他類報酬指數","353.11","+","0.66","0.19","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,930.53","-","30.72","-0.52","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,344.35","+","62.71","1.19","",
"漲升股利150報酬指數","6,499.09","+","49.92","0.77","",
"漲升股利100報酬指數","6,486.80","+","50.24","0.78","",
"藍籌 30 報酬指數","5,917.92","+","39.89","0.68","",
"工業菁英 30 報酬指數","6,279.27","+","53.76","0.86","",
"電子菁英 30 報酬指數","5,999.43","+","45.51","0.76","",
"低波動精選 30 報酬指數","5,989.79","+","39.12","0.66","",
"低貝塔 100 報酬指數","5,717.47","+","17.48","0.31","",
"中小型精選50報酬指數","5,808.89","+","0.85","0.01","",
"中小型A級動能50報酬指數","6,556.43","-","38.85","-0.59","",
"特選高息低波報酬指數","5,342.94","+","19.28","0.36","",
"特選內需高收益報酬指數","5,331.82","+","14.30","0.27","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

