"107年07月11日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"建材營造類指數","266.52","-","3.46","-1.28","",
"航運類指數","60.34","-","0.06","-0.10","",
"觀光類指數","114.98","-","1.40","-1.20","",
"金融保險類指數","1,229.19","-","5.70","-0.46","",
"貿易百貨類指數","277.28","+","1.31","0.47","",
"油電燃氣類指數","150.18","+","1.19","0.80","",
"其他類指數","237.43","-","2.74","-1.14","",
"臺指日報酬兩倍指數","16,349.59","-","247.02","-1.49","",
"臺指日報酬反向一倍指數","7,340.54","+","54.22","0.74","",
"電子類兩倍槓桿指數","12,713.19","-","238.57","-1.84","",
"電子類反向指數","7,963.66","+","72.68","0.92","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","5,584.91","+","22.59","0.41","",
"臺灣中小型公司治理指數","5,208.29","-","43.17","-0.82","",
"臺灣IPO指數","4,924.77","-","10.24","-0.21","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,030.71","-","24.31","-0.48","",
"漲升股利150指數","6,047.86","-","47.55","-0.78","",
"漲升股利100指數","6,057.58","-","42.41","-0.70","",
"藍籌30指數","5,653.23","-","83.44","-1.45","",
"工業菁英30指數","6,063.36","-","76.78","-1.25","",
"電子菁英30指數","5,929.71","-","98.21","-1.63","",
"低波動精選30指數","5,684.76","-","18.00","-0.32","",
"低貝塔100指數","5,358.93","-","47.35","-0.88","",
"中小型精選50指數","5,476.81","-","20.03","-0.36","",
"中小型A級動能50指數","6,948.54","-","105.38","-1.49","",
"特選高息低波指數","5,036.95","-","27.39","-0.54","",
"特選內需高收益指數","5,463.57","-","25.82","-0.47","",
"價值投資指數","5,450.89","-","13.17","-0.24","",
"藍籌30反向一倍指數","8,674.92","+","124.37","1.45","",
"工業菁英30反向一倍指數","9,477.63","+","117.05","1.25","",
"金融類日報酬兩倍指數","18,646.02","-","173.74","-0.92","",
"金融類日報酬反向一倍指數","6,929.69","+","31.84","0.46","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,518.89","-","78.56","-0.54","",
"發行量加權股價報酬指數","18,685.73","-","102.96","-0.55","",
"臺灣公司治理100報酬指數","6,845.38","-","24.75","-0.36","",
"臺灣50報酬指數","14,151.19","-","89.03","-0.63","",
"臺灣中型100報酬指數","12,903.75","-","112.75","-0.87","",
"臺灣資訊科技報酬指數","16,533.11","-","143.96","-0.86","",
"臺灣發達報酬指數","14,292.57","-","79.75","-0.55","",
"臺灣高股息報酬指數","11,747.04","-","71.43","-0.60","",
"臺灣就業99報酬指數","8,186.65","-","52.89","-0.64","",
"臺灣高薪100報酬指數","6,894.89","-","22.17","-0.32","",
"臺灣低波動高股息報酬指數","3,707.93","-","18.44","-0.49","",
"未含金融電子股報酬指數","22,216.53","-","43.67","-0.20","",
"小型股300報酬指數","7,136.56","-","26.61","-0.37","",
"水泥類報酬指數","207.73","-","4.14","-1.95","",
"食品類報酬指數","2,336.84","+","5.90","0.25","",
"塑膠類報酬指數","452.10","+","0.80","0.18","",
"紡織纖維類報酬指數","719.28","-","7.20","-0.99","",
"電機機械類報酬指數","249.38","-","2.58","-1.02","",
"電器電纜類報酬指數","69.53","-","0.23","-0.33","",
"化學生技醫療類報酬指數","141.80","+","0.56","0.40","",
"化學類報酬指數","154.05","-","0.21","-0.14","",
"生技醫療類報酬指數","87.91","+","0.95","1.09","",
"玻璃陶瓷類報酬指數","47.12","-","0.60","-1.26","",
"造紙類報酬指數","276.11","-","0.20","-0.07","",
"鋼鐵類報酬指數","144.37","+","0.08","0.06","",
"橡膠類報酬指數","357.71","-","1.12","-0.31","",
"汽車類報酬指數","289.14","-","1.39","-0.48","",
"電子類報酬指數","700.41","-","5.51","-0.78","",
"半導體類報酬指數","245.64","-","2.14","-0.86","",
"電腦及週邊設備類報酬指數","158.69","-","1.55","-0.97","",
"光電類報酬指數","56.42","-","0.23","-0.41","",
"通信網路類報酬指數","220.19","-","0.84","-0.38","",
"電子零組件類報酬指數","183.93","-","4.64","-2.46","",
"電子通路類報酬指數","220.26","-","2.50","-1.12","",
"資訊服務類報酬指數","167.22","+","1.00","0.60","",
"其他電子類報酬指數","118.86","+","0.72","0.61","",
"建材營造類報酬指數","417.64","-","5.29","-1.25","",
"航運類報酬指數","76.76","-","0.06","-0.08","",
"觀光類報酬指數","139.90","-","1.71","-1.21","",
"金融保險類報酬指數","1,765.84","-","8.19","-0.46","",
"貿易百貨類報酬指數","359.35","+","1.78","0.50","",
"油電燃氣類報酬指數","209.39","+","1.66","0.80","",
"其他類報酬指數","342.96","-","3.76","-1.08","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,691.60","+","23.02","0.41","",
"臺灣中小型公司治理報酬指數","5,503.49","-","45.61","-0.82","",
"臺灣IPO報酬指數","4,959.85","-","10.31","-0.21","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,355.60","-","21.10","-0.39","",
"漲升股利150報酬指數","6,647.90","-","26.87","-0.40","",
"漲升股利100報酬指數","6,650.91","-","30.05","-0.45","",
"藍籌 30 報酬指數","6,061.16","-","63.59","-1.04","",
"工業菁英 30 報酬指數","6,513.16","-","46.83","-0.71","",
"電子菁英 30 報酬指數","6,288.20","-","91.30","-1.43","",
"低波動精選 30 報酬指數","6,081.92","-","19.26","-0.32","",
"低貝塔 100 報酬指數","5,693.26","-","33.22","-0.58","",
"中小型精選50報酬指數","5,835.45","-","21.34","-0.36","",
"中小型A級動能50報酬指數","7,220.84","-","105.18","-1.44","",
"特選高息低波報酬指數","5,388.49","-","21.65","-0.40","",
"特選內需高收益報酬指數","5,526.76","-","10.14","-0.18","",
"價值投資報酬指數","5,587.08","+","13.18","0.24","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

