"107年02月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,206.15","-","35.49","-0.68","",
"漲升股利150指數","5,961.19","-","50.35","-0.84","",
"漲升股利100指數","5,935.79","-","57.69","-0.96","",
"藍籌30指數","5,693.78","-","33.04","-0.58","",
"工業菁英30指數","6,017.15","-","28.97","-0.48","",
"電子菁英30指數","5,927.20","-","18.20","-0.31","",
"低波動精選30指數","5,672.12","-","32.04","-0.56","",
"低貝塔100指數","5,411.33","-","3.52","-0.07","",
"中小型精選50指數","5,558.52","+","45.21","0.82","",
"中小型A級動能50指數","6,129.26","+","26.52","0.43","",
"特選高息低波指數","5,100.91","-","12.39","-0.24","",
"特選內需高收益指數","5,142.22","-","45.82","-0.88","",
"藍籌30反向一倍指數","8,674.91","+","49.76","0.58","",
"工業菁英30反向一倍指數","9,622.89","+","45.89","0.48","",
"金融類日報酬兩倍指數","18,279.58","+","129.57","0.71","",
"金融類日報酬反向一倍指數","7,040.84","-","25.22","-0.36","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,188.90","-","57.41","-0.40","",
"發行量加權股價報酬指數","18,268.19","-","89.19","-0.49","",
"臺灣公司治理100報酬指數","6,837.93","-","57.14","-0.83","",
"臺灣50報酬指數","13,979.67","-","123.10","-0.87","",
"臺灣中型100報酬指數","12,329.44","+","41.32","0.34","",
"臺灣資訊科技報酬指數","17,234.22","-","169.93","-0.98","",
"臺灣發達報酬指數","13,247.87","-","100.01","-0.75","",
"臺灣高股息報酬指數","11,766.57","-","100.03","-0.84","",
"臺灣就業99報酬指數","8,107.48","-","7.73","-0.10","",
"臺灣高薪100報酬指數","6,777.03","-","38.13","-0.56","",
"臺灣低波動高股息報酬指數","3,474.40","-","11.62","-0.33","",
"未含金融電子股報酬指數","21,212.15","-","132.40","-0.62","",
"小型股300報酬指數","6,852.31","+","34.05","0.50","",
"水泥類報酬指數","178.31","-","2.03","-1.13","",
"食品類報酬指數","2,076.63","-","47.42","-2.23","",
"塑膠類報酬指數","409.49","-","6.27","-1.51","",
"紡織纖維類報酬指數","652.04","+","1.32","0.20","",
"電機機械類報酬指數","267.38","+","1.21","0.45","",
"電器電纜類報酬指數","60.26","+","0.83","1.40","",
"化學生技醫療類報酬指數","132.04","+","1.27","0.97","",
"化學類報酬指數","149.00","+","1.11","0.75","",
"生技醫療類報酬指數","77.72","+","0.98","1.28","",
"玻璃陶瓷類報酬指數","49.53","-","1.23","-2.42","",
"造紙類報酬指數","300.27","+","0.58","0.19","",
"鋼鐵類報酬指數","144.96","-","0.46","-0.32","",
"橡膠類報酬指數","381.36","-","0.70","-0.18","",
"汽車類報酬指數","319.59","-","3.72","-1.15","",
"電子類報酬指數","696.44","-","4.25","-0.61","",
"半導體類報酬指數","253.43","-","2.50","-0.98","",
"電腦及週邊設備類報酬指數","167.23","-","0.11","-0.07","",
"光電類報酬指數","51.82","-","0.48","-0.92","",
"通信網路類報酬指數","217.34","-","1.66","-0.76","",
"電子零組件類報酬指數","142.95","+","0.50","0.35","",
"電子通路類報酬指數","205.18","+","0.49","0.24","",
"資訊服務類報酬指數","159.97","+","0.07","0.04","",
"其他電子類報酬指數","126.35","+","0.05","0.04","",
"建材營造類報酬指數","403.09","+","0.18","0.04","",
"航運類報酬指數","82.39","+","0.37","0.45","",
"觀光類報酬指數","158.51","+","0.57","0.36","",
"金融保險類報酬指數","1,709.83","+","6.09","0.36","",
"貿易百貨類報酬指數","309.59","+","2.03","0.66","",
"油電燃氣類報酬指數","189.46","-","3.94","-2.04","",
"其他類報酬指數","352.18","+","0.94","0.27","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,124.86","+","54.99","1.08","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,412.58","-","36.90","-0.68","",
"漲升股利150報酬指數","6,420.98","-","54.22","-0.84","",
"漲升股利100報酬指數","6,383.77","-","62.04","-0.96","",
"藍籌 30 報酬指數","5,930.18","-","34.41","-0.58","",
"工業菁英 30 報酬指數","6,274.02","-","30.20","-0.48","",
"電子菁英 30 報酬指數","6,158.51","-","18.91","-0.31","",
"低波動精選 30 報酬指數","5,937.79","-","33.55","-0.56","",
"低貝塔 100 報酬指數","5,656.43","-","3.69","-0.07","",
"中小型精選50報酬指數","5,832.46","+","47.44","0.82","",
"中小型A級動能50報酬指數","6,322.68","+","27.36","0.43","",
"特選高息低波報酬指數","5,328.86","-","12.95","-0.24","",
"特選內需高收益報酬指數","5,142.22","-","45.82","-0.88","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

