"107年01月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","12,930.31","+","98.01","0.76","",
"發行量加權股價指數","11,231.46","+","80.61","0.72","",
"臺灣公司治理100指數","6,401.40","+","52.73","0.83","",
"臺灣50指數","8,559.10","+","77.46","0.91","",
"臺灣中型100指數","8,092.69","+","93.09","1.16","",
"臺灣資訊科技指數","11,328.38","+","203.45","1.83","",
"臺灣發達指數","8,913.59","+","35.54","0.40","",
"臺灣高股息指數","6,165.16","+","54.06","0.88","",
"臺灣就業99指數","6,618.41","+","12.99","0.20","",
"臺灣高薪100指數","6,187.33","+","15.44","0.25","",
"臺灣低波動高股息指數","1,588.10","+","4.21","0.27","",
"未含金融保險股指數","9,542.40","+","80.38","0.85","",
"未含電子股指數","14,970.47","+","3.20","0.02","",
"未含金融電子股指數","12,766.06","+","10.61","0.08","",
"小型股300指數","6,549.36","+","19.91","0.30","",
"水泥窯製類指數","496.42","+","0.17","0.03","",
"塑膠化工類指數","939.73","+","3.76","0.40","",
"機電類指數","2,667.62","+","32.20","1.22","",
"水泥類指數","123.36","-","0.48","-0.39","",
"食品類指數","1,706.83","+","9.25","0.54","",
"塑膠類指數","295.82","+","1.80","0.61","",
"紡織纖維類指數","502.50","+","0.16","0.03","",
"電機機械類指數","203.62","-","0.44","-0.22","",
"電器電纜類指數","51.20","+","0.07","0.14","",
"化學生技醫療類指數","101.69","+","0.03","0.03","",
"化學類指數","110.19","+","0.57","0.52","",
"生技醫療類指數","64.26","-","0.45","-0.70","",
"玻璃陶瓷類指數","53.15","+","0.96","1.84","",
"造紙類指數","252.23","-","0.06","-0.02","",
"鋼鐵類指數","106.61","-","0.33","-0.31","",
"橡膠類指數","293.48","-","1.03","-0.35","",
"汽車類指數","260.29","-","0.61","-0.23","",
"電子類指數","473.85","+","6.00","1.28","",
"半導體類指數","182.43","+","3.54","1.98","",
"電腦及週邊設備類指數","105.77","+","0.92","0.88","",
"光電類指數","43.20","+","0.49","1.15","",
"通信網路類指數","127.79","+","0.03","0.02","",
"電子零組件類指數","99.62","+","1.86","1.90","",
"電子通路類指數","124.23","+","0.15","0.12","",
"資訊服務類指數","92.43","+","0.70","0.76","",
"其他電子類指數","103.30","-","0.30","-0.29","",
"建材營造類指數","268.29","+","0.83","0.31","",
"航運類指數","69.12","-","0.97","-1.38","",
"觀光類指數","135.39","+","0.36","0.27","",
"金融保險類指數","1,249.84","-","1.61","-0.13","",
"貿易百貨類指數","240.35","+","0.08","0.03","",
"油電燃氣類指數","151.96","-","0.57","-0.37","",
"其他類指數","258.11","+","1.56","0.61","",
"臺指日報酬兩倍指數","18,270.77","+","260.40","1.45","",
"臺指日報酬反向一倍指數","7,045.19","-","51.30","-0.72","",
"電子類兩倍槓桿指數","15,176.93","+","379.54","2.56","",
"電子類反向指數","7,442.22","-","96.68","-1.28","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","5,219.85","-","4.30","-0.08","",
"價格指數(臺灣指數公司)"
