"107年01月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,525.41","+","43.41","0.79","",
"漲升股利150指數","6,258.65","+","30.07","0.48","",
"漲升股利100指數","6,225.86","+","32.70","0.53","",
"藍籌30指數","5,938.15","+","40.78","0.69","",
"工業菁英30指數","6,270.66","+","46.86","0.75","",
"電子菁英30指數","6,167.13","+","57.55","0.94","",
"低波動精選30指數","5,914.21","+","24.74","0.42","",
"低貝塔100指數","5,503.26","+","3.67","0.07","",
"中小型精選50指數","5,748.58","-","6.44","-0.11","",
"中小型A級動能50指數","6,507.81","+","114.62","1.79","",
"特選高息低波指數","5,234.87","+","17.57","0.34","",
"特選內需高收益指數","5,270.23","-","0.62","-0.01","",
"藍籌30反向一倍指數","8,350.21","-","58.14","-0.69","",
"工業菁英30反向一倍指數","9,275.53","-","70.37","-0.75","",
"金融類日報酬兩倍指數","19,428.89","-","50.12","-0.26","",
"金融類日報酬反向一倍指數","6,867.11","+","8.82","0.13","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,950.48","+","113.32","0.76","",
"發行量加權股價報酬指數","19,243.21","+","138.12","0.72","",
"臺灣公司治理100報酬指數","7,225.10","+","59.52","0.83","",
"臺灣50報酬指數","14,826.44","+","134.17","0.91","",
"臺灣中型100報酬指數","12,991.32","+","149.43","1.16","",
"臺灣資訊科技報酬指數","18,611.45","+","334.24","1.83","",
"臺灣發達報酬指數","13,904.20","+","55.44","0.40","",
"臺灣高股息報酬指數","12,152.34","+","106.57","0.88","",
"臺灣就業99報酬指數","8,435.95","+","16.54","0.20","",
"臺灣高薪100報酬指數","7,090.80","+","17.70","0.25","",
"臺灣低波動高股息報酬指數","3,595.23","+","9.53","0.27","",
"未含金融電子股報酬指數","21,988.03","+","18.28","0.08","",
"小型股300報酬指數","7,127.27","+","21.66","0.30","",
"水泥類報酬指數","186.97","-","0.73","-0.39","",
"食品類報酬指數","2,167.93","+","11.74","0.54","",
"塑膠類報酬指數","417.23","+","2.55","0.61","",
"紡織纖維類報酬指數","680.10","+","0.21","0.03","",
"電機機械類報酬指數","269.93","-","0.58","-0.21","",
"電器電纜類報酬指數","62.55","+","0.08","0.13","",
"化學生技醫療類報酬指數","136.64","+","0.03","0.02","",
"化學類報酬指數","153.90","+","0.80","0.52","",
"生技醫療類報酬指數","80.65","-","0.56","-0.69","",
"玻璃陶瓷類報酬指數","57.63","+","1.04","1.84","",
"造紙類報酬指數","322.34","-","0.08","-0.02","",
"鋼鐵類報酬指數","146.48","-","0.45","-0.31","",
"橡膠類報酬指數","398.95","-","1.41","-0.35","",
"汽車類報酬指數","345.84","-","0.81","-0.23","",
"電子類報酬指數","744.37","+","9.42","1.28","",
"半導體類報酬指數","273.32","+","5.30","1.98","",
"電腦及週邊設備類報酬指數","177.43","+","1.55","0.88","",
"光電類報酬指數","54.79","+","0.61","1.13","",
"通信網路類報酬指數","222.63","+","0.05","0.02","",
"電子零組件類報酬指數","154.96","+","2.89","1.90","",
"電子通路類報酬指數","218.55","+","0.26","0.12","",
"資訊服務類報酬指數","165.80","+","1.25","0.76","",
"其他電子類報酬指數","135.41","-","0.39","-0.29","",
"建材營造類報酬指數","416.57","+","1.29","0.31","",
"航運類報酬指數","87.64","-","1.23","-1.38","",
"觀光類報酬指數","161.79","+","0.43","0.27","",
"金融保險類報酬指數","1,759.41","-","2.27","-0.13","",
"貿易百貨類報酬指數","310.38","+","0.10","0.03","",
"油電燃氣類報酬指數","201.39","-","0.76","-0.38","",
"其他類報酬指數","367.55","+","2.21","0.60","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,287.61","-","4.36","-0.08","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,744.50","+","45.13","0.79","",
"漲升股利150報酬指數","6,741.38","+","32.39","0.48","",
"漲升股利100報酬指數","6,695.73","+","35.17","0.53","",
"藍籌 30 報酬指數","6,184.70","+","42.48","0.69","",
"工業菁英 30 報酬指數","6,538.34","+","48.86","0.75","",
"電子菁英 30 報酬指數","6,407.81","+","59.80","0.94","",
"低波動精選 30 報酬指數","6,191.23","+","25.91","0.42","",
"低貝塔 100 報酬指數","5,752.52","+","3.83","0.07","",
"中小型精選50報酬指數","6,031.89","-","6.76","-0.11","",
"中小型A級動能50報酬指數","6,713.18","+","118.24","1.79","",
"特選高息低波報酬指數","5,468.81","+","18.36","0.34","",
"特選內需高收益報酬指數","5,270.23","-","0.62","-0.01","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

