"107年10月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"電子零組件類報酬指數","135.21","+","1.91","1.43","",
"電子通路類報酬指數","195.97","-","0.27","-0.14","",
"資訊服務類報酬指數","164.71","+","1.22","0.75","",
"其他電子類報酬指數","104.77","+","1.05","1.01","",
"建材營造類報酬指數","416.42","-","1.38","-0.33","",
"航運類報酬指數","82.06","+","0.54","0.66","",
"觀光類報酬指數","127.20","+","0.65","0.51","",
"金融保險類報酬指數","1,803.67","+","1.16","0.06","",
"貿易百貨類報酬指數","356.75","+","0.70","0.20","",
"油電燃氣類報酬指數","216.38","+","5.90","2.80","",
"其他類報酬指數","334.52","+","2.53","0.76","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,975.01","+","36.37","0.74","",
"臺灣中小型公司治理報酬指數","5,046.13","+","34.75","0.69","",
"臺灣IPO報酬指數","4,636.01","+","55.32","1.21","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,369.09","+","16.22","0.30","",
"漲升股利150報酬指數","6,431.58","+","39.99","0.63","",
"漲升股利100報酬指數","6,480.58","+","47.64","0.74","",
"藍籌 30 報酬指數","5,758.21","+","31.47","0.55","",
"工業菁英 30 報酬指數","6,134.06","+","28.30","0.46","",
"電子菁英 30 報酬指數","5,616.13","+","39.51","0.71","",
"低波動精選 30 報酬指數","6,214.68","+","6.58","0.11","",
"低貝塔 100 報酬指數","5,660.79","+","4.12","0.07","",
"中小型精選50報酬指數","5,486.11","+","56.18","1.03","",
"中小型A級動能50報酬指數","5,625.93","+","14.32","0.26","",
"特選高息低波報酬指數","5,157.37","+","12.07","0.23","",
"特選內需高收益報酬指數","5,453.86","+","13.66","0.25","",
"價值投資報酬指數","5,389.59","+","42.30","0.79","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

