"107年08月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"電腦及週邊設備類指數","92.12","-","0.26","-0.28","",
"光電類指數","41.47","-","0.81","-1.92","",
"通信網路類指數","120.10","-","0.07","-0.06","",
"電子零組件類指數","102.28","-","0.63","-0.61","",
"電子通路類指數","117.38","-","2.25","-1.88","",
"資訊服務類指數","93.43","-","0.32","-0.34","",
"其他電子類指數","91.15","+","0.28","0.31","",
"建材營造類指數","268.06","-","2.43","-0.90","",
"航運類指數","63.19","+","0.89","1.43","",
"觀光類指數","106.82","-","1.02","-0.95","",
"金融保險類指數","1,269.48","+","4.51","0.36","",
"貿易百貨類指數","260.75","+","2.68","1.04","",
"油電燃氣類指數","157.29","+","0.01","0.01","",
"其他類指數","246.12","+","1.10","0.45","",
"臺指日報酬兩倍指數","16,716.05","+","37.09","0.22","",
"臺指日報酬反向一倍指數","7,242.90","-","8.06","-0.11","",
"電子類兩倍槓桿指數","12,731.38","-","21.55","-0.17","",
"電子類反向指數","7,929.58","+","6.69","0.08","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","5,497.10","-","7.18","-0.13","",
"臺灣中小型公司治理指數","5,316.30","-","18.71","-0.35","",
"臺灣IPO指數","5,038.43","+","75.08","1.51","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,237.09","+","20.41","0.39","",
"漲升股利150指數","6,151.45","+","10.00","0.16","",
"漲升股利100指數","6,146.60","+","9.72","0.16","",
"藍籌30指數","5,699.59","-","4.55","-0.08","",
"工業菁英30指數","6,176.19","-","18.75","-0.30","",
"電子菁英30指數","5,727.41","-","44.58","-0.77","",
"低波動精選30指數","5,892.86","+","23.95","0.41","",
"低貝塔100指數","5,400.86","+","8.80","0.16","",
"中小型精選50指數","5,552.38","+","2.09","0.04","",
"中小型A級動能50指數","6,568.09","+","1.39","0.02","",
"特選高息低波指數","5,114.63","-","3.52","-0.07","",
"特選內需高收益指數","5,348.67","+","14.17","0.27","",
"價值投資指數","5,443.91","+","33.69","0.62","",
"藍籌30反向一倍指數","8,586.12","+","6.84","0.08","",
"工業菁英30反向一倍指數","9,280.68","+","28.00","0.30","",
"金融類日報酬兩倍指數","19,869.75","+","140.68","0.71","",
"金融類日報酬反向一倍指數","6,703.50","-","23.99","-0.36","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,851.34","+","16.24","0.11","",
"發行量加權股價報酬指數","19,233.18","+","30.08","0.16","",
"臺灣公司治理100報酬指數","7,188.25","+","27.47","0.38","",
"臺灣50報酬指數","14,774.98","+","30.56","0.21","",
"臺灣中型100報酬指數","13,199.59","+","1.14","0.01","",
"臺灣資訊科技報酬指數","17,660.00","+","38.62","0.22","",
"臺灣發達報酬指數","14,390.15","-","1.21","-0.01","",
"臺灣高股息報酬指數","12,646.49","+","6.71","0.05","",
"臺灣就業99報酬指數","8,534.51","+","28.41","0.33","",
"臺灣高薪100報酬指數","7,172.03","+","20.15","0.28","",
"臺灣低波動高股息報酬指數","3,897.97","+","9.79","0.25","",
"未含金融電子股報酬指數","23,123.12","+","78.82","0.34","",
"小型股300報酬指數","7,138.72","+","8.74","0.12","",
"水泥類報酬指數","246.39","+","0.01","--","",
"食品類報酬指數","2,353.77","+","0.03","--","",
"塑膠類報酬指數","465.95","+","3.79","0.82","",
"紡織纖維類報酬指數","801.63","+","10.06","1.27","",
"電機機械類報酬指數","241.48","-","1.68","-0.69","",
"電器電纜類報酬指數","67.64","-","0.19","-0.28","",
"化學生技醫療類報酬指數","144.11","+","0.07","0.05","",
"化學類報酬指數","159.83","+","0.29","0.18","",
"生技醫療類報酬指數","86.95","-","0.11","-0.13","",
"玻璃陶瓷類報酬指數","47.04","-","0.32","-0.68","",
"造紙類報酬指數","287.20","+","4.25","1.50","",
"鋼鐵類報酬指數","157.41","+","1.40","0.90","",
"橡膠類報酬指數","375.84","-","3.79","-1.00","",
"汽車類報酬指數","294.91","-","1.22","-0.41","",
"電子類報酬指數","712.01","-","0.28","-0.04","",
"半導體類報酬指數","259.42","+","0.78","0.30","",
"電腦及週邊設備類報酬指數","162.52","-","0.05","-0.03","",
"光電類報酬指數","54.37","-","1.05","-1.89","",
"通信網路類報酬指數","218.22","-","0.13","-0.06","",
"電子零組件類報酬指數","163.71","-","1.01","-0.61","",
"電子通路類報酬指數","218.75","-","1.09","-0.50","",
"資訊服務類報酬指數","175.79","-","0.59","-0.33","",
"其他電子類報酬指數","122.38","+","0.39","0.32","",
"建材營造類報酬指數","429.46","-","3.30","-0.76","",
"航運類報酬指數","82.07","+","1.16","1.43","",
"觀光類報酬指數","131.46","-","1.14","-0.86","",
"金融保險類報酬指數","1,859.51","+","8.91","0.48","",
"貿易百貨類報酬指數","358.87","+","3.69","1.04","",
"油電燃氣類報酬指數","219.64","+","0.01","--","",
"其他類報酬指數","365.60","+","1.62","0.45","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,655.12","-","7.39","-0.13","",
"臺灣中小型公司治理報酬指數","5,811.78","-","4.84","-0.08","",
"臺灣IPO報酬指數","5,154.02","+","82.62","1.63","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,666.74","+","24.01","0.43","",
"漲升股利150報酬指數","6,928.57","+","11.94","0.17","",
"漲升股利100報酬指數","6,929.75","+","11.87","0.17","",
"藍籌 30 報酬指數","6,174.57","-","4.92","-0.08","",
"工業菁英 30 報酬指數","6,687.11","-","20.30","-0.30","",
"電子菁英 30 報酬指數","6,145.68","-","47.84","-0.77","",
"低波動精選 30 報酬指數","6,437.22","+","30.22","0.47","",
"低貝塔 100 報酬指數","5,885.43","+","9.77","0.17","",
"中小型精選50報酬指數","6,094.96","+","2.29","0.04","",
"中小型A級動能50報酬指數","6,905.96","+","1.57","0.02","",
"特選高息低波報酬指數","5,611.52","+","12.14","0.22","",
"特選內需高收益報酬指數","5,653.32","+","14.97","0.27","",
"價值投資報酬指數","5,735.27","+","35.49","0.62","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

