"110年05月10日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"資訊服務類報酬指數","280.94","-","1.56","-0.55","",
"其他電子類報酬指數","156.14","-","4.46","-2.78","",
"建材營造類報酬指數","679.73","+","9.32","1.39","",
"航運類報酬指數","266.70","+","18.78","7.58","",
"觀光類報酬指數","140.43","+","2.61","1.89","",
"金融保險類報酬指數","2,501.19","+","77.69","3.21","",
"貿易百貨類報酬指數","431.16","+","4.51","1.06","",
"油電燃氣類報酬指數","208.94","+","4.58","2.24","",
"其他類報酬指數","571.36","+","7.21","1.28","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,883.53","+","5.76","0.12","",
"臺灣中小型公司治理報酬指數","9,381.42","+","16.83","0.18","",
"臺灣IPO報酬指數","8,011.35","-","74.45","-0.92","",
"智慧中立報酬指數","4,626.51","-","8.83","-0.19","",
"加權指數掩護性臺指買權價外5%報酬指數","7,145.62","-","18.24","-0.25","",
"臺灣5G報酬指數","9,252.06","-","313.27","-3.28","",
"臺灣企業社會責任中小型報酬指數","8,088.12","+","148.74","1.87","",
"特選臺灣電動車代表報酬指數","7,441.34","-","106.42","-1.41","",
"臺灣5G+通訊報酬指數","6,699.88","-","212.88","-3.08","",
"臺灣全市場報酬指數","5,866.38","-","30.30","-0.51","",
"臺灣全市場半導體報酬指數","5,920.09","-","208.97","-3.41","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,352.99","-","27.86","-0.24","",
"漲升股利100報酬指數","10,222.67","-","14.47","-0.14","",
"藍籌30報酬指數","10,220.13","-","103.98","-1.01","",
"工業菁英30報酬指數","11,255.11","-","271.97","-2.36","",
"電子菁英30報酬指數","10,506.46","-","272.89","-2.53","",
"低波動股利精選30報酬指數","8,322.33","+","190.88","2.35","",
"低貝塔100報酬指數","9,015.07","+","46.44","0.52","",
"中小型精選50報酬指數","9,130.74","+","99.15","1.10","",
"中小型A級動能50報酬指數","18,009.42","+","361.09","2.05","",
"特選高息低波報酬指數","9,163.30","+","78.75","0.87","",
"臺灣永續報酬指數","10,333.46","-","78.73","-0.76","",
"特選內需高收益報酬指數","7,309.77","+","68.77","0.95","",
"價值投資報酬指數","9,864.23","+","104.62","1.07","",
"存股雙十等權重報酬指數","8,886.28","+","94.12","1.07","",
"特選大蘋果報酬指數","8,790.02","-","212.83","-2.36","",
"中小型300報酬指數","9,547.13","+","112.67","1.19","",
"特股高息20報酬指數","6,532.70","+","67.82","1.05","",
"臺灣500報酬指數","9,656.11","-","14.52","-0.15","",
"臺灣勞工權益報酬指數","8,507.04","+","65.44","0.78","",
"微波高息精選20報酬指數","6,837.13","+","106.71","1.59","",
"特選世代行動通訊報酬指數","6,352.29","-","159.83","-2.45","",
"智慧投資多因子30報酬指數","6,573.50","-","28.25","-0.43","",
"特選大蘋果報酬正向兩倍指數","16,835.91","-","835.52","-4.73","",
"特選大蘋果報酬反向一倍指數","6,866.33","+","158.57","2.36","",
"特選價值成長報酬指數","8,069.94","+","190.97","2.42","",
"臺灣上櫃企業社會責任報酬指數","6,620.78","-","37.89","-0.57","",
"特選台股領航報酬指數","8,207.59","-","67.22","-0.81","",
"特選Smart多因子報酬指數","6,742.50","-","16.90","-0.25","",
"110年05月10日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","487,920,035,128","9,242,518,098","3,445,537",
"2.台灣存託憑證","255,679,705","33,625,330","8,381",
"3.受益憑證","0","0","0",
"4.ETF","9,086,786,853","572,612,299","101,107",
"5.受益證券","12,650,293","729,875","146",
"6.變更交易股票","134,456,474","23,252,749","3,706",
"7.認購(售)權證","3,914,772,450","3,061,515,000","147,080",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","71,442,130","10,418,000","1,758",
"證券合計(1+6)","488,054,491,602","9,265,770,847","3,449,243",
"總計(1~13)","501,395,823,033","12,944,671,351","3,707,715",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,781(375)","493(44)",
"下跌(跌停)","6,359(65)","409(0)",
"持平","426","48",
"未成交","10,451","0",
"無比價","1,745","0",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"110年05月10日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","4,491,095","6,694","622,306,962","139.50","139.50","138.10","138.45","-","0.95","138.30","1","138.45","112","0.00",
="0051","元大中型100","75,992","75","4,146,656","54.80","54.80","54.40","54.60","+","0.50","54.50","1","54.60","3","0.00",
="0052","富邦科技","946,693","789","117,971,444","126.75","126.75","124.10","124.20","-","2.65","124.20","3","124.30","30","0.00",
="0053","元大電子","14,201","35","940,297","66.65","66.65","65.90","66.00","-","1.10","65.90","2","66.40","3","0.00",
="0054","元大台商50","8,333","25","263,822","31.79","31.81","31.50","31.50","-","0.29","31.45","52","31.70","12","0.00",
="0055","元大MSCI金融","2,366,614","375","51,701,026","21.30","22.01","21.30","21.99","+","0.70","21.98","62","21.99","6","0.00",
="0056","元大高股息","6,277,912","5,032","224,982,928","35.87","35.90","35.76","35.88","+","0.16","35.87","19","35.88","85","0.00",
="0057","富邦摩台","45,054","19","4,220,368","94.20","94.20","93.65","93.65","-","0.60","93.30","10","93.65","1","0.00",
="0061","元大寶滬深","299,424","145","6,911,516","23.20","23.20","22.97","23.00","-","0.28","22.99","1","23.09","28","0.00",
="006203","元大MSCI台灣","4,403","11","287,543","65.35","65.60","65.10","65.10","-","0.75","65.05","1","65.55","1","0.00",
="006204","永豐臺灣加權","23,133","10","2,026,547","87.60","87.75","87.60","87.60","+","0.45","87.45","10","87.75","10","0.00",
="006205","富邦上証","2,320,256","536","86,077,984","37.37","37.43","36.76","36.97","-","0.58","36.95","11","36.97","49","0.00",
="006206","元大上證50","366,752","198","13,639,747","37.63","37.63","36.95","36.98","-","0.65","36.95","4","36.98","124","0.00",
="006207","FH滬深","352,414","63","10,518,885","30.29","30.29","29.62","29.70","-","0.64","29.70","1","29.74","50","0.00",
="006208","富邦台50","1,344,404","2,196","106,859,201","80.10","80.10","79.30","79.45","-","0.65","79.40","24","79.45","88","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.54","5","8.72","2","0.00",
="00631L","元大台灣50正2","1,759,090","731","220,975,142","126.60","126.65","124.80","125.30","-","1.15","125.25","1","125.30","103","0.00",
="00632R","元大台灣50反1","110,728,363","5,162","640,743,518","5.76","5.81","5.76","5.79","+","0.02","5.79","1,920","5.80","5,464","0.00",
="00633L","富邦上証正2","14,622,379","3,152","922,137,117","64.60","64.70","61.55","62.15","-","3.10","62.10","312","62.15","7","0.00",
="00634R","富邦上証反1","1,366,000","101","5,449,980","3.94","4.02","3.94","4.02","+","0.08","4.01","199","4.02","79","0.00",
="00635U","期元大S&P黃金","1,132,504","483","27,856,643","24.60","24.63","24.56","24.61","+","0.16","24.61","54","24.62","5","0.00",
="00636","國泰中國A50","2,419,993","843","64,114,040","26.80","26.80","26.25","26.28","-","0.63","26.27","3","26.28","50","0.00",
="00636K","國泰中國A50+U","200","2","1,906","9.53","9.53","9.53","9.53","-","0.10","9.42","6","9.50","6","0.00",
="00637L","元大滬深300正2","84,171,931","14,511","2,113,033,208","25.59","25.60","24.52","24.60","-","1.23","24.60","1,025","24.61","21","0.00",
="00638R","元大滬深300反1","1,674,000","203","13,473,780","7.95","8.12","7.95","8.10","+","0.16","8.07","292","8.10","168","0.00",
="00639","富邦深100","1,602,312","452","25,914,775","16.44","16.44","16.04","16.08","-","0.45","16.08","3","16.09","10","0.00",
="00640L","富邦日本正2","329,000","88","9,516,560","28.83","28.99","28.83","28.97","+","0.55","28.97","75","28.98","1","0.00",
="00641R","富邦日本反1","176,000","54","1,874,710","10.66","10.68","10.64","10.65","-","0.11","10.64","10","10.65","49","0.00",
="00642U","期元大S&P石油","15,182,280","1,796","168,960,849","11.16","11.18","11.06","11.11","+","0.02","11.10","86","11.11","4,191","0.00",
="00643","群益深証中小","1,117,743","462","19,145,126","17.45","17.45","16.98","17.03","-","0.42","17.03","11","17.04","75","0.00",
="00643K","群益深証中小+R","1,000","1","4,010","4.01","4.01","4.01","4.01","X","0.00","3.99","2","4.06","1","0.00",
="00645","富邦日本","1,442,920","224","36,627,687","25.47","25.51","25.28","25.38","+","0.10","25.27","31","25.38","2","0.00",
="00646","元大S&P500","547,418","385","19,729,711","36.13","36.13","35.97","36.00","+","0.09","35.98","60","36.02","7","0.00",
="00647L","元大S&P500正2","54,000","33","3,426,500","63.45","63.55","63.30","63.30","+","0.70","63.25","126","63.40","81","0.00",
="00648R","元大S&P500反1","803,000","99","5,862,580","7.31","7.31","7.29","7.31","-","0.05","7.30","904","7.31","281","0.00",
="00650L","FH香港正2","1,002,000","95","29,734,740","30.29","30.29","29.53","29.63","-","0.52","29.62","1","29.63","6","0.00",
="00651R","FH香港反1","140,000","25","964,050","6.77","6.96","6.77","6.96","+","0.08","6.93","165","6.96","99","0.00",
="00652","富邦印度","346,454","122","8,660,949","24.89","25.08","24.89","24.97","+","0.12","24.96","4","24.97","24","0.00",
="00653L","富邦印度正2","3,247,117","409","113,757,844","35.06","35.23","34.87","35.00","+","0.46","35.00","80","35.03","1","0.00",
="00654R","富邦印度反1","657,000","199","6,357,720","9.68","9.70","9.65","9.68","-","0.03","9.67","10","9.70","30","0.00",
="00655L","國泰中國A50正2","8,267,127","1,737","391,677,602","48.75","48.75","46.44","46.96","-","2.22","46.95","22","46.96","173","0.00",
="00656R","國泰中國A50反1","1,019,000","55","7,506,330","7.29","7.44","7.29","7.43","+","0.17","7.42","1","7.43","89","0.00",
="00657","國泰日經225","103,401","11","3,749,535","36.31","36.33","36.18","36.25","+","0.27","36.17","30","36.25","30","0.00",
="00657K","國泰日經225+U","200","2","2,602","13.01","13.01","13.01","13.01","+","0.13","13.00","6","13.07","6","0.00",
="00660","元大歐洲50","26,437","10","761,510","28.79","28.85","28.71","28.71","+","0.24","28.79","3","28.83","42","0.00",
="00661","元大日經225","188,447","52","6,837,726","36.46","36.46","36.22","36.22","+","0.03","36.25","1","36.43","15","0.00",
="00662","富邦NASDAQ","216,971","128","10,648,209","49.15","49.15","48.94","49.00","-","0.03","49.00","2","49.02","20","0.00",
="00663L","國泰臺灣加權正2","4,000","4","450,700","113.35","113.35","112.20","112.70","-","0.45","112.50","265","112.75","147","0.00",
="00664R","國泰臺灣加權反1","2,880,000","279","18,886,260","6.54","6.58","6.54","6.56","+","0.01","6.56","2,910","6.57","10","0.00",
="00665L","富邦恒生國企正2","426,000","123","10,220,240","24.32","24.47","23.68","23.76","-","0.65","23.75","4","23.76","21","0.00",
="00666R","富邦恒生國企反1","72,000","3","806,400","11.20","11.20","11.20","11.20","+","0.13","11.16","1","11.26","98","0.00",
="00668","國泰美國道瓊","87,155","42","3,052,812","34.93","35.09","34.93","35.04","+","0.20","34.95","20","35.04","17","0.00",
="00668K","國泰美國道瓊+U","200","2","2,520","12.60","12.60","12.60","12.60","+","0.12","12.53","6","12.64","6","0.00",
="00669R","國泰美國道瓊反1","3,349,000","377","26,761,880","8.00","8.00","7.98","7.99","-","0.08","7.99","851","8.00","696","0.00",
="00670L","富邦NASDAQ正2","423,500","138","38,616,050","91.25","91.40","90.85","90.90","+","0.80","90.85","106","90.90","8","0.00",
="00671R","富邦NASDAQ反1","2,308,000","170","13,681,220","5.92","5.94","5.92","5.93","-","0.04","5.93","859","5.94","8","0.00",
="00673R","期元大S&P原油反1","499,000","98","8,658,500","17.30","17.42","17.26","17.41","-","0.05","17.39","3","17.41","33","0.00",
="00674R","期元大S&P黃金反1","178,000","55","2,323,010","13.07","13.07","13.04","13.05","-","0.11","13.04","8","13.05","114","0.00",
="00675L","富邦臺灣加權正2","318,289","171","15,420,626","48.89","48.89","48.14","48.41","-","0.34","48.40","3","48.41","193","0.00",
="00676R","富邦臺灣加權反1","7,669,297","275","27,433,712","3.56","3.60","3.56","3.59","+","0.01","3.58","1,335","3.59","1,740","0.00",
="00677U","期富邦VIX","136,794,751","4,150","213,035,417","1.57","1.57","1.55","1.56","-","0.11","1.56","67","1.57","51,515","0.00",
="00678","群益NBI生技","358,075","33","9,634,138","26.90","26.92","26.80","26.82","-","0.08","26.81","3","26.82","18","0.00",
="00680L","元大美債20正2","84,000","29","1,875,080","22.35","22.37","22.28","22.37","-","0.48","22.30","75","22.32","1","0.00",
="00681R","元大美債20反1","261,000","14","3,720,010","14.25","14.29","14.24","14.24","+","0.12","14.24","48","14.26","77","0.00",
="00682U","期元大美元指數","231,160","91","4,150,277","18.00","18.00","17.92","17.97","-","0.07","17.95","19","17.98","25","0.00",
="00683L","期元大美元指正2","1,427,000","450","23,537,160","16.70","16.70","16.47","16.49","-","0.25","16.49","50","16.50","55","0.00",
="00684R","期元大美元指反1","1,000","1","19,370","19.37","19.37","19.37","19.37","X","0.00","19.33","20","19.37","4","0.00",
="00685L","群益臺灣加權正2","10,000","1","426,700","42.67","42.67","42.67","42.67","-","0.03","42.30","1","42.48","5","0.00",
="00686R","群益臺灣加權反1","343,000","21","1,337,850","3.90","3.91","3.89","3.89","-","0.01","3.89","392","3.90","87","0.00",
="00688L","國泰20年美債正2","104,000","20","2,320,600","22.34","22.35","22.27","22.32","-","0.50","22.28","4","22.31","20","0.00",
="00689R","國泰20年美債反1","573,000","18","8,595,360","15.00","15.04","14.99","14.99","+","0.12","14.99","30","15.00","27","0.00",
="00690","兆豐藍籌30","194,988","58","6,411,678","33.05","33.05","32.82","32.82","-","0.30","32.81","4","32.87","1","0.00",
="00692","富邦公司治理","1,521,775","974","53,961,003","35.57","35.58","35.38","35.48","-","0.12","35.46","4","35.48","123","0.00",
="00693U","期街口S&P黃豆","730,499","275","17,527,367","24.03","24.08","23.94","23.97","-","0.12","23.96","65","23.97","16","0.00",
="00700","富邦恒生國企","195,562","38","3,675,059","19.04","19.04","18.72","18.75","-","0.33","18.72","1","18.75","18","0.00",
="00701","國泰股利精選30","4,133,330","1,547","102,325,181","24.47","24.96","24.47","24.94","+","0.56","24.94","200","24.95","117","0.00",
="00702","國泰標普低波高息","113,774","34","2,384,530","20.97","20.98","20.93","20.96","+","0.02","20.94","19","20.97","2","0.00",
="00703","台新MSCI中國","131,234","56","3,196,665","24.60","24.60","24.20","24.21","-","0.33","24.21","1","24.22","2","0.00",
="00706L","期元大S&P日圓正2","7,000","5","114,460","16.39","16.39","16.32","16.33","+","0.05","16.33","77","16.34","1","0.00",
="00707R","期元大S&P日圓反1","0","0","0","--","--","--","--"," ","0.00","19.57","64","19.62","49","0.00",
="00708L","期元大S&P黃金正2","3,659,629","820","101,147,095","27.66","27.72","27.55","27.70","+","0.39","27.69","2","27.70","6","0.00",
="00709","富邦歐洲","121,867","55","2,875,258","23.56","23.62","23.56","23.61","+","0.24","23.54","60","23.60","1","0.00",
="00710B","FH彭博高收益債","1,001,664","325","18,423,022","18.47","18.47","18.38","18.40","-","0.07","18.39","10","18.40","29","0.00",
="00711B","FH彭博新興債","154,138","15","3,072,334","20.01","20.01","19.90","19.92","-","0.04","19.90","15","19.92","2","0.00",
="00712","FH富時不動產","1,125,526","503","16,106,308","14.30","14.34","14.29","14.34","+","0.04","14.33","3","14.34","49","0.00",
="00713","元大台灣高息低波","234,132","147","10,206,905","43.25","43.71","43.13","43.70","+","0.45","43.65","3","43.70","1","0.00",
="00714","群益道瓊美國地產","18,642","21","389,861","20.92","20.93","20.89","20.92","+","0.12","20.90","10","20.92","2","0.00",
="00715L","期街口布蘭特正2","36,684,001","2,956","276,522,353","7.60","7.62","7.45","7.50"," ","0.00","7.50","649","7.51","507","0.00",
="00717","富邦美國特別股","835,500","255","13,997,801","16.79","16.79","16.73","16.75","-","0.04","16.75","15","16.76","5","0.00",
="00728","第一金工業30","460,658","377","13,174,118","28.90","28.90","28.45","28.51","-","0.39","28.50","22","28.51","2","0.00",
="00730","富邦臺灣優質高息","382,753","225","8,240,596","21.60","21.60","21.49","21.55","-","0.04","21.52","2","21.55","48","0.00",
="00731","FH富時高息低波","298,476","42","17,630,495","58.60","59.30","58.55","59.10","+","0.55","59.10","18","59.20","3","0.00",
="00732","國泰RMB短期報酬","102,067","14","4,030,446","39.45","39.49","39.43","39.49","-","0.03","39.42","28","39.45","1","0.00",
="00733","富邦臺灣中小","1,004,697","449","43,287,442","42.99","43.27","42.59","43.08","+","0.77","43.08","9","43.13","1","0.00",
="00735","國泰臺韓科技","111,408","27","3,790,347","34.34","34.34","33.84","33.84","-","0.37","33.84","23","33.95","10","0.00",
="00736","國泰新興市場","107,329","20","2,512,823","23.63","23.63","23.40","23.42","-","0.21","23.35","20","23.41","20","0.00",
="00737","國泰AI+Robo","75,642","76","2,379,075","31.42","31.48","31.40","31.44","+","0.16","31.40","58","31.44","49","0.00",
="00738U","期元大道瓊白銀","2,782,861","824","79,845,881","28.60","28.78","28.51","28.78","+","0.23","28.77","23","28.78","68","0.00",
="00739","元大MSCI A股","736,603","169","20,013,000","27.47","27.50","26.88","27.07","-","0.58","26.93","56","27.07","12","0.00",
="00742","新光內需收益","67,161","18","1,535,599","22.85","22.90","22.81","22.90","+","0.18","22.90","5","23.05","3","0.00",
="00743","國泰中國A150","111,100","16","3,147,830","28.60","28.60","28.20","28.20","-","0.70","28.15","31","28.26","28","0.00",
="00752","中信中國50","3,922,180","2,864","113,098,779","29.05","29.05","28.70","28.75","-","0.37","28.75","7","28.76","44","0.00",
="00753L","中信中國50正2","1,144,389","527","40,949,138","36.43","36.61","35.30","35.38","-","1.22","35.36","4","35.38","1","0.00",
="00757","統一FANG+","964,810","746","44,175,715","45.85","45.86","45.70","45.70","-","0.16","45.70","9","45.71","2","0.00",
="00762","元大全球AI","178,590","86","6,575,211","36.96","36.98","36.72","36.73","-","0.02","36.72","2","36.73","1","0.00",
="00763U","期街口道瓊銅","2,106,713","619","66,274,746","31.23","31.80","31.23","31.44","+","1.09","31.44","15","31.45","6","0.00",
="00770","國泰北美科技","114,151","16","3,943,255","34.59","34.62","34.51","34.51","-","0.06","34.51","50","34.55","30","0.00",
="00771","元大US高息特別股","32,635","40","624,968","19.17","19.17","19.12","19.14","-","0.04","19.14","3","19.16","20","0.00",
="00774B","新光中國政金綠債","2,000","2","77,560","38.78","38.78","38.78","38.78","-","0.04","38.58","10","38.81","1","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","9.00","6","9.11","2","0.00",
="00775B","新光投等債15+","2,000","2","81,600","40.80","40.80","40.80","40.80","-","0.45","40.57","5","40.98","5","0.00",
="00783","富邦中証500","714,367","37","15,593,009","21.78","21.93","21.71","21.72","-","0.28","21.72","50","21.75","7","0.00",
="008201","BP上證50","0","0","0","--","--","--","--"," ","0.00","120.50","1","124.70","3","0.00",
="00830","國泰費城半導體","1,891,430","723","51,657,023","27.50","27.50","27.24","27.25","-","0.01","27.24","110","27.26","8","0.00",
="00850","元大臺灣ESG永續","1,666,523","1,285","57,523,017","34.65","34.65","34.37","34.48","-","0.09","34.47","4","34.48","3","0.00",
="00851","台新全球AI","37,159","8","1,094,251","29.51","29.51","29.44","29.44","-","0.02","29.41","30","29.45","20","0.00",
="00852L","國泰美國道瓊正2","399,050","111","8,450,431","21.21","21.21","21.13","21.13","+","0.27","21.13","601","21.15","5","0.00",
="00861","元大全球未來通訊","1,314,299","246","37,779,823","28.84","28.84","28.65","28.67","+","0.05","28.66","50","28.68","3","0.00",
="00865B","國泰US短期公債","103,029","4","3,750,548","36.50","36.50","36.40","36.40","-","0.20","36.31","74","36.50","29","0.00",
="00875","國泰網路資安","322,181","188","9,645,469","29.95","29.99","29.90","29.92","+","0.06","29.92","21","29.93","2","0.00",
