"107年01月11日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣發達報酬指數","13,590.74","-","10.10","-0.07","",
"臺灣高股息報酬指數","11,766.03","+","29.14","0.25","",
"臺灣就業99報酬指數","8,212.40","-","17.78","-0.22","",
"臺灣高薪100報酬指數","6,891.09","-","10.59","-0.15","",
"臺灣低波動高股息報酬指數","3,533.10","-","4.65","-0.13","",
"未含金融電子股報酬指數","21,888.45","-","46.64","-0.21","",
"小型股300報酬指數","7,039.35","-","11.77","-0.17","",
"水泥類報酬指數","184.25","-","4.78","-2.53","",
"食品類報酬指數","2,126.94","+","6.41","0.30","",
"塑膠類報酬指數","419.29","-","0.36","-0.09","",
"紡織纖維類報酬指數","671.13","-","2.98","-0.44","",
"電機機械類報酬指數","261.71","-","0.81","-0.31","",
"電器電纜類報酬指數","63.98","-","0.63","-0.98","",
"化學生技醫療類報酬指數","136.07","-","0.92","-0.67","",
"化學類報酬指數","152.67","-","1.26","-0.82","",
"生技醫療類報酬指數","80.76","-","0.37","-0.46","",
"玻璃陶瓷類報酬指數","61.70","-","1.04","-1.66","",
"造紙類報酬指數","320.24","-","3.12","-0.96","",
"鋼鐵類報酬指數","149.19","+","0.50","0.34","",
"橡膠類報酬指數","396.72","-","1.24","-0.31","",
"汽車類報酬指數","337.15","-","2.25","-0.66","",
"電子類報酬指數","698.57","-","1.11","-0.16","",
"半導體類報酬指數","249.94","-","1.40","-0.56","",
"電腦及週邊設備類報酬指數","168.84","+","0.81","0.48","",
"光電類報酬指數","51.26","-","0.15","-0.29","",
"通信網路類報酬指數","223.04","-","0.01","--","",
"電子零組件類報酬指數","149.04","-","0.01","-0.01","",
"電子通路類報酬指數","214.01","-","0.40","-0.19","",
"資訊服務類報酬指數","159.77","+","0.25","0.16","",
"其他電子類報酬指數","129.34","+","0.97","0.76","",
"建材營造類報酬指數","409.44","-","1.81","-0.44","",
"航運類報酬指數","89.30","+","0.09","0.10","",
"觀光類報酬指數","160.33","+","0.85","0.53","",
"金融保險類報酬指數","1,736.51","-","5.12","-0.29","",
"貿易百貨類報酬指數","306.98","+","0.91","0.30","",
"油電燃氣類報酬指數","199.78","-","0.80","-0.40","",
"其他類報酬指數","366.66","+","0.92","0.25","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,164.18","-","48.70","-0.93","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,453.93","-","21.12","-0.39","",
"漲升股利150報酬指數","6,531.48","-","5.64","-0.09","",
"漲升股利100報酬指數","6,467.97","-","5.40","-0.08","",
"藍籌 30 報酬指數","5,954.38","-","22.66","-0.38","",
"工業菁英 30 報酬指數","6,276.90","-","11.48","-0.18","",
"電子菁英 30 報酬指數","6,118.08","-","4.69","-0.08","",
"低波動精選 30 報酬指數","6,003.08","-","20.49","-0.34","",
"低貝塔 100 報酬指數","5,725.17","-","20.57","-0.36","",
"中小型精選50報酬指數","5,982.22","+","25.05","0.42","",
"中小型A級動能50報酬指數","6,618.08","+","11.92","0.18","",
"特選高息低波報酬指數","5,391.53","+","15.62","0.29","",
"特選內需高收益報酬指數","5,241.91","-","17.89","-0.34","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

