"110年04月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"電子菁英30指數","9,151.72","+","45.75","0.50","",
"低波動股利精選30指數","6,420.57","+","2.66","0.04","",
"低貝塔100指數","7,232.80","+","17.04","0.24","",
"中小型精選50指數","7,202.12","-","96.63","-1.32","",
"中小型A級動能50指數","13,931.28","-","221.05","-1.56","",
"特選高息低波指數","7,067.90","-","73.17","-1.02","",
"臺灣永續指數","8,627.46","+","20.51","0.24","",
"特選內需高收益指數","5,995.55","+","2.42","0.04","",
"價值投資指數","7,794.60","-","29.64","-0.38","",
"中小型300指數","8,369.57","-","24.08","-0.29","",
"臺灣勞工權益指數","7,440.63","+","0.44","0.01","",
"智慧投資多因子30指數","6,205.17","-","7.37","-0.12","",
"臺股期貨指數","7,997.86","+","28.94","0.36","",
"臺灣上櫃企業社會責任指數","6,353.46","-","132.20","-2.04","",
"特選Smart多因子指數","6,494.61","+","1.54","0.02","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","25,020.59","+","22.28","0.09","",
"發行量加權股價報酬指數","32,612.69","+","79.40","0.24","",
"臺灣公司治理100報酬指數","12,668.09","+","74.74","0.59","",
"臺灣50報酬指數","26,970.47","+","171.84","0.64","",
"臺灣50權重上限30%報酬指數","25,239.00","+","105.59","0.42","",
"臺灣中型100報酬指數","22,437.68","-","75.42","-0.34","",
"臺灣資訊科技股報酬指數","44,810.20","+","201.21","0.45","",
"臺灣發達報酬指數","18,920.37","+","170.50","0.91","",
"臺灣高股息報酬指數","19,023.58","-","22.68","-0.12","",
"臺灣就業99報酬指數","13,863.77","-","96.58","-0.69","",
"臺灣高薪100報酬指數","11,289.19","+","22.90","0.20","",
"未含金融電子報酬指數","29,934.55","+","128.17","0.43","",
"小型股300報酬指數","10,813.57","-","78.85","-0.72","",
"水泥類報酬指數","333.66","-","0.68","-0.20","",
"食品類報酬指數","2,763.76","-","1.02","-0.04","",
"塑膠類報酬指數","482.19","+","2.11","0.44","",
"紡織纖維類報酬指數","947.35","-","0.76","-0.08","",
"電機機械類報酬指數","381.94","+","2.29","0.60","",
"電器電纜類報酬指數","97.87","+","0.16","0.16","",
"化學生技醫療類報酬指數","166.81","-","1.20","-0.71","",
"化學類報酬指數","194.84","+","0.41","0.21","",
"生技醫療類報酬指數","94.85","-","1.64","-1.70","",
"玻璃陶瓷類報酬指數","67.71","+","2.04","3.11","",
"造紙類報酬指數","611.03","-","5.29","-0.86","",
"鋼鐵類報酬指數","232.87","+","12.54","5.69","",
"橡膠類報酬指數","548.82","-","6.07","-1.09","",
"汽車類報酬指數","518.78","-","0.93","-0.18","",
"電子工業類報酬指數","1,479.39","+","3.22","0.22","",
"半導體類報酬指數","699.96","+","4.90","0.70","",
"電腦及週邊設備類報酬指數","277.84","+","0.12","0.04","",
"光電類報酬指數","66.02","-","1.26","-1.87","",
"通信網路類報酬指數","254.66","+","0.41","0.16","",
"電子零組件類報酬指數","301.59","-","3.00","-0.98","",
"電子通路類報酬指數","338.51","-","1.21","-0.36","",
"資訊服務類報酬指數","279.22","-","2.75","-0.98","",
"其他電子類報酬指數","165.30","-","1.35","-0.81","",
"建材營造類報酬指數","653.90","-","0.37","-0.06","",
"航運類報酬指數","184.17","+","3.40","1.88","",
"觀光類報酬指數","143.21","+","0.37","0.26","",
"金融保險類報酬指數","2,245.85","-","1.42","-0.06","",
"貿易百貨類報酬指數","419.72","-","0.08","-0.02","",
"油電燃氣類報酬指數","193.71","-","1.50","-0.77","",
"其他類報酬指數","565.94","-","3.11","-0.55","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,042.15","-","95.80","-1.86","",
"臺灣中小型公司治理報酬指數","9,111.17","-","53.31","-0.58","",
"臺灣IPO報酬指數","8,495.97","-","106.19","-1.23","",
"智慧中立報酬指數","4,650.67","-","17.31","-0.37","",
"加權指數掩護性臺指買權價外5%報酬指數","7,016.77","+","13.80","0.20","",
"臺灣5G報酬指數","9,327.56","-","14.06","-0.15","",
"臺灣企業社會責任中小型報酬指數","7,301.51","-","7.14","-0.10","",
"特選臺灣電動車代表報酬指數","7,274.84","-","126.53","-1.71","",
"臺灣5G+通訊報酬指數","6,831.28","+","7.37","0.11","",
"臺灣全市場報酬指數","5,763.76","+","6.56","0.11","",
"臺灣全市場半導體報酬指數","6,023.29","-","18.02","-0.30","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","10,969.32","-","9.98","-0.09","",
"漲升股利100報酬指數","10,008.57","+","55.08","0.55","",
"藍籌30報酬指數","10,052.99","+","39.86","0.40","",
"工業菁英30報酬指數","11,201.25","+","57.74","0.52","",
"電子菁英30報酬指數","10,666.81","+","53.32","0.50","",
"低波動股利精選30報酬指數","7,660.61","+","3.16","0.04","",
"低貝塔100報酬指數","8,603.91","+","20.27","0.24","",
"中小型精選50報酬指數","8,824.96","-","118.40","-1.32","",
"中小型A級動能50報酬指數","15,494.51","-","245.86","-1.56","",
"特選高息低波報酬指數","8,669.73","-","89.76","-1.02","",
"臺灣永續報酬指數","10,164.09","+","24.17","0.24","",
"特選內需高收益報酬指數","6,978.35","+","2.81","0.04","",
"價值投資報酬指數","9,250.50","-","35.18","-0.38","",
"存股雙十等權重報酬指數","8,239.68","+","36.25","0.44","",
"特選大蘋果報酬指數","9,060.86","-","42.82","-0.47","",
"中小型300報酬指數","9,034.74","-","26.00","-0.29","",
"特股高息20報酬指數","6,327.59","-","6.11","-0.10","",
"臺灣500報酬指數","9,379.59","+","16.11","0.17","",
"臺灣勞工權益報酬指數","8,147.37","+","0.48","0.01","",
"微波高息精選20報酬指數","6,306.27","-","5.56","-0.09","",
"特選世代行動通訊報酬指數","6,696.62","-","54.60","-0.81","",
"智慧投資多因子30報酬指數","6,501.62","-","7.72","-0.12","",
"特選大蘋果報酬正向兩倍指數","17,958.49","-","170.54","-0.94","",
"特選大蘋果報酬反向一倍指數","6,686.93","+","31.31","0.47","",
"特選價值成長報酬指數","7,117.20","-","23.49","-0.33","",
"臺灣上櫃企業社會責任報酬指數","6,607.16","-","137.48","-2.04","",
"特選台股領航報酬指數","7,898.71","+","22.61","0.29","",
"特選Smart多因子報酬指數","6,553.44","+","1.56","0.02","",
"110年04月14日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","476,118,989,042","10,269,393,611","3,766,835",
"2.台灣存託憑證","858,117,203","170,253,055","28,307",
"3.受益憑證","0","0","0",
"4.ETF","9,116,122,946","693,918,329","111,906",
"5.受益證券","10,227,937","673,050","204",
"6.變更交易股票","96,893,456","20,379,338","4,589",
"7.認購(售)權證","4,633,921,380","3,327,704,000","155,428",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","124,887,970","20,110,000","4,026",
"證券合計(1+6)","476,215,882,498","10,289,772,949","3,771,424",
"總計(1~13)","490,959,159,934","14,502,431,383","4,071,295",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","3,389(16)","245(6)",
"下跌(跌停)","8,296(116)","645(3)",
"持平","481","57",
"未成交","8,966","0",
"無比價","1,716","0",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"110年04月14日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","6,608,307","7,261","905,363,241","137.35","137.90","136.05","137.90","+","0.75","137.90","10","137.95","26","0.00",
="0051","元大中型100","70,967","80","3,604,809","51.10","51.50","50.00","51.00","-","0.35","51.00","29","51.20","5","0.00",
="0052","富邦科技","1,106,030","721","140,535,318","128.20","128.30","125.60","128.10","+","0.40","128.10","90","128.15","14","0.00",
="0053","元大電子","32,173","25","2,137,297","67.40","67.50","66.05","67.10","-","0.30","67.05","26","67.10","1","0.00",
="0054","元大台商50","11,000","10","347,850","31.75","31.75","31.42","31.61","-","0.18","31.47","55","31.61","1","0.00",
="0055","元大MSCI金融","89,882","67","1,785,219","19.81","19.97","19.81","19.82","+","0.05","19.83","1","19.88","1","0.00",
="0056","元大高股息","18,567,567","12,569","635,881,497","34.47","34.48","33.92","34.35","-","0.12","34.34","25","34.35","174","0.00",
="0057","富邦摩台","24,511","7","2,279,923","92.85","93.10","92.00","93.10","+","0.05","93.10","9","93.50","10","0.00",
="0061","元大寶滬深","352,300","125","8,138,295","23.00","23.21","23.00","23.19","+","0.11","23.11","1","23.19","6","0.00",
="006203","元大MSCI台灣","1,000","1","64,900","64.90","64.90","64.90","64.90","+","0.30","64.85","35","65.10","36","0.00",
="006204","永豐臺灣加權","1,010","2","85,543","84.70","84.70","84.70","84.70","-","0.30","84.00","10","84.70","1","0.00",
="006205","富邦上証","990,054","170","37,210,763","37.44","37.80","37.44","37.52","+","0.14","37.52","44","37.53","1","0.00",
="006206","元大上證50","248,469","96","9,397,839","37.79","38.06","37.68","37.84","+","0.05","37.80","10","37.84","28","0.00",
="006207","FH滬深","262,466","38","7,861,760","30.05","30.17","29.86","30.00","+","0.20","29.93","4","30.00","1","0.00",
="006208","富邦台50","1,867,089","2,209","146,950,414","78.80","79.20","78.20","79.20","+","0.40","79.20","27","79.25","8","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.58","2","8.74","2","0.00",
="00631L","元大台灣50正2","3,377,435","1,341","400,857,500","120.30","120.95","116.80","120.10","+","0.45","120.10","10","120.15","1","0.00",
="00632R","元大台灣50反1","209,730,559","10,060","1,254,409,414","5.95","6.04","5.92","5.94","-","0.03","5.94","13,049","5.95","5,295","0.00",
="00633L","富邦上証正2","4,207,420","1,374","272,052,542","64.80","65.40","63.90","64.55","+","0.55","64.50","22","64.55","575","0.00",
="00634R","富邦上証反1","1,535,000","76","6,153,830","4.02","4.03","3.99","4.02","-","0.01","4.02","7","4.03","608","0.00",
="00635U","期元大S&P黃金","632,548","262","14,879,693","23.55","23.58","23.47","23.48","+","0.18","23.48","11","23.49","25","0.00",
="00636","國泰中國A50","1,387,437","355","37,023,422","26.71","26.84","26.56","26.69","+","0.09","26.66","14","26.69","65","0.00",
="00636K","國泰中國A50+U","200","2","1,872","9.36","9.36","9.36","9.36","-","0.06","9.34","12","9.40","12","0.00",
="00637L","元大滬深300正2","40,886,811","6,481","1,038,956,045","25.35","25.68","25.13","25.37","+","0.18","25.37","21","25.38","959","0.00",
="00638R","元大滬深300反1","834,200","150","6,790,898","8.17","8.18","8.09","8.14","-","0.04","8.14","293","8.16","42","0.00",
="00639","富邦深100","1,141,396","262","18,295,680","15.85","16.07","15.85","16.07","+","0.22","16.07","4","16.08","15","0.00",
="00640L","富邦日本正2","371,000","69","10,743,260","28.99","29.09","28.85","28.89","-","0.39","28.89","102","28.91","43","0.00",
="00641R","富邦日本反1","222,000","43","2,372,050","10.68","10.70","10.65","10.68","+","0.04","10.68","49","10.70","52","0.00",
="00642U","期元大S&P石油","16,020,975","2,793","166,203,220","10.35","10.40","10.34","10.39","+","0.13","10.39","49","10.40","1,658","0.00",
="00643","群益深証中小","883,533","201","14,998,048","16.92","17.05","16.92","17.02","+","0.12","17.02","125","17.04","13","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.92","2","3.99","1","0.00",
="00645","富邦日本","127,373","10","3,252,851","25.52","25.54","25.51","25.54","-","0.14","25.53","1","25.55","58","0.00",
="00646","元大S&P500","853,399","719","30,777,651","36.06","36.10","36.00","36.08","+","0.17","36.08","4","36.09","6","0.00",
="00647L","元大S&P500正2","37,050","26","2,268,962","61.15","61.35","61.15","61.35","+","0.70","61.25","50","61.35","204","0.00",
="00648R","元大S&P500反1","1,604,000","108","12,047,880","7.51","7.52","7.50","7.51","-","0.04","7.50","1,104","7.51","1,004","0.00",
="00650L","FH香港正2","1,058,000","106","32,377,160","30.00","30.87","30.00","30.75","+","0.95","30.73","87","30.75","11","0.00",
="00651R","FH香港反1","94,000","21","649,930","7.01","7.01","6.90","6.90","-","0.09","6.90","7","6.92","177","0.00",
="00652","富邦印度","180,758","124","4,438,205","24.36","24.80","24.35","24.80","+","0.53","24.80","26","24.85","12","0.00",
="00653L","富邦印度正2","2,883,569","834","98,077,481","33.46","34.64","33.42","34.58","+","1.53","34.58","206","34.59","1","0.00",
="00654R","富邦印度反1","212,000","72","2,095,960","9.97","9.99","9.80","9.80","-","0.23","9.80","1","9.83","70","0.00",
="00655L","國泰中國A50正2","5,053,000","787","242,672,480","48.03","48.49","47.36","47.75","+","0.34","47.75","61","47.77","1","0.00",
="00656R","國泰中國A50反1","278,000","12","2,065,660","7.46","7.48","7.42","7.46","+","0.01","7.45","350","7.46","3","0.00",
="00657","國泰日經225","101,000","3","3,690,510","36.51","36.54","36.51","36.54","-","0.18","36.43","10","36.51","30","0.00",
="00657K","國泰日經225+U","200","2","2,566","12.83","12.83","12.83","12.83","-","0.05","12.78","12","12.85","12","0.00",
="00660","元大歐洲50","5,224","7","148,616","28.44","28.46","28.44","28.46","+","0.01","28.41","40","28.46","2","0.00",
="00661","元大日經225","1,000","1","37,000","37.00","37.00","37.00","37.00","X","0.00","36.93","13","37.16","15","0.00",
="00662","富邦NASDAQ","257,411","187","13,140,635","51.00","51.10","51.00","51.05","+","0.65","51.05","81","51.15","3","0.00",
="00663L","國泰臺灣加權正2","234,000","33","24,821,650","107.50","108.10","105.15","107.00","-","0.80","107.15","249","107.35","50","0.00",
="00664R","國泰臺灣加權反1","6,564,000","629","44,566,670","6.75","6.85","6.72","6.76","-","0.01","6.75","993","6.76","15","0.00",
="00665L","富邦恒生國企正2","353,000","61","8,997,450","25.17","25.75","25.17","25.58","+","0.73","25.54","5","25.59","122","0.00",
="00666R","富邦恒生國企反1","76,000","4","835,790","10.97","11.00","10.94","10.94","-","0.14","10.98","50","11.02","50","0.00",
="00668","國泰美國道瓊","119,369","80","4,128,336","34.60","34.61","34.56","34.60","-","0.14","34.59","55","34.66","23","0.00",
="00668K","國泰美國道瓊+U","200","2","2,430","12.15","12.15","12.15","12.15","-","0.05","12.11","22","12.20","12","0.00",
="00669R","國泰美國道瓊反1","3,094,000","239","25,751,210","8.32","8.34","8.31","8.31"," ","0.00","8.31","2,484","8.32","15","0.00",
="00670L","富邦NASDAQ正2","1,017,165","306","96,292,730","94.65","94.95","94.55","94.75","+","2.60","94.75","68","94.85","86","0.00",
="00671R","富邦NASDAQ反1","9,607,219","539","56,097,775","5.84","5.85","5.83","5.84","-","0.09","5.84","84","5.85","994","0.00",
="00673R","期元大S&P原油反1","587,030","129","11,092,389","18.95","18.95","18.87","18.88","-","0.25","18.86","80","18.88","2","0.00",
="00674R","期元大S&P黃金反1","56,000","23","771,190","13.75","13.80","13.75","13.80","-","0.10","13.79","6","13.81","126","0.00",
="00675L","富邦臺灣加權正2","375,312","236","17,067,831","46.11","46.43","44.66","45.97","+","0.10","45.97","98","45.98","3","0.00",
="00676R","富邦臺灣加權反1","7,219,000","458","26,727,120","3.69","3.74","3.66","3.69","-","0.01","3.68","737","3.69","1,789","0.00",
="00677U","期富邦VIX","173,599,158","7,358","321,174,096","1.85","1.88","1.82","1.83","-","0.04","1.82","4,126","1.83","1,113","0.00",
="00678","群益NBI生技","597,270","77","16,303,839","27.20","27.35","27.16","27.35","+","0.45","27.32","50","27.35","2","0.00",
="00680L","元大美債20正2","239,000","64","5,347,870","22.42","22.45","22.30","22.30","+","0.34","22.30","122","22.31","10","0.00",
="00681R","元大美債20反1","204,000","17","2,917,790","14.28","14.32","14.28","14.31","-","0.17","14.31","50","14.32","5","0.00",
="00682U","期元大美元指數","228,000","118","4,162,670","18.33","18.33","18.24","18.25","-","0.10","18.25","4","18.26","7","0.00",
="00683L","期元大美元指正2","2,662,000","618","45,482,970","17.14","17.14","17.05","17.05","-","0.26","17.05","46","17.07","2","0.00",
="00684R","期元大美元指反1","1,000","1","19,070","19.07","19.07","19.07","19.07","X","0.00","19.07","20","19.13","25","0.00",
="00685L","群益臺灣加權正2","10,000","8","399,060","40.60","40.78","39.31","39.45","-","0.75","40.28","10","40.45","10","0.00",
="00686R","群益臺灣加權反1","186,000","39","752,610","4.02","4.07","4.01","4.04","+","0.02","4.02","23","4.03","201","0.00",
="00688L","國泰20年美債正2","29,000","14","649,340","22.42","22.46","22.32","22.32","+","0.42","22.33","8","22.37","220","0.00",
="00689R","國泰20年美債反1","236,000","19","3,552,730","15.02","15.08","15.02","15.05","-","0.16","15.05","46","15.08","102","0.00",
="00690","兆豐藍籌30","209,131","24","6,733,030","32.35","32.35","32.05","32.27","+","0.04","32.19","20","32.28","5","0.00",
="00692","富邦公司治理","2,615,853","1,438","90,325,503","34.64","34.80","34.30","34.78","+","0.19","34.77","26","34.78","26","0.00",
="00693U","期街口S&P黃豆","985,000","194","20,828,530","21.16","21.18","21.11","21.14","+","0.09","21.14","124","21.15","17","0.00",
="00700","富邦恒生國企","104,000","5","2,053,910","19.62","19.82","19.62","19.75","+","0.21","19.77","30","19.82","8","0.00",
="00701","國泰股利精選30","2,659,222","1,219","61,183,834","23.01","23.07","22.92","23.01"," ","0.00","23.01","10","23.02","5","0.00",
="00702","國泰標普低波高息","113,211","15","2,296,983","20.30","20.30","20.28","20.29","-","0.06","20.28","51","20.30","15","0.00",
="00703","台新MSCI中國","54,000","14","1,390,110","25.30","25.80","25.30","25.72","+","0.42","25.70","1","25.73","21","0.00",
="00706L","期元大S&P日圓正2","69,000","23","1,133,050","16.43","16.43","16.40","16.40","+","0.25","16.38","32","16.40","5","0.00",
="00707R","期元大S&P日圓反1","1,000","1","19,610","19.61","19.61","19.61","19.61","X","0.00","19.65","32","19.68","21","0.00",
="00708L","期元大S&P黃金正2","3,463,739","1,361","87,457,485","25.31","25.38","25.17","25.18","+","0.38","25.17","129","25.18","99","0.00",
="00709","富邦歐洲","107,849","24","2,500,175","23.16","23.20","23.16","23.20","+","0.14","23.19","50","23.21","1","0.00",
="00710B","FH彭博高收益債","471,019","106","8,798,938","18.67","18.69","18.67","18.68","+","0.01","18.68","7","18.69","33","0.00",
="00711B","FH彭博新興債","242,531","26","4,915,525","20.24","20.28","20.23","20.24"," ","0.00","20.24","4","20.25","10","0.00",
="00712","FH富時不動產","2,016,231","994","29,005,698","14.34","14.41","14.34","14.40","+","0.09","14.39","29","14.40","72","0.00",
="00713","元大台灣高息低波","481,035","320","19,904,085","41.79","41.91","40.90","41.35","-","0.50","41.30","3","41.37","2","0.00",
="00714","群益道瓊美國地產","39,000","28","812,810","20.83","20.88","20.82","20.83","+","0.11","20.83","55","20.85","1","0.00",
="00715L","期街口布蘭特正2","45,475,117","3,897","303,614,179","6.67","6.72","6.63","6.71","+","0.15","6.70","677","6.71","320","0.00",
="00717","富邦美國特別股","841,138","185","14,474,530","17.22","17.23","17.20","17.21","+","0.02","17.20","201","17.21","5","0.00",
="00728","第一金工業30","816,423","491","22,716,208","27.92","28.05","27.60","27.94","+","0.02","27.87","2","27.94","1","0.00",
="00730","富邦臺灣優質高息","956,299","655","20,255,407","21.44","21.46","20.96","21.18","-","0.26","21.18","7","21.22","10","0.00",
="00731","FH富時高息低波","274,068","26","15,060,454","55.00","55.20","54.70","55.20","+","0.15","55.05","3","55.25","15","0.00",
="00732","國泰RMB短期報酬","101,000","3","4,012,660","39.66","39.73","39.66","39.73","+","0.11","39.66","26","39.70","1","0.00",
="00733","富邦臺灣中小","1,182,052","587","43,906,299","38.68","38.80","35.95","37.45","-","0.76","37.43","23","37.45","27","0.00",
="00735","國泰臺韓科技","91,060","16","3,162,953","34.91","35.00","34.55","34.98","+","0.20","34.85","22","34.98","10","0.00",
="00736","國泰新興市場","128,041","11","3,013,638","23.59","23.67","23.53","23.62","+","0.05","23.56","20","23.64","20","0.00",
="00737","國泰AI+Robo","739,668","225","24,812,235","33.40","33.62","33.40","33.60","+","0.38","33.60","100","33.61","11","0.00",
="00738U","期元大道瓊白銀","1,938,404","587","51,294,303","26.42","26.52","26.39","26.39","+","0.56","26.38","4","26.39","5","0.00",
="00739","元大MSCI A股","599,100","62","16,224,303","27.07","27.33","27.02","27.18","+","0.22","27.14","5","27.15","17","0.00",
="00742","新光內需收益","94,380","37","2,062,886","21.90","21.94","21.77","21.89","+","0.01","21.78","8","21.80","3","0.00",
="00743","國泰中國A150","105,095","7","2,950,041","28.08","28.10","28.02","28.02","+","0.11","28.10","20","28.15","2","0.00",
="00752","中信中國50","1,279,369","764","38,865,405","30.06","30.46","30.06","30.42","+","0.42","30.42","117","30.43","13","0.00",
="00753L","中信中國50正2","854,000","347","32,466,880","37.49","38.34","37.49","38.10","+","1.12","38.10","1","38.13","21","0.00",
="00757","統一FANG+","1,665,103","763","82,706,213","49.76","49.78","49.58","49.68","+","0.87","49.66","5","49.68","39","0.00",
="00762","元大全球AI","409,620","187","16,217,892","39.61","39.66","39.55","39.60","+","0.36","39.57","48","39.60","1","0.00",
="00763U","期街口道瓊銅","289,520","97","7,673,546","26.42","26.58","26.42","26.45","+","0.20","26.45","961","26.47","2","0.00",
="00770","國泰北美科技","119,354","22","4,319,352","36.16","36.24","36.16","36.24","+","0.40","36.22","3","36.24","4","0.00",
="00771","元大US高息特別股","118,138","25","2,295,469","19.43","19.44","19.42","19.42","+","0.05","19.42","49","19.44","2","0.00",
="00774B","新光中國政金綠債","2,000","2","78,760","39.40","39.40","39.36","39.36","+","0.16","39.25","12","39.65","5","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","9.02","5","9.21","2","0.00",
="00775B","新光投等債15+","2,000","2","83,760","41.88","41.88","41.88","41.88","+","0.32","41.63","105","42.06","5","0.00",
="00783","富邦中証500","472,000","21","10,102,560","21.36","21.41","21.28","21.40","+","0.25","21.41","50","21.43","1","0.00",
="008201","BP上證50","1,700","3","212,175","125.00","125.00","124.35","124.35","-","0.15","112.60","2","124.35","25","0.00",
="00830","國泰費城半導體","758,385","273","22,065,827","29.09","29.16","29.06","29.10","+","0.01","29.09","1","29.10","15","0.00",
="00850","元大臺灣ESG永續","2,678,071","1,292","89,815,811","33.71","33.83","33.27","33.70","+","0.07","33.70","13","33.71","10","0.00",
="00851","台新全球AI","174,379","31","5,450,691","31.26","31.28","31.24","31.28","+","0.27","31.27","30","31.29","53","0.00",
="00852L","國泰美國道瓊正2","303,400","66","6,065,026","19.99","20.04","19.97","20.04","-","0.06","20.02","2","20.04","142","0.00",
="00861","元大全球未來通訊","1,696,473","523","49,532,596","29.16","29.26","29.16","29.24","+","0.10","29.23","104","29.24","7","0.00",
="00865B","國泰US短期公債","106,000","3","3,940,080","37.18","37.18","37.17","37.17","-","0.02","37.16","12","37.18","1","0.00",
="00875","國泰網路資安","1,958,099","597","61,109,705","31.15","31.27","31.15","31.26","+","0.42","31.24","45","31.26","13","0.00",
