"110年05月05日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利100指數","8,114.01","-","24.30","-0.30","",
"藍籌30指數","8,526.83","-","109.23","-1.26","",
"工業菁英30指數","9,527.33","-","192.71","-1.98","",
"電子菁英30指數","8,903.26","-","156.56","-1.73","",
"低波動股利精選30指數","6,682.97","+","56.46","0.85","",
"低貝塔100指數","7,406.80","+","31.72","0.43","",
"中小型精選50指數","7,230.10","-","42.97","-0.59","",
"中小型A級動能50指數","15,437.68","+","50.83","0.33","",
"特選高息低波指數","7,209.50","-","0.52","-0.01","",
"臺灣永續指數","8,578.63","-","90.21","-1.04","",
"特選內需高收益指數","6,105.37","+","16.52","0.27","",
"價值投資指數","8,035.92","+","49.12","0.62","",
"中小型300指數","8,551.45","-","6.18","-0.07","",
"臺灣勞工權益指數","7,519.70","-","5.51","-0.07","",
"智慧投資多因子30指數","6,197.91","-","62.14","-0.99","",
"臺股期貨指數","7,979.26","-","78.04","-0.97","",
"臺灣上櫃企業社會責任指數","6,237.91","-","94.49","-1.49","",
"特選Smart多因子指數","6,533.74","-","37.94","-0.58","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","24,915.86","-","163.87","-0.65","",
"發行量加權股價報酬指數","32,579.00","-","174.72","-0.53","",
"臺灣公司治理100報酬指數","12,620.47","-","78.61","-0.62","",
"臺灣50報酬指數","26,496.93","-","248.03","-0.93","",
"臺灣50權重上限30%報酬指數","25,085.28","-","225.48","-0.89","",
"臺灣中型100報酬指數","23,194.90","-","68.54","-0.29","",
"臺灣資訊科技股報酬指數","43,250.37","-","735.58","-1.67","",
"臺灣發達報酬指數","19,894.43","+","197.62","1.00","",
"臺灣高股息報酬指數","19,504.64","+","40.54","0.21","",
"臺灣就業99報酬指數","14,245.49","-","58.01","-0.41","",
"臺灣高薪100報酬指數","11,491.05","-","4.89","-0.04","",
"未含金融電子報酬指數","31,743.43","+","411.13","1.31","",
"小型股300報酬指數","10,960.09","-","19.85","-0.18","",
"水泥類報酬指數","355.67","+","5.38","1.54","",
"食品類報酬指數","2,811.56","-","25.19","-0.89","",
"塑膠類報酬指數","501.79","+","6.61","1.33","",
"紡織纖維類報酬指數","1,041.39","+","18.84","1.84","",
"電機機械類報酬指數","365.72","-","9.10","-2.43","",
"電器電纜類報酬指數","130.20","+","9.17","7.58","",
"化學生技醫療類報酬指數","167.31","+","0.92","0.55","",
"化學類報酬指數","199.82","+","1.48","0.75","",
"生技醫療類報酬指數","92.78","+","0.31","0.34","",
"玻璃陶瓷類報酬指數","89.88","+","1.38","1.56","",
"造紙類報酬指數","615.97","+","14.36","2.39","",
"鋼鐵類報酬指數","278.34","+","17.19","6.58","",
"橡膠類報酬指數","558.38","-","9.44","-1.66","",
"汽車類報酬指數","504.15","-","1.52","-0.30","",
"電子工業類報酬指數","1,428.97","-","23.18","-1.60","",
"半導體類報酬指數","673.37","-","14.50","-2.11","",
"電腦及週邊設備類報酬指數","280.30","-","0.04","-0.01","",
"光電類報酬指數","66.43","-","0.46","-0.69","",
"通信網路類報酬指數","251.26","-","2.14","-0.84","",
"電子零組件類報酬指數","287.01","-","7.17","-2.44","",
"電子通路類報酬指數","344.52","+","0.49","0.14","",
"資訊服務類報酬指數","276.73","+","1.33","0.48","",
"其他電子類報酬指數","152.34","+","1.26","0.83","",
"建材營造類報酬指數","668.69","+","1.70","0.25","",
"航運類報酬指數","241.38","+","5.49","2.33","",
"觀光類報酬指數","137.68","+","0.13","0.09","",
"金融保險類報酬指數","2,373.70","+","29.21","1.25","",
"貿易百貨類報酬指數","420.54","+","0.25","0.06","",
"油電燃氣類報酬指數","202.44","+","5.38","2.73","",
"其他類報酬指數","564.41","+","3.12","0.56","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,783.82","+","10.56","0.22","",
"臺灣中小型公司治理報酬指數","9,160.03","-","32.08","-0.35","",
"臺灣IPO報酬指數","7,830.58","-","74.25","-0.94","",
"智慧中立報酬指數","4,656.38","-","15.13","-0.32","",
"加權指數掩護性臺指買權價外5%報酬指數","6,982.35","-","34.19","-0.49","",
"臺灣5G報酬指數","9,174.64","-","333.09","-3.50","",
"臺灣企業社會責任中小型報酬指數","7,770.25","+","13.92","0.18","",
"特選臺灣電動車代表報酬指數","7,250.62","-","96.31","-1.31","",
"臺灣5G+通訊報酬指數","6,652.38","-","148.02","-2.18","",
"臺灣全市場報酬指數","5,735.95","-","44.48","-0.77","",
"臺灣全市場半導體報酬指數","5,871.93","-","244.63","-4.00","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,095.35","-","85.84","-0.77","",
"漲升股利100報酬指數","10,015.16","-","30.00","-0.30","",
"藍籌30報酬指數","10,054.95","-","128.80","-1.26","",
"工業菁英30報酬指數","11,210.28","-","226.76","-1.98","",
"電子菁英30報酬指數","10,377.22","-","182.48","-1.73","",
"低波動股利精選30報酬指數","7,983.94","+","67.45","0.85","",
"低貝塔100報酬指數","8,821.58","+","37.78","0.43","",
"中小型精選50報酬指數","8,875.09","-","52.75","-0.59","",
"中小型A級動能50報酬指數","17,262.99","+","56.84","0.33","",
"特選高息低波報酬指數","8,883.82","-","0.64","-0.01","",
"臺灣永續報酬指數","10,109.79","-","106.32","-1.04","",
"特選內需高收益報酬指數","7,109.67","+","19.24","0.27","",
"價值投資報酬指數","9,547.50","+","58.36","0.62","",
"存股雙十等權重報酬指數","8,569.32","-","2.10","-0.02","",
"特選大蘋果報酬指數","8,704.32","-","107.83","-1.22","",
"中小型300報酬指數","9,242.54","-","6.68","-0.07","",
"特股高息20報酬指數","6,390.80","+","22.50","0.35","",
"臺灣500報酬指數","9,421.05","-","48.74","-0.51","",
"臺灣勞工權益報酬指數","8,238.14","-","6.04","-0.07","",
"微波高息精選20報酬指數","6,588.81","+","68.34","1.05","",
"特選世代行動通訊報酬指數","6,423.57","-","127.12","-1.94","",
"智慧投資多因子30報酬指數","6,494.01","-","65.11","-0.99","",
"特選大蘋果報酬正向兩倍指數","16,536.97","-","414.86","-2.45","",
"特選大蘋果報酬反向一倍指數","6,945.93","+","83.97","1.22","",
"特選價值成長報酬指數","7,749.62","+","107.77","1.41","",
"臺灣上櫃企業社會責任報酬指數","6,487.00","-","98.26","-1.49","",
"特選台股領航報酬指數","8,026.11","-","89.94","-1.11","",
"特選Smart多因子報酬指數","6,594.30","-","38.29","-0.58","",
"110年05月05日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","450,038,095,282","8,527,586,140","3,271,123",
"2.台灣存託憑證","443,330,605","61,311,553","14,819",
"3.受益憑證","0","0","0",
"4.ETF","10,324,990,330","729,646,738","130,530",
"5.受益證券","21,631,740","2,112,068","508",
"6.變更交易股票","48,232,574","7,475,430","2,058",
"7.認購(售)權證","3,350,435,920","2,775,798,000","119,409",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","109,869,630","16,915,000","3,675",
"證券合計(1+6)","450,086,327,856","8,535,061,570","3,273,181",
"總計(1~13)","464,336,586,081","12,120,844,929","3,542,122",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","5,200(31)","503(17)",
"下跌(跌停)","5,584(197)","388(6)",
"持平","541","58",
"未成交","10,765","1",
"無比價","1,669","0",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"110年05月05日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","9,345,225","14,960","1,276,849,685","137.05","137.30","135.70","135.75","-","1.30","135.70","74","135.75","17","0.00",
="0051","元大中型100","97,811","109","5,203,407","52.95","53.90","52.40","52.80","-","0.15","52.80","25","52.90","5","0.00",
="0052","富邦科技","1,077,598","955","133,581,857","125.10","125.20","123.15","123.15","-","1.85","123.10","4","123.15","10","0.00",
="0053","元大電子","11,541","25","759,156","66.20","66.20","65.50","65.50","-","0.70","65.05","1","65.35","1","0.00",
="0054","元大台商50","4,042","8","125,892","31.27","31.27","31.00","31.00","-","0.03","30.68","56","31.18","17","0.00",
="0055","元大MSCI金融","180,343","134","3,767,646","20.60","21.10","20.59","21.00","+","0.40","20.93","1","21.00","3","0.00",
="0056","元大高股息","35,620,486","17,482","1,265,728,656","35.24","35.74","35.02","35.35","+","0.05","35.34","27","35.35","177","0.00",
="0057","富邦摩台","25,000","7","2,314,500","93.05","93.05","92.45","92.45","-","0.30","91.80","10","92.25","10","0.00",
="0061","元大寶滬深","236,595","74","5,524,231","23.30","23.42","23.20","23.20","-","0.05","23.20","46","23.30","3","0.00",
="006203","元大MSCI台灣","5,091","6","329,864","64.70","64.95","64.70","64.80","+","0.50","64.10","35","64.35","35","0.00",
="006204","永豐臺灣加權","23,060","6","1,982,754","85.80","86.00","85.80","86.00","+","0.55","85.20","10","85.50","10","0.00",
="006205","富邦上証","826,175","128","31,084,295","37.27","37.68","37.25","37.50","+","0.17","37.45","1","37.53","45","0.00",
="006206","元大上證50","123,321","49","4,660,748","37.55","37.96","37.55","37.75","+","0.10","37.75","6","37.82","21","0.00",
="006207","FH滬深","18,000","7","548,260","30.54","30.63","30.37","30.37","+","0.07","30.37","20","30.52","50","0.00",
="006208","富邦台50","2,182,019","4,499","171,484,192","78.60","78.85","78.05","78.05","-","0.75","78.00","131","78.05","17","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.69","5","8.88","2","0.00",
="00631L","元大台灣50正2","3,745,297","987","453,258,902","121.70","122.40","119.35","119.35","-","2.20","119.35","23","119.50","20","0.00",
="00632R","元大台灣50反1","166,469,174","8,235","982,053,089","5.89","5.95","5.86","5.94","+","0.06","5.93","17,296","5.94","875","0.00",
="00633L","富邦上証正2","2,741,520","790","181,407,528","65.45","66.65","65.10","65.85","+","0.60","65.80","26","65.85","389","0.00",
="00634R","富邦上証反1","368,000","48","1,445,740","3.96","3.96","3.91","3.93","-","0.03","3.93","400","3.94","499","0.00",
="00635U","期元大S&P黃金","433,137","190","10,365,921","23.88","23.97","23.88","23.91","-","0.07","23.91","12","23.93","185","0.00",
="00636","國泰中國A50","560,631","256","15,180,291","26.90","27.16","26.86","27.00","+","0.08","26.99","6","27.00","74","0.00",
="00636K","國泰中國A50+U","0","0","0","--","--","--","--"," ","0.00","9.59","12","9.68","12","0.00",
="00637L","元大滬深300正2","27,939,770","4,304","729,805,645","25.81","26.34","25.70","26.03","+","0.22","26.02","1,132","26.03","160","0.00",
="00638R","元大滬深300反1","588,000","69","4,638,200","7.93","7.94","7.85","7.91","-","0.03","7.90","199","7.91","8","0.00",
="00639","富邦深100","802,817","185","13,504,441","16.77","16.88","16.69","16.80","+","0.06","16.77","20","16.80","6","0.00",
="00640L","富邦日本正2","10,000","4","276,000","27.75","27.75","27.45","27.75","-","0.01","27.46","5","27.61","10","0.00",
="00641R","富邦日本反1","204,000","72","2,257,510","11.06","11.12","10.98","11.09","+","0.03","11.09","1","11.12","1","0.00",
="00642U","期元大S&P石油","47,302,894","6,445","532,574,393","11.27","11.30","11.22","11.22","+","0.30","11.22","5,068","11.23","259","0.00",
="00643","群益深証中小","559,282","204","9,835,792","17.55","17.64","17.45","17.54","+","0.04","17.54","69","17.55","5","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","4.13","2","4.21","1","0.00",
="00645","富邦日本","227,589","52","5,528,093","24.04","24.55","24.04","24.21","-","0.45","24.20","2","24.50","2","0.00",
="00646","元大S&P500","803,176","380","28,643,924","35.67","35.72","35.58","35.61","-","0.14","35.61","8","35.62","49","0.00",
="00647L","元大S&P500正2","31,000","13","1,909,900","61.75","61.75","61.55","61.60","-","0.20","61.50","1","61.55","30","0.00",
="00648R","元大S&P500反1","1,122,000","103","8,330,670","7.42","7.44","7.41","7.44","+","0.02","7.43","218","7.44","1,288","0.00",
="00650L","FH香港正2","1,024,500","88","30,477,220","29.23","29.96","29.18","29.37","-","0.11","29.36","1","29.42","115","0.00",
="00651R","FH香港反1","186,000","27","1,294,890","6.95","6.99","6.92","6.93","-","0.04","6.97","138","7.00","2","0.00",
="00652","富邦印度","614,052","192","15,038,375","24.50","24.55","24.37","24.50","-","0.12","24.50","22","24.55","49","0.00",
="00653L","富邦印度正2","1,734,100","284","57,707,200","33.10","33.65","32.96","33.55","-","0.25","33.54","83","33.55","18","0.00",
="00654R","富邦印度反1","1,726,090","310","17,219,023","10.05","10.06","9.90","9.93","-","0.02","9.92","26","9.93","26","0.00",
="00655L","國泰中國A50正2","2,128,150","548","105,627,175","48.94","50.15","48.93","49.53","+","0.27","49.52","11","49.53","156","0.00",
="00656R","國泰中國A50反1","3,000","2","21,660","7.22","7.22","7.22","7.22","-","0.06","7.24","300","7.25","2","0.00",
="00657","國泰日經225","100,000","2","3,536,000","35.36","35.36","35.36","35.36","-","0.26","35.30","31","35.33","30","0.00",
="00657K","國泰日經225+U","0","0","0","--","--","--","--"," ","0.00","12.61","12","12.66","12","0.00",
="00660","元大歐洲50","16,105","8","450,574","27.90","28.04","27.89","28.04","-","0.23","27.98","1","27.99","20","0.00",
="00661","元大日經225","81,056","14","2,887,173","35.79","35.79","35.61","35.61","-","0.20","35.50","1","35.70","15","0.00",
="00662","富邦NASDAQ","267,552","301","13,035,326","48.80","48.80","48.62","48.62","-","0.79","48.61","1","48.62","20","0.00",
="00663L","國泰臺灣加權正2","856,000","47","92,875,700","109.15","109.85","107.40","107.40","-","1.15","107.20","50","107.40","186","0.00",
="00664R","國泰臺灣加權反1","8,061,000","523","53,907,470","6.67","6.75","6.65","6.75","+","0.07","6.74","51","6.75","1,970","0.00",
="00665L","富邦恒生國企正2","304,000","53","7,409,600","24.11","24.61","24.00","24.20"," ","0.00","24.20","2","24.25","25","0.00",
="00666R","富邦恒生國企反1","71,000","3","785,980","11.07","11.08","11.07","11.08","-","0.06","11.10","30","11.19","30","0.00",
="00668","國泰美國道瓊","68,422","35","2,362,193","34.35","34.56","34.35","34.53","+","0.24","34.48","1","34.53","13","0.00",
="00668K","國泰美國道瓊+U","0","0","0","--","--","--","--"," ","0.00","12.29","12","12.37","10","0.00",
="00669R","國泰美國道瓊反1","4,057,000","434","33,153,930","8.18","8.18","8.16","8.18","-","0.03","8.17","1,027","8.18","1,162","0.00",
="00670L","富邦NASDAQ正2","827,641","356","73,734,484","88.90","89.35","88.65","88.65","-","2.80","88.60","81","88.65","2","0.00",
="00671R","富邦NASDAQ反1","5,134,460","397","30,823,616","6.01","6.03","5.99","6.02","+","0.08","6.02","27","6.03","576","0.00",
="00673R","期元大S&P原油反1","2,432,100","426","41,731,392","17.14","17.23","17.09","17.22","-","0.46","17.21","75","17.22","8","0.00",
="00674R","期元大S&P黃金反1","49,000","20","659,520","13.46","13.47","13.44","13.47","+","0.06","13.46","130","13.48","2","0.00",
="00675L","富邦臺灣加權正2","1,490,634","330","69,533,988","46.89","47.28","46.05","46.09","-","0.74","46.08","2","46.09","69","0.00",
="00676R","富邦臺灣加權反1","15,514,297","628","56,648,360","3.65","3.68","3.63","3.68","+","0.04","3.67","954","3.68","1,360","0.00",
="00677U","期富邦VIX","137,119,747","4,755","234,310,132","1.72","1.72","1.70","1.72","+","0.04","1.71","20,975","1.72","58,312","0.00",
="00678","群益NBI生技","381,461","80","10,341,125","27.24","27.24","26.99","27.09","-","0.73","27.06","1","27.09","141","0.00",
="00680L","元大美債20正2","107,000","26","2,416,850","22.59","22.65","22.55","22.56","+","0.26","22.56","44","22.57","3","0.00",
="00681R","元大美債20反1","47,000","8","668,920","14.23","14.24","14.20","14.23","-","0.06","14.20","17","14.23","17","0.00",
="00682U","期元大美元指數","113,000","35","2,050,400","18.15","18.18","18.12","18.14","+","0.05","18.13","50","18.14","11","0.00",
="00683L","期元大美元指正2","582,000","172","9,790,860","16.84","16.86","16.80","16.84"," ","0.00","16.83","16","16.84","6","0.00",
="00684R","期元大美元指反1","3,000","2","57,420","19.14","19.14","19.14","19.14","-","0.05","19.13","20","19.19","75","0.00",
="00685L","群益臺灣加權正2","6,000","6","246,090","41.08","41.49","40.55","40.55","-","0.44","40.26","10","40.46","10","0.00",
="00686R","群益臺灣加權反1","237,000","29","941,520","3.97","4.00","3.96","4.00","+","0.03","4.00","185","4.01","28","0.00",
="00688L","國泰20年美債正2","264,000","12","5,953,560","22.52","22.60","22.52","22.57","+","0.24","22.54","155","22.57","2","0.00",
="00689R","國泰20年美債反1","160,000","8","2,391,450","14.95","14.95","14.94","14.95","-","0.09","14.94","59","14.95","102","0.00",
="00690","兆豐藍籌30","171,178","56","5,588,248","32.81","32.87","32.43","32.43","-","0.34","32.43","5","32.52","16","0.00",
="00692","富邦公司治理","3,880,939","1,796","135,211,986","34.88","34.96","34.68","34.72","-","0.10","34.70","7","34.72","50","0.00",
="00693U","期街口S&P黃豆","698,100","194","16,330,176","23.38","23.43","23.34","23.36","+","0.09","23.36","260","23.38","10","0.00",
="00700","富邦恒生國企","100,253","5","1,917,807","19.13","19.13","19.13","19.13","+","0.13","19.00","1","19.09","16","0.00",
="00701","國泰股利精選30","3,063,291","930","73,434,852","23.77","24.12","23.69","23.98","+","0.23","23.98","54","23.99","51","0.00",
="00702","國泰標普低波高息","66,536","32","1,373,778","20.59","20.68","20.59","20.67","+","0.19","20.65","16","20.67","38","0.00",
="00703","台新MSCI中國","51,260","23","1,273,612","24.81","24.90","24.70","24.70","-","0.18","24.69","1","24.70","1","0.00",
="00706L","期元大S&P日圓正2","15,000","2","243,050","16.21","16.21","16.20","16.20","-","0.02","16.19","87","16.23","92","0.00",
="00707R","期元大S&P日圓反1","0","0","0","--","--","--","--"," ","0.00","19.67","58","19.72","45","0.00",
="00708L","期元大S&P黃金正2","1,382,300","365","36,129,855","26.10","26.25","26.09","26.10","-","0.18","26.09","285","26.10","7","0.00",
="00709","富邦歐洲","117,199","34","2,688,994","22.91","22.96","22.91","22.91","-","0.17","22.91","2","22.94","60","0.00",
="00710B","FH彭博高收益債","547,629","98","10,109,127","18.49","18.49","18.44","18.48","+","0.05","18.46","31","18.48","122","0.00",
="00711B","FH彭博新興債","363,075","20","7,228,932","19.91","19.93","19.91","19.91"," ","0.00","19.91","1","19.92","49","0.00",
="00712","FH富時不動產","1,190,697","688","17,027,207","14.30","14.34","14.28","14.30","-","0.06","14.29","87","14.30","8","0.00",
="00713","元大台灣高息低波","527,922","214","22,503,299","42.35","42.90","42.06","42.49","-","0.01","42.46","1","42.49","12","0.00",
="00714","群益道瓊美國地產","214,340","17","4,509,667","21.05","21.05","20.99","21.03","-","0.06","21.02","1","21.03","50","0.00",
="00715L","期街口布蘭特正2","114,909,301","7,924","879,156,824","7.59","7.74","7.59","7.64","+","0.42","7.63","459","7.64","404","0.00",
="00717","富邦美國特別股","680,999","152","11,432,654","16.77","16.80","16.77","16.78"," ","0.00","16.78","27","16.79","45","0.00",
="00728","第一金工業30","613,301","536","17,488,513","28.67","28.71","28.21","28.21","-","0.46","28.20","7","28.21","20","0.00",
="00730","富邦臺灣優質高息","661,309","339","14,048,295","21.24","21.38","21.03","21.15","-","0.10","21.14","2","21.15","40","0.00",
="00731","FH富時高息低波","279,846","39","16,154,262","57.00","57.75","57.00","57.40","+","0.55","57.15","3","57.40","22","0.00",
="00732","國泰RMB短期報酬","100,000","2","3,943,000","39.43","39.43","39.43","39.43"," ","0.00","39.37","24","39.40","1","0.00",
="00733","富邦臺灣中小","674,621","365","28,314,018","41.47","42.42","40.73","41.51","+","0.17","41.50","1","41.51","20","0.00",
="00735","國泰臺韓科技","127,180","14","4,300,240","34.00","34.12","33.67","33.67","-","0.29","33.59","1","33.65","10","0.00",
="00736","國泰新興市場","113,085","8","2,643,720","23.45","23.45","23.34","23.34","-","0.02","23.28","1","23.29","20","0.00",
="00737","國泰AI+Robo","246,299","154","7,741,174","31.50","31.50","31.38","31.40","-","0.48","31.38","10","31.40","36","0.00",
="00738U","期元大道瓊白銀","2,028,701","554","55,795,870","27.47","27.60","27.38","27.39","-","0.31","27.39","9","27.40","1","0.00",
="00739","元大MSCI A股","149,600","47","4,132,415","27.40","27.76","27.39","27.65","+","0.20","27.64","1","27.65","1","0.00",
="00742","新光內需收益","440,163","170","9,987,525","22.29","22.83","22.24","22.82","+","0.53","22.80","32","22.83","1","0.00",
="00743","國泰中國A150","104,342","9","3,028,565","29.05","29.05","28.88","28.88","+","0.03","28.85","1","29.00","23","0.00",
="00752","中信中國50","1,489,197","1,158","43,721,812","29.40","29.47","29.27","29.30","-","0.20","29.30","31","29.31","2","0.00",
="00753L","中信中國50正2","592,250","280","21,908,959","36.99","37.30","36.67","36.67","-","0.62","36.66","1","36.70","35","0.00",
="00757","統一FANG+","1,192,303","1,077","54,606,771","45.86","45.90","45.61","45.82","-","0.57","45.81","11","45.83","10","0.00",
="00762","元大全球AI","500,935","235","18,448,505","36.80","36.90","36.76","36.79","-","0.57","36.76","10","36.79","43","0.00",
="00763U","期街口道瓊銅","977,149","296","29,025,132","29.47","29.79","29.47","29.69","+","0.35","29.68","5","29.69","930","0.00",
="00770","國泰北美科技","130,089","23","4,479,317","34.45","34.45","34.34","34.34","-","0.49","34.34","50","34.35","30","0.00",
="00771","元大US高息特別股","28,816","24","552,624","19.17","19.19","19.16","19.18","+","0.01","19.18","21","19.20","3","0.00",
="00774B","新光中國政金綠債","2,000","2","77,440","38.72","38.72","38.72","38.72","+","0.11","38.52","5","38.91","1","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","8.92","5","9.11","2","0.00",
="00775B","新光投等債15+","2,000","2","82,280","41.14","41.14","41.14","41.14","+","0.20","40.92","105","41.34","6","0.00",
="00783","富邦中証500","595,368","24","12,999,927","21.65","21.85","21.65","21.80","+","0.15","21.74","31","21.75","5","0.00",
="008201","BP上證50","500","1","60,000","120.00","120.00","120.00","120.00","X","0.00","107.00","5","123.25","3","0.00",
="00830","國泰費城半導體","3,233,143","1,596","86,801,682","26.85","26.93","26.79","26.84","-","0.32","26.84","3","26.85","10","0.00",
="00850","元大臺灣ESG永續","2,021,959","1,642","68,546,648","33.95","34.03","33.65","33.65","-","0.31","33.64","7","33.65","24","0.00",
="00851","台新全球AI","122,000","19","3,590,270","29.42","29.47","29.32","29.32","-","0.53","29.32","19","29.35","22","0.00",
="00852L","國泰美國道瓊正2","372,099","84","7,590,093","20.36","20.44","20.36","20.37","+","0.13","20.37","193","20.39","574","0.00",
="00861","元大全球未來通訊","1,091,078","548","30,856,048","28.27","28.32","28.24","28.24","-","0.20","28.24","7","28.25","12","0.00",
="00865B","國泰US短期公債","120,000","4","4,373,850","36.42","36.45","36.42","36.45","+","0.15","36.34","15","36.46","1","0.00",
="00875","國泰網路資安","523,091","231","15,818,994","30.33","30.33","30.18","30.18","-","0.15","30.17","45","30.18","8","0.00",
="00876","元大未來關鍵科技","2,764,152","1,338","78,907,045","28.66","28.66","28.45","28.45","-","0.33","28.45","51","28.46","106","0.00",
