"107年02月01日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"建材營造類指數","267.22","-","0.56","-0.21","",
"航運類指數","68.73","+","0.22","0.32","",
"觀光類指數","138.64","+","0.84","0.61","",
"金融保險類指數","1,236.43","-","0.08","-0.01","",
"貿易百貨類指數","243.85","+","1.71","0.71","",
"油電燃氣類指數","156.76","+","0.61","0.39","",
"其他類指數","253.96","-","0.76","-0.30","",
"臺指日報酬兩倍指數","18,033.74","+","181.55","1.02","",
"臺指日報酬反向一倍指數","7,087.80","-","36.22","-0.51","",
"電子類兩倍槓桿指數","14,914.24","+","247.42","1.69","",
"電子類反向指數","7,501.35","-","63.81","-0.84","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","5,215.20","-","12.38","-0.24","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續指數","5,469.38","+","38.09","0.70","",
"漲升股利150指數","6,230.09","+","27.93","0.45","",
"漲升股利100指數","6,208.18","+","30.30","0.49","",
"藍籌30指數","5,895.13","+","33.79","0.58","",
"工業菁英30指數","6,197.38","+","43.90","0.71","",
"電子菁英30指數","6,131.30","+","39.25","0.64","",
"低波動精選30指數","5,868.35","+","21.22","0.36","",
"低貝塔100指數","5,496.59","+","12.29","0.22","",
"中小型精選50指數","5,696.35","+","12.69","0.22","",
"中小型A級動能50指數","6,284.55","+","7.01","0.11","",
"特選高息低波指數","5,219.22","+","9.06","0.17","",
"特選內需高收益指數","5,300.12","+","14.18","0.27","",
"藍籌30反向一倍指數","8,407.27","-","48.75","-0.58","",
"工業菁英30反向一倍指數","9,380.94","-","67.41","-0.71","",
"金融類日報酬兩倍指數","19,008.88","-","2.46","-0.01","",
"金融類日報酬反向一倍指數","6,939.68","+","0.45","0.01","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,847.25","+","65.51","0.44","",
"發行量加權股價報酬指數","19,121.21","+","96.75","0.51","",
"臺灣公司治理100報酬指數","7,192.89","+","47.89","0.67","",
"臺灣50報酬指數","14,706.87","+","120.64","0.83","",
"臺灣中型100報酬指數","12,860.43","-","2.80","-0.02","",
"臺灣資訊科技報酬指數","18,428.16","+","207.84","1.14","",
"臺灣發達報酬指數","13,813.83","+","59.09","0.43","",
"臺灣高股息報酬指數","12,170.63","-","58.89","-0.48","",
"臺灣就業99報酬指數","8,371.95","+","9.02","0.11","",
"臺灣高薪100報酬指數","7,052.18","+","29.08","0.41","",
"臺灣低波動高股息報酬指數","3,588.49","+","1.39","0.04","",
"未含金融電子股報酬指數","21,969.84","+","27.82","0.13","",
"小型股300報酬指數","7,070.86","+","1.25","0.02","",
"水泥類報酬指數","186.43","+","0.59","0.32","",
"食品類報酬指數","2,167.23","+","9.04","0.42","",
"塑膠類報酬指數","418.98","+","1.18","0.28","",
"紡織纖維類報酬指數","662.02","+","1.40","0.21","",
"電機機械類報酬指數","265.53","+","0.06","0.02","",
"電器電纜類報酬指數","61.48","+","0.31","0.51","",
"化學生技醫療類報酬指數","135.60","-","0.21","-0.15","",
"化學類報酬指數","152.92","+","0.22","0.14","",
"生技醫療類報酬指數","79.89","-","0.47","-0.58","",
"玻璃陶瓷類報酬指數","54.24","-","0.04","-0.07","",
"造紙類報酬指數","315.95","+","3.70","1.18","",
"鋼鐵類報酬指數","146.01","-","0.31","-0.21","",
"橡膠類報酬指數","392.21","+","0.04","0.01","",
"汽車類報酬指數","346.55","-","3.70","-1.06","",
"電子類報酬指數","738.11","+","6.17","0.84","",
"半導體類報酬指數","271.05","+","3.76","1.41","",
"電腦及週邊設備類報酬指數","175.57","-","1.19","-0.67","",
"光電類報酬指數","55.34","+","0.15","0.27","",
"通信網路類報酬指數","224.34","+","0.50","0.22","",
"電子零組件類報酬指數","152.14","+","0.42","0.28","",
"電子通路類報酬指數","215.21","-","0.79","-0.37","",
"資訊服務類報酬指數","162.79","+","0.05","0.03","",
"其他電子類報酬指數","132.23","+","1.51","1.16","",
"建材營造類報酬指數","414.91","-","0.86","-0.21","",
"航運類報酬指數","87.15","+","0.28","0.32","",
"觀光類報酬指數","165.67","+","1.00","0.61","",
"金融保險類報酬指數","1,740.53","-","0.11","-0.01","",
"貿易百貨類報酬指數","314.90","+","2.20","0.70","",
"油電燃氣類報酬指數","207.76","+","0.81","0.39","",
"其他類報酬指數","361.65","-","1.09","-0.30","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,282.90","-","12.54","-0.24","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,686.25","+","39.61","0.70","",
"漲升股利150報酬指數","6,710.61","+","30.08","0.45","",
"漲升股利100報酬指數","6,676.72","+","32.60","0.49","",
"藍籌 30 報酬指數","6,139.89","+","35.20","0.58","",
"工業菁英 30 報酬指數","6,461.94","+","45.78","0.71","",
"電子菁英 30 報酬指數","6,370.58","+","40.79","0.64","",
"低波動精選 30 報酬指數","6,143.21","+","22.21","0.36","",
"低貝塔 100 報酬指數","5,745.55","+","12.84","0.22","",
"中小型精選50報酬指數","5,977.08","+","13.31","0.22","",
"中小型A級動能50報酬指數","6,482.88","+","7.23","0.11","",
"特選高息低波報酬指數","5,452.46","+","9.47","0.17","",
"特選內需高收益報酬指數","5,300.12","+","14.18","0.27","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

