"107年10月11日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"工業菁英30反向一倍指數","10,470.72","+","759.66","7.82","",
"金融類日報酬兩倍指數","18,634.33","-","1,889.57","-9.21","",
"金融類日報酬反向一倍指數","6,889.94","+","303.21","4.60","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","13,374.94","-","915.34","-6.41","",
"發行量加權股價報酬指數","17,493.53","-","1,178.69","-6.31","",
"臺灣公司治理100報酬指數","6,709.70","-","433.57","-6.07","",
"臺灣50報酬指數","13,568.23","-","931.06","-6.42","",
"臺灣中型100報酬指數","11,429.03","-","761.68","-6.25","",
"臺灣資訊科技報酬指數","16,072.07","-","1,175.38","-6.81","",
"臺灣發達報酬指數","12,717.54","-","901.86","-6.62","",
"臺灣高股息報酬指數","11,407.70","-","719.20","-5.93","",
"臺灣就業99報酬指數","7,848.86","-","525.13","-6.27","",
"臺灣高薪100報酬指數","6,653.65","-","403.97","-5.72","",
"臺灣低波動高股息報酬指數","3,661.86","-","211.58","-5.46","",
"未含金融電子股報酬指數","21,624.25","-","1,512.63","-6.54","",
"小型股300報酬指數","6,291.61","-","444.84","-6.60","",
"水泥類報酬指數","216.53","-","11.57","-5.07","",
"食品類報酬指數","2,162.33","-","147.80","-6.40","",
"塑膠類報酬指數","431.33","-","37.59","-8.02","",
"紡織纖維類報酬指數","733.58","-","60.75","-7.65","",
"電機機械類報酬指數","211.51","-","12.92","-5.76","",
"電器電纜類報酬指數","59.87","-","5.38","-8.25","",
"化學生技醫療類報酬指數","134.27","-","8.76","-6.12","",
"化學類報酬指數","151.53","-","8.32","-5.20","",
"生技醫療類報酬指數","79.12","-","6.29","-7.36","",
"玻璃陶瓷類報酬指數","42.37","-","4.26","-9.14","",
"造紙類報酬指數","257.86","-","23.50","-8.35","",
"鋼鐵類報酬指數","151.91","-","8.77","-5.46","",
"橡膠類報酬指數","351.66","-","17.90","-4.84","",
"汽車類報酬指數","267.96","-","19.54","-6.80","",
"電子類報酬指數","624.77","-","44.42","-6.64","",
"半導體類報酬指數","233.60","-","17.74","-7.06","",
"電腦及週邊設備類報酬指數","143.79","-","10.16","-6.60","",
"光電類報酬指數","41.33","-","4.25","-9.32","",
"通信網路類報酬指數","211.57","-","3.98","-1.85","",
"電子零組件類報酬指數","128.15","-","10.73","-7.73","",
"電子通路類報酬指數","192.89","-","13.24","-6.42","",
"資訊服務類報酬指數","162.36","-","7.00","-4.13","",
"其他電子類報酬指數","103.71","-","7.76","-6.96","",
"建材營造類報酬指數","421.49","-","21.74","-4.90","",
"航運類報酬指數","78.89","-","4.33","-5.20","",
"觀光類報酬指數","125.64","-","4.42","-3.40","",
"金融保險類報酬指數","1,808.47","-","87.28","-4.60","",
"貿易百貨類報酬指數","342.90","-","27.13","-7.33","",
"油電燃氣類報酬指數","222.15","-","14.41","-6.09","",
"其他類報酬指數","328.90","-","22.51","-6.41","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,707.88","-","439.59","-8.54","",
"臺灣中小型公司治理報酬指數","4,841.61","-","366.83","-7.04","",
"臺灣IPO報酬指數","4,541.81","-","333.38","-6.84","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣永續報酬指數","5,267.48","-","344.57","-6.14","",
"漲升股利150報酬指數","6,311.65","-","442.34","-6.55","",
"漲升股利100報酬指數","6,341.52","-","450.33","-6.63","",
"藍籌 30 報酬指數","5,602.54","-","384.77","-6.43","",
"工業菁英 30 報酬指數","5,889.82","-","499.85","-7.82","",
"電子菁英 30 報酬指數","5,387.06","-","321.66","-5.63","",
"低波動精選 30 報酬指數","6,140.88","-","330.34","-5.10","",
"低貝塔 100 報酬指數","5,680.28","-","192.27","-3.27","",
"中小型精選50報酬指數","5,367.65","-","299.11","-5.28","",
"中小型A級動能50報酬指數","5,470.15","-","378.80","-6.48","",
"特選高息低波報酬指數","5,120.62","-","331.64","-6.08","",
"特選內需高收益報酬指數","5,407.60","-","264.90","-4.67","",
"價值投資報酬指數","5,320.04","-","409.38","-7.15","",
"特股高息20報酬指數","--","","--","--","",
"台灣500報酬指數","--","","--","--","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

